name,birth_year,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,retire_year,AVG,OBP,SLG,OPS
Ralph Burgin,1914,69,211,29,44,12,1,1,23,0,5,18,0,1939,0.208530806,0.270742358,0.289099526,0.559841884
Ralph Cleage,1901,23,72,7,17,2,2,0,9,0,2,2,37,1924,0.236111111,0.256756757,0.319444444,0.576201201
Ralph Coles,1916,28,83,11,20,1,0,1,12,4,5,11,40,1941,0.240963855,0.329787234,0.289156627,0.618943861
Ralph Ducy,1903,35,120,15,28,4,1,1,6,0,2,3,37,1926,0.233333333,0.25203252,0.308333333,0.560365854
Ralph Garr,1945,1317,5108,717,1562,212,64,75,408,172,83,246,445,1980,0.305794832,0.337691446,0.416405638,0.754097084
Ralph Hodgin,1920,530,1689,198,481,79,24,4,188,7,12,97,63,1948,0.284783896,0.323628219,0.367081113,0.690709333
Ralph Houk,1924,91,158,12,43,6,1,0,20,0,0,12,10,1954,0.272151899,0.323529412,0.32278481,0.646314222
Ralph Jefferson,1913,85,312,38,81,8,4,0,32,4,8,17,76,1939,0.259615385,0.29787234,0.310897436,0.608769776
Ralph Johnson,1918,17,40,4,7,2,0,0,4,1,2,3,2,1941,0.175,0.23255814,0.225,0.45755814
Ralph Kiner,1923,1472,5205,971,1451,216,39,369,1015,22,13,1011,749,1955,0.278770413,0.396074646,0.547934678,0.944009324
Ralph LaCock,1949,715,1729,214,444,86,11,27,224,8,8,182,171,1980,0.256795836,0.327577185,0.366107577,0.693684761
Ralph LaPointe,1924,143,433,60,115,10,0,1,30,9,5,35,34,1948,0.265588915,0.320512821,0.295612009,0.61612483
Ralph Mattis,1891,36,85,14,21,4,1,0,8,2,2,9,11,1914,0.247058824,0.319148936,0.317647059,0.636795995
Ralph Michaels,1901,32,61,11,18,1,0,0,8,1,2,6,10,1926,0.295081967,0.358208955,0.31147541,0.669684365
Ralph Miller,1899,163,557,48,138,24,1,3,54,6,9,18,43,1924,0.247755835,0.271304348,0.31059246,0.581896807
Ralph Milliard,1973,42,93,12,16,2,0,0,3,3,1,17,20,1998,0.172043011,0.3,0.193548387,0.493548387
Ralph Mitterling,1893,13,39,1,6,0,0,0,2,0,2,3,6,1916,0.153846154,0.214285714,0.153846154,0.368131868
Ralph Sharman,1894,13,37,2,11,2,1,0,2,1,2,3,2,1917,0.297297297,0.35,0.405405405,0.755405405
Ralph Shinners,1900,163,399,60,110,14,4,7,51,11,10,19,42,1925,0.275689223,0.30861244,0.383458647,0.692071087
Ralph Shropshire,1914,10,32,1,3,1,0,0,1,0,2,1,37,1937,0.09375,0.121212121,0.125,0.246212121
Ralph Weigel,1924,106,235,12,54,9,3,0,30,2,3,21,26,1949,0.229787234,0.29296875,0.293617021,0.586585771
Ralph Wyatt,1918,121,475,68,115,8,9,3,48,10,14,31,187,1946,0.242105263,0.288537549,0.315789474,0.604327023
Ralph Young,1891,1022,3643,480,898,108,30,4,254,92,68,495,235,1922,0.246500137,0.336636056,0.295909964,0.63254602
Ramiro Pena,1987,341,644,72,162,24,4,9,63,12,4,36,130,2016,0.251552795,0.291176471,0.343167702,0.634344172
Ramiro Ramirez,1906,74,244,33,56,4,1,1,29,3,9,34,113,1932,0.229508197,0.323741007,0.266393443,0.59013445
Ramon Aviles,1955,117,190,21,51,9,0,2,24,0,0,21,22,1981,0.268421053,0.341232227,0.347368421,0.688600649
Ramon Bragana,1905,23,69,9,15,2,0,1,5,1,2,4,37,1928,0.217391304,0.260273973,0.289855072,0.550129045
Ramon Caraballo,1971,40,99,10,20,4,1,2,3,3,2,6,33,1995,0.202020202,0.247619048,0.323232323,0.570851371
Ramon Castro,1976,576,1441,157,340,67,0,67,220,2,0,152,378,2011,0.235947259,0.308851224,0.421929216,0.73078044
Ramon Heredia,1916,85,330,58,91,15,4,3,36,2,5,16,4,1941,0.275757576,0.309248555,0.372727273,0.681975828
Ramon Hernandez,1974,1608,5378,612,1407,269,10,178,793,9,10,459,809,2013,0.261621421,0.31968477,0.414652287,0.734337057
Ramon Martinez,1974,829,2056,230,529,98,10,29,249,10,9,174,267,2009,0.25729572,0.315246637,0.357003891,0.672250528
Ramon Nivar,1980,42,121,13,27,1,2,0,12,5,4,4,19,2005,0.223140496,0.248,0.26446281,0.51246281
Ramon Rojas,1909,28,109,17,30,4,1,2,17,4,2,5,2,1932,0.275229358,0.307017544,0.385321101,0.692338645
Ramon Santiago,1979,920,2436,295,592,85,18,30,214,30,15,203,420,2014,0.243021346,0.301250474,0.329638752,0.630889226
Ram처n Cabrera,1992,74,201,15,53,11,0,4,26,1,1,8,35,2016,0.263681592,0.291866029,0.378109453,0.669975481
Ram처n Flores,1992,119,289,21,59,9,0,2,20,3,0,31,63,2017,0.204152249,0.28125,0.256055363,0.537305363
Ram처n Laureano,1995,610,2107,306,521,122,9,82,252,65,19,167,643,2024,0.247271001,0.302550572,0.430469862,0.733020434
Ram처n Torres,1994,42,102,13,23,4,0,0,5,1,0,5,15,2018,0.225490196,0.261682243,0.264705882,0.526388125
Ram처n Ur챠as,1997,429,1322,170,346,64,6,39,171,6,4,110,336,2024,0.26172466,0.318435754,0.407715582,0.726151337
Ram처n V찼zquez,1978,696,1951,244,496,86,17,22,176,20,7,217,414,2009,0.254228601,0.328874539,0.349564326,0.678438865
Rance Mulliniks,1954,1325,3569,445,972,226,17,73,435,15,12,460,555,1992,0.272345195,0.355423182,0.406556458,0.76197964
Rance Pless,1933,48,85,4,23,3,1,0,9,0,1,10,13,1956,0.270588235,0.347368421,0.329411765,0.676780186
Randal Grichuk,1991,1248,4222,576,1064,250,28,203,602,27,18,256,1132,2024,0.252013264,0.294774453,0.468735197,0.763509649
Randall Simon,1976,537,1609,172,455,71,3,49,237,2,4,82,148,2006,0.282784338,0.317563572,0.422001243,0.739564815
Randy Arozarena,1996,641,2299,357,583,128,9,91,314,100,43,263,677,2024,0.253588517,0.330210773,0.43584167,0.766052443
Randy Asadoor,1963,15,55,9,20,5,0,0,7,1,2,3,13,1986,0.363636364,0.396551724,0.454545455,0.851097179
Randy Bass,1954,130,325,24,69,6,2,9,42,0,1,30,51,1982,0.212307692,0.278873239,0.326153846,0.605027086
Randy Bush,1959,1219,3045,388,763,154,26,96,409,33,29,348,505,1993,0.250574713,0.327438845,0.412807882,0.740246726
Randy Elliott,1954,114,288,31,62,12,2,8,35,0,3,18,57,1980,0.215277778,0.261437908,0.354166667,0.615604575
Randy Gomez,1961,14,30,0,5,1,0,0,0,0,0,8,3,1984,0.166666667,0.342105263,0.2,0.542105263
Randy Hundley,1941,1061,3442,311,813,118,13,82,381,12,17,271,565,1977,0.236199884,0.291947212,0.349506101,0.641453314
Randy Hunt,1962,35,67,5,13,0,0,2,6,0,1,5,21,1986,0.194029851,0.25,0.28358209,0.53358209
Randy Jackson,1927,955,3203,412,835,115,44,103,415,36,18,281,382,1959,0.2606931,0.32032147,0.420543241,0.74086471
Randy Johnson,1958,305,738,81,191,31,0,16,89,5,11,79,102,1984,0.258807588,0.330477356,0.365853659,0.696331015
Randy Knorr,1968,253,676,82,153,27,3,24,88,0,1,47,161,2001,0.226331361,0.276625173,0.381656805,0.658281978
Randy Kutcher,1963,244,448,83,102,25,6,10,40,13,9,36,112,1990,0.227678571,0.285123967,0.377232143,0.66235611
Randy Milligan,1964,703,2118,305,553,106,10,70,284,16,18,447,431,1994,0.261095373,0.389863548,0.4197356,0.809599147
Randy Moore,1905,751,2253,258,627,110,17,27,308,11,19,158,85,1937,0.278295606,0.325591041,0.37816245,0.703753491
Randy Ready,1960,776,2110,312,547,107,21,40,239,27,15,326,276,1995,0.259241706,0.358374384,0.386729858,0.745104242
Randy Ruiz,1985,68,217,41,59,11,0,12,25,2,1,16,67,2010,0.271889401,0.321888412,0.488479263,0.810367675
Randy Velarde,1964,1273,4244,633,1171,214,23,100,445,78,37,463,853,2002,0.275918944,0.347142554,0.407869934,0.755012488
Randy Winn,1975,1717,6186,863,1759,367,59,110,662,215,84,526,1010,2010,0.284351762,0.340435042,0.416100873,0.756535915
Rangel Ravelo,1996,42,74,9,14,3,0,3,13,0,0,7,18,2020,0.189189189,0.259259259,0.351351351,0.610610611
Rap Dixon,1903,430,1550,375,521,92,36,58,347,89,23,201,303,1937,0.336129032,0.412335808,0.554193548,0.966529356
Rasty Wright,1867,101,393,89,111,11,6,0,29,33,2,81,4,1890,0.282442748,0.405063291,0.340966921,0.746030212
Raul Casanova,1977,387,1081,98,255,40,5,35,130,2,3,98,200,2008,0.235892692,0.299406277,0.379278446,0.678684722
Raul Chavez,1976,263,680,48,157,27,1,7,65,4,2,31,115,2009,0.230882353,0.264416315,0.304411765,0.56882808
Raul Gonzalez,1977,168,348,41,81,15,2,5,33,7,2,34,65,2004,0.232758621,0.30104712,0.33045977,0.631506891
Raul Ibanez,1973,2161,7471,1055,2034,424,51,305,1207,50,29,713,1374,2014,0.27225271,0.335654936,0.465131843,0.80078678
Raul Mondesi,1970,1525,5814,909,1589,319,49,271,860,229,92,475,1130,2005,0.273305814,0.328192081,0.484864121,0.813056202
Raul Navarro,1922,18,59,7,13,1,1,1,6,0,0,3,1,1945,0.220338983,0.258064516,0.322033898,0.580098414
Ray Barker,1941,192,318,34,68,16,0,10,44,1,0,29,76,1967,0.213836478,0.279538905,0.358490566,0.638029471
Ray Bates,1893,155,515,51,120,20,9,2,70,15,5,24,48,1917,0.233009709,0.26716141,0.318446602,0.585608012
Ray Battle,1921,82,210,25,42,1,2,0,22,1,2,20,2,1945,0.2,0.269565217,0.223809524,0.493374741
Ray Berres,1912,561,1330,96,287,37,3,3,78,4,25,76,134,1945,0.215789474,0.258179232,0.254887218,0.51306645
Ray Blades,1900,767,2415,467,726,133,51,50,340,33,36,331,310,1932,0.300621118,0.384923525,0.460041408,0.844964933
Ray Boone,1925,1373,4589,645,1260,162,46,151,737,21,19,608,463,1960,0.274569623,0.359438137,0.428633689,0.788071827
Ray Brown,1920,92,268,29,70,15,7,3,51,1,5,30,39,1945,0.26119403,0.33557047,0.402985075,0.738555544
Ray Busse,1949,68,155,12,23,8,2,2,9,0,1,11,54,1974,0.148387097,0.204819277,0.264516129,0.469335406
Ray Chapman,1889,1051,3785,671,1053,162,81,17,364,233,58,452,451,1920,0.278203435,0.355204154,0.377278732,0.732482886
Ray Coleman,1925,559,1729,208,446,74,33,20,199,19,20,148,158,1952,0.257952574,0.31646244,0.373626374,0.690088814
Ray Dandridge,1914,247,940,143,298,55,19,4,147,20,15,59,40,1944,0.317021277,0.357357357,0.428723404,0.786080762
Ray Demmitt,1890,498,1631,205,419,61,33,8,165,42,34,172,195,1919,0.256897609,0.327787022,0.349478847,0.677265869
Ray Durham,1972,1975,7408,1249,2054,440,79,192,875,273,97,820,1201,2008,0.277267819,0.34929509,0.43574514,0.78504023
Ray Flaskamper,1904,26,95,12,21,5,0,0,6,0,0,3,8,1927,0.221052632,0.244897959,0.273684211,0.51858217
Ray Fosse,1945,924,2957,299,758,117,13,61,324,15,19,203,363,1979,0.256340886,0.304113924,0.366587758,0.670701682
Ray French,1899,82,187,29,36,6,1,0,19,3,1,14,21,1924,0.192513369,0.248756219,0.235294118,0.484050337
Ray Gardner,1906,115,269,35,68,3,2,1,25,10,14,29,16,1930,0.252788104,0.325503356,0.289962825,0.615466181
Ray Giannelli,1971,18,35,2,5,1,0,0,0,1,0,8,13,1995,0.142857143,0.302325581,0.171428571,0.473754153
Ray Grimes,1898,433,1537,269,505,101,25,27,263,21,19,204,133,1926,0.328562134,0.40723722,0.47950553,0.88674275
Ray Haley,1892,82,214,17,53,8,1,0,15,2,7,11,32,1917,0.247663551,0.284444444,0.294392523,0.578836968
Ray Hamrick,1920,118,452,34,92,13,2,1,32,1,5,31,62,1944,0.203539823,0.254658385,0.247787611,0.502445996
Ray Hayworth,1908,700,2062,221,546,92,16,5,238,2,13,198,188,1945,0.264791465,0.32920354,0.332201746,0.661405286
Ray Holbert,1973,115,202,28,45,5,1,2,11,11,4,18,51,2000,0.222772277,0.286363636,0.287128713,0.573492349
Ray Jablonski,1930,812,2562,297,687,126,11,83,438,16,13,196,330,1960,0.268149883,0.320159536,0.423106948,0.743266484
Ray Katt,1929,417,1071,92,248,29,4,32,120,2,2,74,164,1959,0.23155929,0.281222707,0.355742297,0.636965004
Ray Knight,1953,1495,4829,490,1311,266,27,84,595,14,25,343,579,1988,0.271484779,0.319798917,0.389935805,0.709734722
Ray Knode,1900,109,207,32,55,7,1,2,21,6,4,17,11,1926,0.265700483,0.321428571,0.338164251,0.659592823
Ray Lamanno,1921,443,1408,122,355,57,5,18,150,2,11,118,151,1948,0.252130682,0.309960682,0.338068182,0.648028863
Ray Lankford,1968,1701,5747,968,1561,356,54,238,874,258,117,828,1550,2004,0.271619976,0.363346008,0.476596485,0.839942493
Ray Mack,1916,791,2707,273,629,113,24,34,278,35,17,261,365,1947,0.232360547,0.299865229,0.329516069,0.629381299
Ray McDavid,1971,20,45,4,10,1,0,0,2,2,1,3,14,1995,0.222222222,0.270833333,0.244444444,0.515277778
Ray Miller,1894,25,48,2,8,2,0,0,2,0,2,10,6,1917,0.166666667,0.310344828,0.208333333,0.518678161
Ray Montgomery,1973,47,87,14,21,5,1,1,8,0,0,6,23,1998,0.24137931,0.290322581,0.356321839,0.64664442
Ray Morehart,1902,179,487,82,131,21,7,1,49,10,16,57,40,1927,0.26899384,0.345588235,0.347022587,0.692610823
Ray Morgan,1888,741,2480,278,630,90,33,4,254,87,36,320,259,1918,0.254032258,0.339285714,0.321774194,0.661059908
Ray Mueller,1915,986,2911,281,733,123,23,56,373,14,30,250,322,1951,0.251803504,0.310977539,0.367571281,0.67854882
Ray Murray,1926,250,731,69,184,37,6,8,80,1,0,55,67,1954,0.251709986,0.304071247,0.351573187,0.655644434
Ray Neil,1923,80,319,47,92,19,3,2,30,4,7,27,76,1948,0.288401254,0.343930636,0.385579937,0.729510573
Ray Nelson,1878,40,130,12,26,2,0,0,7,3,2,10,37,1901,0.2,0.257142857,0.215384615,0.472527473
Ray Noble,1924,201,519,62,123,22,7,14,75,7,9,47,153,1953,0.23699422,0.300353357,0.387283237,0.687636594
Ray O'Brien,1893,16,57,5,12,3,2,0,3,0,2,1,14,1916,0.210526316,0.224137931,0.333333333,0.557471264
Ray Olmedo,1984,218,444,53,102,18,2,2,27,6,1,26,90,2012,0.22972973,0.272340426,0.292792793,0.565133218
Ray Oyler,1942,542,1265,110,221,39,6,15,86,2,6,135,359,1970,0.174703557,0.254285714,0.250592885,0.5048786
Ray Pepper,1909,339,1015,109,285,46,10,14,170,2,13,59,136,1936,0.280788177,0.320297952,0.387192118,0.70749007
Ray Powell,1893,875,3324,467,890,117,67,35,276,51,65,321,461,1924,0.267749699,0.33223594,0.374849579,0.707085518
Ray Rohwer,1898,83,169,25,48,9,5,3,28,1,1,14,25,1922,0.284023669,0.338797814,0.449704142,0.788501956
Ray Sanders,1920,630,2182,321,597,114,19,42,329,8,16,328,216,1949,0.2736022,0.368525896,0.401008249,0.769534146
Ray Schalk,1889,1763,5306,579,1345,199,49,11,594,177,83,638,392,1929,0.253486619,0.333613728,0.315680362,0.64929409
Ray Schmandt,1894,317,1054,122,284,36,13,3,122,11,18,46,75,1922,0.269449715,0.3,0.336812144,0.636812144
Ray Sheppard,1904,217,739,110,209,34,14,10,102,20,12,38,151,1932,0.282814614,0.317889318,0.407307172,0.72519649
Ray Smith,1958,83,215,16,47,6,1,1,10,1,0,11,18,1983,0.218604651,0.256637168,0.269767442,0.52640461
Ray Stephens,1967,19,35,2,6,1,0,1,1,0,0,1,11,1992,0.171428571,0.194444444,0.285714286,0.48015873
Ray Webster,1942,427,855,87,205,33,7,19,109,10,4,76,101,1971,0.239766082,0.301825994,0.361403509,0.663229502
Raymond Charles,1885,237,851,76,186,23,7,1,51,24,7,54,76,1910,0.218566392,0.26519337,0.265569918,0.530763288
Raymond Taylor,1913,153,443,39,78,11,3,1,42,7,18,33,151,1944,0.176072235,0.233193277,0.221218962,0.454412239
Razor Shines,1961,68,81,0,15,1,0,0,5,1,1,5,12,1987,0.185185185,0.23255814,0.197530864,0.430089004
Reb Russell,1899,154,511,100,165,32,15,21,133,7,3,34,39,1923,0.322896282,0.365137615,0.567514677,0.932652292
Rebel Oakes,1886,988,3619,428,1011,112,42,15,397,163,16,265,207,1915,0.279358939,0.328527291,0.34595192,0.674479212
Rece Hinds,2001,24,46,9,12,4,1,5,11,2,0,4,16,2024,0.260869565,0.32,0.717391304,1.037391304
Recurvon Teran,1900,78,301,47,69,9,5,2,42,5,5,22,75,1924,0.22923588,0.281733746,0.312292359,0.594026105
Red Badgro,1906,143,382,57,98,30,3,2,45,4,5,24,42,1930,0.256544503,0.300492611,0.366492147,0.666984757
Red Barkley,1918,63,163,16,43,9,0,0,21,2,5,19,26,1943,0.263803681,0.340659341,0.319018405,0.659677746
Red Barnes,1904,286,836,152,225,41,24,8,97,12,5,95,76,1930,0.269138756,0.343716434,0.40430622,0.748022654
Red Borom,1921,62,144,20,36,4,0,0,10,4,2,9,10,1945,0.25,0.294117647,0.277777778,0.571895425
Red Charleston,1907,26,56,7,14,2,0,0,3,0,7,3,112,1932,0.25,0.288135593,0.285714286,0.573849879
Red Corriden,1888,222,640,97,131,21,5,6,47,26,11,75,123,1915,0.2046875,0.288111888,0.28125,0.569361888
Red Dooin,1879,1294,4004,333,961,139,31,10,344,133,34,155,386,1916,0.24000999,0.268333734,0.297702298,0.566036032
Red Dorman,1905,25,77,12,28,6,0,0,11,1,0,9,6,1928,0.363636364,0.430232558,0.441558442,0.871791
Red Downey,1886,19,78,7,20,1,0,0,8,4,2,2,37,1909,0.256410256,0.275,0.269230769,0.544230769
Red Downs,1887,242,790,67,179,30,11,3,94,13,7,28,97,1912,0.226582278,0.253056235,0.303797468,0.556853703
Red Durrett,1921,19,48,5,7,1,0,1,1,0,5,10,13,1945,0.145833333,0.293103448,0.229166667,0.522270115
Red Ehret,1865,17,63,4,12,4,0,0,4,1,2,1,37,1888,0.19047619,0.203125,0.253968254,0.457093254
Red Fisher,1887,24,72,5,9,2,1,0,3,5,2,8,37,1910,0.125,0.2125,0.180555556,0.393055556
Red Hadley,1915,27,88,9,22,3,1,0,5,3,2,3,41,1939,0.25,0.274725275,0.306818182,0.581543457
Red Hale,1915,32,112,20,29,2,7,3,19,3,0,7,2,1939,0.258928571,0.302521008,0.482142857,0.784663866
Red Haley,1905,14,31,2,8,2,2,0,2,0,2,2,0,1928,0.258064516,0.303030303,0.451612903,0.754643206
Red Hayworth,1921,146,430,27,91,15,1,1,42,0,2,17,19,1945,0.211627907,0.241610738,0.258139535,0.499750273
Red Holt,1902,27,88,13,24,7,0,1,8,0,0,12,9,1925,0.272727273,0.36,0.386363636,0.746363636
Red Juelich,1916,18,46,5,11,0,2,0,4,0,2,2,4,1939,0.239130435,0.270833333,0.326086957,0.59692029
Red Kelly,1887,14,45,6,7,0,1,0,1,0,2,7,37,1910,0.155555556,0.269230769,0.2,0.469230769
Red Killefer,1887,470,1537,181,381,61,16,3,116,57,32,128,209,1916,0.247885491,0.305705706,0.314248536,0.619954242
Red Kleinow,1881,587,1665,146,354,45,20,3,135,42,18,153,263,1911,0.212612613,0.278877888,0.269069069,0.547946957
Red Kress,1905,1391,5086,691,1454,298,58,89,799,47,56,473,453,1940,0.285882816,0.34664508,0.419779788,0.766424868
Red Lanning,1893,19,33,5,6,2,0,0,1,0,2,10,9,1916,0.181818182,0.372093023,0.242424242,0.614517266
Red Longley,1913,238,744,80,174,22,6,4,88,12,18,89,190,1947,0.233870968,0.315726291,0.295698925,0.611425215
Red Massey,1895,67,203,20,59,6,2,0,18,1,2,23,20,1918,0.290640394,0.362831858,0.339901478,0.702733336
Red McKee,1890,189,433,38,110,10,7,2,49,9,9,54,64,1916,0.25404157,0.336755647,0.323325635,0.660081282
Red McNeal,1908,41,157,33,45,7,1,1,14,3,5,14,37,1932,0.286624204,0.34502924,0.363057325,0.708086565
Red Moore,1913,164,548,79,153,24,8,3,88,5,5,56,79,1940,0.27919708,0.34602649,0.368613139,0.714639629
Red Morgan,1883,88,307,20,66,6,3,1,21,7,2,16,37,1906,0.214983713,0.253869969,0.263843648,0.517713617
Red Murray,1884,1270,4334,555,1170,168,96,37,579,321,31,299,344,1917,0.269958468,0.317073171,0.378634056,0.695707227
Red Nonnenkamp,1914,155,263,49,69,6,2,0,24,6,4,33,24,1940,0.262357414,0.344594595,0.300380228,0.644974823
Red Owens,1881,51,189,14,37,6,2,1,21,1,5,8,75,1905,0.195767196,0.228426396,0.264550265,0.49297666
Red Rolfe,1910,1175,4827,942,1394,257,67,69,497,44,20,526,335,1942,0.28879221,0.358677377,0.412678682,0.77135606
Red Rollings,1905,185,355,36,89,13,2,0,28,5,3,27,23,1930,0.250704225,0.303664921,0.298591549,0.602256471
Red Schoendienst,1922,2216,8479,1223,2449,427,78,84,773,89,41,606,346,1963,0.28883123,0.336268575,0.387309824,0.723578399
Red Shannon,1897,311,1070,124,277,38,22,0,91,21,17,109,178,1926,0.258878505,0.327396098,0.335514019,0.662910117
Red Smith,1894,1165,3966,480,1098,210,49,27,520,118,30,428,424,1927,0.276853253,0.347291761,0.374936964,0.722228726
Red Smyth,1892,129,236,32,45,2,4,0,12,7,9,28,31,1918,0.190677966,0.276515152,0.233050847,0.509565999
Red Steiner,1922,38,79,6,15,1,0,0,6,0,0,15,6,1945,0.189873418,0.319148936,0.202531646,0.521680582
Red Thomas,1898,8,30,5,8,3,0,1,5,0,1,4,5,1921,0.266666667,0.352941176,0.466666667,0.819607843
Red Treadway,1921,138,394,54,105,9,4,4,28,5,5,33,24,1945,0.266497462,0.323185012,0.340101523,0.663286535
Red Wilson,1928,602,1765,206,455,84,8,24,189,25,12,215,163,1960,0.257790368,0.338383838,0.355240793,0.693624632
Red Woodhead,1856,34,131,4,21,1,0,0,2,6,2,0,23,1879,0.160305344,0.160305344,0.167938931,0.328244275
Red Worthington,1908,292,1037,118,298,69,18,12,111,2,9,48,71,1934,0.287367406,0.318894009,0.423336548,0.742230557
Reddy Mack,1862,550,2062,381,524,87,36,6,262,89,14,275,256,1890,0.254122211,0.341891314,0.339961203,0.681852516
Reed Johnson,1980,1320,3630,518,1014,215,23,65,408,41,29,181,728,2015,0.279338843,0.313565993,0.404958678,0.718524671
Reese McGuire,1995,355,942,93,237,54,2,16,82,7,1,60,230,2024,0.251592357,0.296407186,0.364118896,0.660526082
Reggie Abercrombie,1983,180,386,65,86,20,2,9,34,18,8,21,123,2008,0.222797927,0.262899263,0.35492228,0.617821543
Reggie Baldwin,1955,52,87,5,21,6,0,1,12,0,0,3,4,1979,0.24137931,0.266666667,0.344827586,0.611494253
Reggie Jackson,1944,2820,9864,1551,2584,463,49,563,1702,228,115,1375,2597,1987,0.261962693,0.352255539,0.490064882,0.842320421
Reggie Jefferson,1968,680,2123,285,637,131,11,72,300,2,5,146,451,1999,0.300047103,0.345085941,0.473857748,0.818943689
Reggie Sanders,1967,1803,6340,1049,1693,348,60,308,993,305,115,679,1634,2007,0.2670347,0.337939877,0.48659306,0.824532937
Reggie Smith,1943,1987,7033,1123,2020,363,57,314,1092,137,86,890,1030,1982,0.287217404,0.367285119,0.48898052,0.85626564
Reggie Taylor,1978,260,507,62,117,22,6,14,58,21,8,28,163,2005,0.230769231,0.271028037,0.380670611,0.651698649
Reggie Walton,1957,56,104,10,26,7,0,2,9,2,2,5,13,1982,0.25,0.28440367,0.375,0.65940367
Reggie Williams,1969,288,515,74,132,19,5,7,53,16,10,43,121,1999,0.25631068,0.313620072,0.353398058,0.66701813
Reggie Willits,1983,414,844,146,218,35,1,0,58,40,17,129,169,2011,0.258293839,0.356628983,0.302132701,0.658761684
Reid Brignac,1985,369,886,83,194,36,4,12,84,9,7,51,246,2016,0.218961625,0.261472785,0.309255079,0.570727864
Reid Nichols,1957,540,1160,156,308,63,8,22,131,27,21,99,149,1987,0.265517241,0.323272438,0.390517241,0.71378968
Reinaldo Drake,1922,96,351,55,96,12,3,2,34,9,7,36,113,1948,0.273504274,0.341085271,0.341880342,0.682965613
Remy Hermoso,1948,91,223,25,47,3,1,0,8,6,3,14,21,1974,0.210762332,0.257383966,0.233183857,0.490567823
Renato N첬챰ez,1993,307,1055,137,258,51,0,56,154,1,1,82,296,2021,0.244549763,0.299032542,0.452132701,0.751165243
Rene Gonzales,1962,705,1539,185,368,59,4,19,136,23,16,161,230,1997,0.239116309,0.311176471,0.319688109,0.63086458
Rene Lachemann,1943,118,281,23,59,9,1,9,33,0,0,13,69,1968,0.209964413,0.244897959,0.34519573,0.590093689
Rene Monteagudo,1921,124,231,28,69,8,0,0,19,2,2,28,8,1945,0.298701299,0.374517375,0.333333333,0.707850708
Rene Reyes,1980,81,177,18,39,9,1,2,8,2,1,10,36,2004,0.220338983,0.262032086,0.316384181,0.578416266
Rene Tosoni,1988,60,172,20,35,7,1,5,22,0,2,14,42,2011,0.203488372,0.26344086,0.343023256,0.606464116
Rennie Stennett,1948,1237,4521,500,1239,177,41,41,432,75,54,207,348,1981,0.274054413,0.305837563,0.358548994,0.664386557
Reno Bertoia,1930,612,1745,204,425,60,10,27,171,16,15,142,252,1962,0.243553009,0.300476948,0.335816619,0.636293566
Ren�?Pinto,1999,83,225,20,52,9,0,10,32,0,0,8,87,2024,0.231111111,0.25751073,0.404444444,0.661955174
Ren�?Rivera,1986,542,1492,120,330,65,2,43,176,1,1,93,446,2021,0.221179625,0.266876972,0.353887399,0.620764371
Rex Hudler,1963,774,1767,261,461,96,10,56,169,106,43,77,325,1998,0.260894171,0.29175705,0.421618563,0.713375612
Rey Fuentes,1992,100,210,25,50,2,2,3,15,7,3,14,59,2017,0.238095238,0.285714286,0.30952381,0.595238095
Rey Ordonez,1973,973,3115,291,767,129,17,12,287,28,24,191,339,2004,0.246227929,0.289776165,0.31011236,0.599888524
Rey Palacios,1965,101,114,22,22,5,0,3,17,2,3,7,42,1990,0.192982456,0.239669421,0.315789474,0.555458895
Rey Quinones,1963,451,1533,173,373,75,6,29,159,5,11,89,240,1989,0.243313764,0.284833539,0.356816699,0.641650238
Rey Sanchez,1968,1490,4850,549,1317,193,32,15,389,55,32,229,508,2005,0.271546392,0.304390628,0.333814433,0.638205061
Rhyne Hughes,1987,14,47,3,10,2,0,0,4,0,0,4,19,2010,0.212765957,0.274509804,0.255319149,0.529828953
Rhys Hoskins,1995,798,2876,451,684,163,7,174,487,18,8,441,838,2024,0.23783032,0.339161893,0.480876217,0.82003811
Ri Jones,1860,71,279,37,71,5,1,2,62,11,5,12,75,1884,0.254480287,0.285223368,0.301075269,0.586298637
Ricardo Torres,1897,22,37,8,11,1,0,0,3,0,0,2,6,1922,0.297297297,0.333333333,0.324324324,0.657657658
Riccardo Ingram,1971,16,31,3,6,0,0,0,3,0,1,3,3,1995,0.193548387,0.264705882,0.193548387,0.458254269
Rich Amaral,1968,727,1788,305,493,82,10,11,159,112,39,176,277,2000,0.275727069,0.340631365,0.351230425,0.69186179
Rich Aude,1971,62,151,11,34,9,0,2,24,1,2,7,35,1996,0.225165563,0.259493671,0.324503311,0.583996982
Rich Aurilia,1972,1652,5721,745,1576,301,22,186,756,23,18,450,861,2009,0.275476315,0.328309836,0.433315854,0.76162569
Rich Barry,1946,20,32,4,6,1,0,0,0,0,0,5,6,1969,0.1875,0.297297297,0.21875,0.516047297
Rich Becker,1970,789,2227,345,570,100,12,45,243,66,26,350,616,2000,0.255949708,0.357004269,0.372249663,0.729253932
Rich Butler,1974,86,251,30,56,5,3,7,22,4,3,19,44,1999,0.22310757,0.277777778,0.35059761,0.628375387
Rich Chiles,1950,284,618,68,157,37,2,6,76,1,4,50,65,1978,0.254045307,0.30988024,0.349514563,0.659394803
