name,birth_year,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,retire_year,AVG,OBP,SLG,OPS
이숭용,1971,2001,6139,783,1727,330,22,162,857,62,54,767,865,2011,0.281,0.361,0.421,0.783
이승엽,1976,1906,7132,1355,2156,464,28,467,1498,57,25,953,1344,2017,0.302,0.385,0.572,0.956
이승재,1983,53,45,3,7,2,1,0,5,0,0,1,10,2014,0.156,0.174,0.244,0.418
이승준,1976,131,233,23,53,10,0,11,27,2,0,18,89,2006,0.227,0.283,0.412,0.695
이승희,1959,558,1311,163,338,48,22,17,120,35,26,126,233,1992,0.258,0.323,0.367,0.69
이시온,1975,94,350,46,99,19,1,13,46,7,1,35,99,2004,0.283,0.348,0.454,0.802
이시원,1996,256,345,58,69,3,0,1,13,11,6,13,68,2023,0.2,0.229,0.217,0.446
이시찬,1985,313,448,72,99,12,1,1,36,43,10,31,85,2015,0.221,0.271,0.259,0.53
이양기,1981,326,689,61,180,32,1,6,75,7,0,53,126,2017,0.261,0.314,0.337,0.651
이여상,1984,478,994,103,223,39,4,14,110,35,11,76,265,2016,0.224,0.279,0.314,0.593
이연수,1963,301,654,77,153,17,2,11,63,15,18,66,95,1999,0.234,0.304,0.317,0.621
이영구,1954,277,992,119,268,62,2,13,104,13,14,96,63,1985,0.27,0.335,0.376,0.711
이영수,1981,61,107,10,23,6,0,2,15,0,0,16,15,2010,0.215,0.317,0.327,0.644
이영우,1973,1312,4346,735,1275,272,33,135,533,112,81,562,723,2010,0.293,0.374,0.464,0.839
이영욱,1985,535,955,173,232,40,7,12,104,73,23,104,264,2018,0.243,0.317,0.337,0.654
이용석,1970,64,124,6,27,6,0,1,10,0,2,4,27,1993,0.218,0.242,0.29,0.533
이용주,1976,96,116,14,23,2,0,1,6,0,0,12,21,2002,0.198,0.273,0.241,0.515
이우민,1982,1003,1854,275,432,52,12,15,168,56,39,142,463,2017,0.233,0.288,0.298,0.586
이우석,1975,49,84,13,16,2,0,0,2,3,2,8,17,2000,0.19,0.261,0.214,0.475
이우수,1972,286,575,54,127,22,4,4,44,2,5,23,116,1996,0.221,0.251,0.294,0.545
이원석,1986,1814,5474,650,1429,249,16,144,791,25,26,546,1051,2024,0.261,0.328,0.391,0.719
이원재,1989,277,595,61,157,28,2,17,79,3,4,42,118,2021,0.264,0.312,0.403,0.716
이윤섭,1958,23,31,3,6,2,0,1,5,0,0,2,10,1982,0.194,0.242,0.355,0.597
이은총,1991,11,35,3,6,1,0,0,3,0,0,1,7,2015,0.171,0.194,0.2,0.394
이인구,1980,347,840,114,206,33,7,10,74,27,12,79,169,2013,0.245,0.31,0.337,0.647
이인행,1991,36,50,2,9,1,0,0,2,0,0,4,16,2019,0.18,0.241,0.2,0.441
이일의,1971,74,124,13,30,5,0,1,8,0,1,10,29,2003,0.242,0.299,0.306,0.605
이재성,1962,112,152,23,31,4,2,0,10,4,3,19,42,1991,0.204,0.292,0.257,0.549
이재원,1999,220,509,69,113,19,2,22,78,12,4,46,176,2023,0.222,0.286,0.397,0.683
이재율,1993,165,102,47,20,4,1,0,6,25,5,3,26,2021,0.196,0.219,0.255,0.474
이재주,1973,981,2200,239,554,111,4,82,352,4,13,306,541,2009,0.252,0.343,0.418,0.761
이전진,1972,30,46,2,11,2,0,0,3,1,0,3,16,1996,0.239,0.286,0.283,0.568
이정범,1998,41,99,12,23,4,0,3,14,0,0,9,23,2023,0.232,0.296,0.364,0.66
이정식,1981,359,441,51,90,14,0,10,40,6,1,38,109,2016,0.204,0.267,0.304,0.571
이정은,1962,35,70,6,12,5,1,0,7,0,1,5,14,1986,0.171,0.227,0.271,0.498
이정후,1998,884,3476,581,1181,244,43,65,515,69,23,383,304,2023,0.34,0.405,0.491,0.896
이정훈,1963,918,3072,515,918,153,37,66,353,151,55,312,246,1997,0.299,0.363,0.437,0.801
이정훈,1994,185,409,41,111,22,0,3,52,1,1,47,89,2024,0.271,0.346,0.347,0.694
이종도,1952,481,1284,174,344,69,6,28,176,50,15,154,188,1987,0.268,0.346,0.396,0.743
이종두,1962,1054,3133,498,845,132,20,105,438,127,59,319,499,1997,0.27,0.337,0.425,0.762
이종민,1972,796,1371,167,329,40,7,11,115,41,26,89,179,2002,0.24,0.286,0.303,0.59
이종범,1970,1706,6060,1100,1797,340,29,194,730,510,113,634,622,2011,0.297,0.363,0.458,0.821
이종열,1973,1657,4748,588,1175,158,41,52,448,131,69,429,621,2009,0.247,0.31,0.331,0.641
이종옥,1965,26,42,7,10,1,1,0,0,0,1,2,14,1992,0.238,0.273,0.31,0.582
이종욱,1980,1446,5081,843,1478,225,51,41,543,340,92,523,679,2018,0.291,0.357,0.379,0.737
이종운,1966,738,2132,258,580,72,34,9,213,98,34,108,282,1998,0.272,0.307,0.35,0.658
이종호,1967,575,844,113,190,27,5,8,73,21,15,76,172,1996,0.225,0.289,0.297,0.587
이종환,1986,263,476,47,127,30,1,6,67,1,2,38,129,2017,0.267,0.321,0.372,0.693
이주찬,1998,20,31,7,4,1,0,1,2,0,0,1,14,2024,0.129,0.156,0.258,0.414
이주형,2002,37,81,8,13,0,0,2,11,0,0,11,34,2022,0.16,0.261,0.235,0.495
이준수,1988,130,148,10,28,5,0,0,12,0,0,17,49,2019,0.189,0.273,0.223,0.496
이준용,1974,25,31,5,7,0,0,0,1,1,0,4,8,1998,0.226,0.314,0.226,0.54
이준호,1987,172,317,29,71,14,4,0,25,4,4,32,64,2013,0.224,0.295,0.293,0.589
이중화,1964,716,1678,256,437,61,16,7,147,90,41,132,132,1996,0.26,0.314,0.328,0.643
이지찬,1991,34,39,4,9,2,0,0,4,2,0,2,6,2015,0.231,0.268,0.282,0.55
이지환,1971,126,248,19,48,8,0,5,21,0,2,9,59,1998,0.194,0.222,0.286,0.508
이진석,1995,47,45,7,9,1,1,0,2,0,1,2,20,2016,0.2,0.234,0.267,0.501
이진영,1980,2160,6976,979,2125,367,33,169,979,112,77,745,906,2018,0.305,0.372,0.439,0.811
이찬선,1962,22,56,2,3,0,0,0,3,0,0,1,11,1982,0.054,0.07,0.054,0.124
이창열,1991,41,37,9,7,3,1,0,5,1,0,4,11,2019,0.189,0.268,0.324,0.593
이창원,1963,223,366,53,85,18,4,12,52,7,5,20,70,1993,0.232,0.272,0.402,0.674
이창진,1991,615,1568,245,418,79,6,21,183,29,20,224,316,2024,0.267,0.358,0.365,0.723
이창훈,1981,25,35,6,9,2,0,1,4,0,1,5,11,2004,0.257,0.35,0.4,0.75
이천웅,1988,622,1953,291,564,88,9,18,211,58,39,220,300,2023,0.289,0.361,0.371,0.732
이철성,1957,108,254,22,62,12,1,0,19,3,6,20,16,1986,0.244,0.299,0.299,0.598
이태원,1986,132,148,10,20,4,0,0,8,0,0,10,46,2014,0.135,0.19,0.162,0.352
이태호,1983,81,52,7,7,2,0,0,0,0,1,1,20,2007,0.135,0.151,0.173,0.324
이태훈,1995,25,32,3,6,1,0,0,0,0,0,2,14,2023,0.188,0.235,0.219,0.454
이택근,1980,1651,5361,851,1621,299,12,136,773,175,73,591,726,2020,0.302,0.372,0.439,0.81
이학주,1990,486,1183,154,276,48,6,23,116,29,15,105,337,2024,0.233,0.296,0.342,0.638
이해승,2000,55,103,11,24,4,0,0,5,0,0,1,30,2023,0.233,0.24,0.272,0.512
이해창,1953,577,1873,317,508,88,19,32,182,144,81,225,239,1988,0.271,0.349,0.39,0.739
이해창,1987,428,883,83,198,33,0,28,112,2,12,49,220,2022,0.224,0.265,0.357,0.622
이현곤,1980,1000,2672,289,726,140,6,23,267,39,22,221,388,2014,0.272,0.327,0.354,0.682
이현석,1992,122,212,16,44,7,0,7,29,1,0,9,73,2022,0.208,0.24,0.34,0.579
이현택,1964,210,484,72,118,23,0,13,60,17,9,63,80,1992,0.244,0.331,0.372,0.703
이호성,1967,1090,3563,569,968,160,22,102,526,167,55,498,659,2001,0.272,0.361,0.415,0.776
이호신,1984,188,165,22,24,5,1,0,10,8,4,11,55,2017,0.145,0.199,0.188,0.387
이호연,1995,208,469,51,117,16,2,5,34,7,3,29,93,2024,0.249,0.293,0.324,0.617
이호준,1976,2053,6663,943,1880,346,17,337,1265,59,52,795,1307,2017,0.282,0.359,0.491,0.85
이홍구,1990,408,792,81,170,32,4,37,124,1,1,49,271,2021,0.215,0.26,0.405,0.666
이홍범,1953,299,562,85,140,22,2,6,53,16,11,40,60,1985,0.249,0.299,0.327,0.626
이홍식,1964,77,111,12,22,3,1,0,5,0,1,6,28,1989,0.198,0.239,0.243,0.483
이흥련,1989,455,747,86,174,30,2,15,101,3,1,50,188,2023,0.233,0.281,0.339,0.62
이희근,1985,289,429,44,88,8,2,2,37,5,2,27,101,2014,0.205,0.252,0.247,0.499
이희성,1966,643,1680,198,401,58,19,11,118,82,49,144,250,1997,0.239,0.299,0.315,0.614
임경택,1963,150,228,18,55,7,4,0,27,3,0,24,31,1992,0.241,0.313,0.307,0.621
임성민,1982,47,56,12,13,2,0,1,3,0,0,6,14,2005,0.232,0.306,0.321,0.628
임성우,1968,54,60,4,15,3,0,0,2,1,0,5,14,1993,0.25,0.308,0.3,0.608
임성주,1965,28,45,2,10,2,1,0,6,0,0,4,10,1996,0.222,0.286,0.311,0.597
임수민,1973,790,2013,236,485,105,4,54,258,11,18,186,409,2006,0.241,0.305,0.378,0.683
임수혁,1969,488,1296,148,345,53,8,47,257,7,8,157,234,2000,0.266,0.345,0.428,0.774
임익준,1988,153,181,27,39,2,0,0,9,7,6,11,43,2017,0.215,0.26,0.227,0.487
임재철,1976,1139,2333,358,610,97,18,30,231,69,32,283,450,2015,0.261,0.341,0.357,0.698
임정면,1958,163,291,33,66,8,1,2,15,6,5,25,38,1988,0.227,0.288,0.282,0.57
임주택,1968,854,1408,173,350,65,7,54,204,12,14,119,299,2002,0.249,0.307,0.42,0.727
임채영,1971,83,130,5,21,9,1,1,10,0,2,3,18,1996,0.162,0.18,0.269,0.45
임형석,1968,627,1928,222,476,78,14,48,242,26,26,192,397,1997,0.247,0.315,0.377,0.692
임훈,1985,670,1680,229,452,59,14,7,149,36,25,156,299,2018,0.269,0.331,0.333,0.664
잉글린,1975,78,248,33,70,18,0,6,36,0,1,23,47,2002,0.282,0.343,0.427,0.771
장광호,1967,650,1387,131,297,59,1,25,132,5,17,102,243,2001,0.214,0.268,0.312,0.58
장교성,1977,139,174,16,31,3,3,1,9,2,6,8,45,2006,0.178,0.214,0.247,0.461
장민석,1982,742,2130,324,535,72,22,16,177,126,52,174,396,2017,0.251,0.308,0.328,0.636
장성국,1974,36,33,2,4,2,0,0,2,0,0,2,10,2002,0.121,0.171,0.182,0.353
장성호,1977,2064,7084,1108,2100,394,18,221,1043,99,59,1101,879,2015,0.296,0.391,0.451,0.842
장시윤,1993,34,41,7,10,0,0,0,2,0,1,3,11,2018,0.244,0.295,0.244,0.539
장영균,1976,56,44,7,8,4,0,0,3,0,0,5,20,2003,0.182,0.265,0.273,0.538
장영석,1990,434,1080,127,248,54,1,33,160,1,1,99,291,2020,0.23,0.294,0.373,0.667
장용대,1974,116,176,16,36,6,0,5,21,0,0,10,60,2001,0.205,0.247,0.324,0.571
장운호,1994,338,727,88,173,24,1,5,78,9,13,74,172,2023,0.238,0.308,0.294,0.603
장원진,1969,1500,4734,612,1342,193,25,51,505,58,45,387,560,2007,0.283,0.338,0.367,0.705
장일현,1976,411,854,102,222,37,1,12,90,9,5,69,124,2005,0.26,0.315,0.348,0.663
장재중,1971,596,1207,119,264,34,9,14,104,19,10,86,193,2003,0.219,0.271,0.297,0.567
장정기,1958,150,308,50,69,16,1,4,30,11,3,39,36,1985,0.224,0.311,0.321,0.633
장정석,1973,580,818,105,176,32,2,7,75,19,11,70,181,2003,0.215,0.277,0.285,0.562
장종훈,1968,1952,6292,1043,1771,331,25,340,1145,123,80,866,1355,2005,0.281,0.368,0.504,0.873
장지승,1998,27,64,7,11,1,0,1,5,2,0,7,24,2023,0.172,0.254,0.234,0.488
장진범,1959,144,214,18,49,9,0,0,22,4,4,7,25,1987,0.229,0.253,0.271,0.524
장채근,1964,734,1979,237,452,74,0,97,285,6,7,240,368,1995,0.228,0.312,0.413,0.725
장태수,1957,1004,2532,428,692,110,20,48,291,151,72,331,322,1992,0.273,0.357,0.389,0.747
장호익,1965,38,68,4,10,0,0,0,2,0,0,2,6,1989,0.147,0.171,0.147,0.318
장효조,1956,964,3050,485,1008,156,36,54,437,110,60,506,289,1992,0.33,0.426,0.458,0.884
전근표,1977,406,759,99,187,33,1,29,89,1,4,116,210,2010,0.246,0.346,0.407,0.753
전대영,1962,585,1292,149,351,54,6,52,220,12,5,147,231,1994,0.272,0.346,0.443,0.79
전민수,1989,335,631,74,166,37,1,7,68,9,4,59,142,2022,0.263,0.326,0.358,0.684
전봉석,1968,78,67,2,8,2,0,0,1,0,0,4,28,1997,0.119,0.169,0.149,0.318
전상렬,1972,1197,2630,399,640,99,21,23,221,114,42,198,434,2008,0.243,0.296,0.323,0.62
전성철,1969,93,122,13,17,6,0,0,2,3,1,3,20,1995,0.139,0.16,0.189,0.349
전의산,2000,167,432,50,92,21,1,18,69,0,3,44,139,2024,0.213,0.286,0.391,0.677
전종화,1965,358,521,52,117,19,2,12,60,8,4,41,116,1997,0.225,0.281,0.338,0.619
전준호,1969,2091,6928,1171,2018,214,100,42,577,549,217,861,844,2009,0.291,0.37,0.369,0.739
전현태,1986,236,304,70,55,6,1,8,35,33,13,52,114,2015,0.181,0.301,0.286,0.587
전형도,1971,388,447,101,89,15,2,6,34,32,16,39,89,2001,0.199,0.263,0.282,0.545
정경배,1974,1322,3991,525,1062,203,10,100,522,70,57,314,754,2009,0.266,0.32,0.397,0.717
정경운,1993,68,121,9,26,2,1,1,9,2,0,9,31,2018,0.215,0.269,0.273,0.542
정경훈,1972,704,1476,270,360,53,10,10,135,182,52,170,248,1999,0.244,0.322,0.314,0.636
정구선,1956,769,2574,308,644,92,5,84,316,18,20,365,284,1990,0.25,0.343,0.388,0.731
정구왕,1954,294,712,69,166,11,4,4,49,34,24,41,87,1986,0.233,0.275,0.277,0.552
정국헌,1964,48,61,6,10,2,0,1,4,3,0,2,19,1990,0.164,0.19,0.246,0.436
정근우,1982,1747,6219,1072,1877,319,34,121,722,371,133,665,731,2020,0.302,0.369,0.422,0.792
정기창,1970,177,370,41,87,7,4,13,44,11,8,27,96,1998,0.235,0.287,0.381,0.668
정기훈,1995,29,31,9,5,2,0,0,2,0,1,3,15,2020,0.161,0.235,0.226,0.461
정대선,2004,22,42,5,6,1,0,0,6,0,0,2,10,2024,0.143,0.182,0.167,0.348
정문섭,1960,76,136,13,25,3,0,4,13,0,2,16,36,1985,0.184,0.27,0.294,0.564
정문언,1962,192,552,59,158,42,3,13,57,2,11,60,96,1992,0.286,0.356,0.444,0.8
정민규,2003,15,39,4,5,1,0,0,0,0,0,1,17,2022,0.128,0.15,0.154,0.304
정범모,1987,485,943,85,196,47,0,19,96,13,10,80,262,2022,0.208,0.27,0.318,0.588
정병곤,1988,165,197,36,39,2,1,2,20,1,0,9,52,2019,0.198,0.233,0.249,0.482
정보명,1980,439,1189,112,322,66,6,9,137,11,14,94,236,2013,0.271,0.324,0.359,0.683
정삼룡,1965,71,138,13,25,3,0,5,13,0,1,12,25,1992,0.181,0.247,0.312,0.558
정상진,1964,165,323,22,73,13,1,1,29,6,2,17,37,1992,0.226,0.265,0.282,0.546
정상호,1982,1154,2453,285,600,126,3,73,346,3,14,184,697,2021,0.245,0.297,0.388,0.685
정성룡,1964,533,1015,117,231,46,1,27,125,9,5,158,206,1995,0.228,0.332,0.355,0.686
정성훈,1980,2223,7359,1040,2159,396,23,174,997,130,64,813,1054,2018,0.293,0.364,0.424,0.788
정수근,1977,1544,5329,866,1493,230,50,24,450,474,156,621,608,2009,0.28,0.355,0.356,0.711
정수성,1978,722,1071,212,258,34,10,7,58,127,40,73,237,2013,0.241,0.289,0.311,0.6
정영규,1970,655,1719,214,440,84,15,45,180,12,29,173,362,2001,0.256,0.324,0.401,0.725
정영기,1956,743,1963,172,472,57,10,8,162,25,21,144,211,1990,0.24,0.292,0.292,0.584
정영진,1965,189,345,30,72,20,2,0,16,3,3,47,86,1993,0.209,0.304,0.278,0.582
정원배,1973,46,73,7,17,3,0,1,7,1,0,3,17,2000,0.233,0.263,0.315,0.578
정원석,1977,542,971,138,250,36,7,16,104,38,25,95,233,2012,0.257,0.324,0.358,0.682
정은원,2000,747,2474,356,637,98,19,32,230,57,29,376,495,2024,0.257,0.355,0.351,0.707
정의윤,1986,1369,4060,457,1127,185,13,119,563,29,21,268,641,2021,0.278,0.322,0.417,0.74
정인교,1957,48,58,3,8,1,0,0,4,0,0,4,10,1987,0.138,0.194,0.155,0.349
정재호,1967,29,55,6,14,6,0,0,4,0,1,3,11,1990,0.255,0.293,0.364,0.657
정종현,1959,151,271,32,60,8,2,11,31,1,4,20,34,1987,0.221,0.275,0.387,0.662
정주현,1990,762,1653,260,392,68,12,18,153,68,35,170,383,2023,0.237,0.308,0.325,0.634
정준영,2004,77,110,15,28,4,0,0,9,0,0,11,27,2024,0.255,0.322,0.291,0.613
정진기,1992,400,803,119,183,25,4,23,94,29,7,42,200,2022,0.228,0.266,0.355,0.621
정진식,1971,93,106,13,25,5,0,1,5,1,1,6,26,2001,0.236,0.277,0.311,0.588
정진호,1956,452,1035,110,261,43,4,6,89,25,25,103,142,1990,0.252,0.32,0.319,0.639
정진호,1988,635,1278,215,334,54,8,14,134,45,20,121,216,2021,0.261,0.325,0.349,0.674
정학수,1956,356,1052,137,283,52,6,6,92,28,20,141,92,1989,0.269,0.355,0.347,0.702
정학원,1968,68,146,8,32,3,2,0,20,2,1,10,32,1995,0.219,0.269,0.267,0.536
정혁진,1960,97,217,19,52,8,1,3,25,3,2,7,29,1983,0.24,0.263,0.327,0.591
정현,1994,386,758,95,186,37,4,11,66,8,6,61,179,2021,0.245,0.302,0.348,0.65
정현발,1953,476,1202,158,313,59,4,46,187,15,19,161,204,1988,0.26,0.348,0.431,0.779
정현석,1984,378,858,110,225,36,1,12,71,8,10,78,152,2017,0.262,0.324,0.348,0.672
정현택,1980,55,86,11,22,1,1,2,8,1,0,8,19,2001,0.256,0.319,0.36,0.68
정형식,1991,350,734,114,176,36,8,9,73,37,19,86,147,2014,0.24,0.32,0.347,0.667
정호진,1974,80,137,14,28,5,0,0,8,1,0,9,15,1998,0.204,0.253,0.241,0.494
정회열,1968,621,1501,146,369,58,4,36,200,7,15,99,216,1999,0.246,0.292,0.362,0.654
정희상,1982,74,132,15,27,5,1,2,9,4,0,12,41,2010,0.205,0.271,0.303,0.574
제러드,1995,38,144,29,47,16,1,10,39,4,0,21,35,2024,0.326,0.412,0.66,1.072
조경택,1970,770,1295,123,299,59,3,15,112,7,12,135,286,2003,0.231,0.303,0.316,0.619
조경환,1972,897,2622,350,683,141,10,131,444,12,19,274,781,2007,0.26,0.33,0.472,0.802
조규철,1969,249,222,41,45,6,3,1,20,18,6,13,70,1999,0.203,0.247,0.27,0.517
조남기,1974,25,37,5,10,2,0,0,5,0,0,3,6,1999,0.27,0.325,0.324,0.649
조동찬,1983,1171,3360,470,867,156,6,92,426,150,29,311,784,2018,0.258,0.321,0.39,0.711
조동화,1981,1189,2940,449,736,73,30,9,232,191,50,297,583,2016,0.25,0.319,0.305,0.624
조민성,2003,27,42,4,10,2,0,1,8,1,1,2,13,2023,0.238,0.273,0.357,0.63
조범현,1960,620,1091,103,219,38,5,12,107,15,15,64,179,1992,0.201,0.245,0.278,0.523
조상헌,1964,30,52,8,11,2,0,0,2,2,2,1,10,1989,0.212,0.226,0.25,0.476
조성옥,1961,920,2148,227,532,78,17,5,210,38,43,229,218,1995,0.248,0.32,0.307,0.627
조성우,1988,57,100,18,20,0,0,4,11,6,1,10,23,2014,0.2,0.273,0.32,0.593
조성환,1976,1032,3077,459,874,167,7,44,329,116,33,259,492,2014,0.284,0.34,0.386,0.725
조셉,1991,55,197,17,54,3,0,9,36,0,1,14,46,2019,0.274,0.322,0.426,0.749
조쉬벨,1986,63,240,33,64,8,1,10,39,3,0,30,56,2014,0.267,0.348,0.433,0.781
조승현,1978,70,103,7,20,2,0,4,11,1,0,4,34,2005,0.194,0.224,0.33,0.554
조양근,1964,534,1189,143,276,35,8,6,92,51,25,96,163,1994,0.232,0.289,0.29,0.58
조영훈,1982,855,1786,219,459,94,6,47,258,35,17,189,442,2017,0.257,0.328,0.395,0.723
조용호,1965,361,843,132,246,30,6,6,60,24,31,94,149,1993,0.292,0.363,0.363,0.726
조용호,1989,696,2013,286,553,67,9,3,173,52,24,269,364,2024,0.275,0.36,0.321,0.682
조원우,1971,1368,4220,586,1190,164,25,68,443,123,53,335,538,2008,0.282,0.335,0.381,0.716
조유신,1975,74,111,13,22,4,1,1,6,1,0,11,32,2000,0.198,0.27,0.279,0.55
조윤준,1989,81,130,10,26,1,1,0,17,0,0,3,32,2017,0.2,0.218,0.223,0.441
조윤채,1977,94,113,38,28,4,0,1,3,5,4,16,30,2004,0.248,0.341,0.31,0.651
조인성,1975,1948,5351,576,1348,248,10,186,801,13,16,359,1055,2017,0.252,0.299,0.406,0.705
조인신,1980,49,41,6,6,2,0,0,2,1,0,2,9,2005,0.146,0.186,0.195,0.381
조재호,1980,382,509,56,111,20,3,5,53,6,8,54,104,2012,0.218,0.293,0.299,0.592
조재환,1964,218,505,47,120,12,0,1,15,4,5,53,48,1990,0.238,0.31,0.267,0.577
조정권,1976,127,132,14,26,2,0,1,9,1,0,9,23,2003,0.197,0.248,0.235,0.483
조정원,1990,65,104,7,16,1,1,0,8,4,1,8,24,2015,0.154,0.214,0.183,0.397
조종규,1955,53,48,2,3,0,0,1,1,1,0,5,16,1984,0.062,0.151,0.125,0.276
조중근,1982,421,727,69,167,23,3,15,85,10,5,45,188,2015,0.23,0.275,0.331,0.606
조충열,1959,569,1163,104,251,35,4,3,66,15,11,71,118,1990,0.216,0.261,0.261,0.521
조평호,1985,118,184,25,41,11,0,4,16,1,1,17,56,2017,0.223,0.289,0.348,0.636
조필현,1971,111,178,21,31,5,3,0,11,10,7,21,56,1994,0.174,0.261,0.236,0.497
조한민,2000,77,177,22,36,10,2,5,20,3,2,13,79,2021,0.203,0.258,0.367,0.625
조현,1976,243,543,67,126,18,4,14,65,5,3,47,134,2002,0.232,0.293,0.357,0.65
조현수,1979,222,462,47,116,24,0,6,46,2,3,30,104,2005,0.251,0.297,0.342,0.639
조호,1957,77,66,11,15,2,0,0,4,4,2,6,16,1985,0.227,0.292,0.258,0.549
조홍석,1990,116,191,27,37,9,2,0,10,3,5,18,53,2019,0.194,0.263,0.262,0.525
조홍준,1977,27,35,3,4,1,0,1,3,0,0,2,18,2000,0.114,0.162,0.229,0.391
조효상,1974,198,204,30,41,16,2,1,17,3,2,10,74,2005,0.201,0.238,0.314,0.552
조흥운,1954,291,774,100,187,33,8,5,71,71,29,59,106,1986,0.242,0.295,0.324,0.62
존갈,1978,43,107,10,26,6,0,0,10,0,2,15,12,2006,0.243,0.336,0.299,0.635
주경업,1968,58,110,9,22,3,0,0,8,1,0,9,16,1993,0.2,0.261,0.227,0.488
주성원,2000,52,124,14,26,3,1,1,7,0,0,7,36,2024,0.21,0.252,0.274,0.526
주현상,1992,122,222,18,47,7,0,0,12,2,0,21,47,2024,0.212,0.28,0.243,0.523
주효상,1997,256,391,33,75,15,1,2,37,1,2,36,139,2023,0.192,0.26,0.251,0.511
지석훈,1984,1207,2538,283,569,121,10,47,285,12,14,210,633,2021,0.224,0.283,0.335,0.619
지승준,1977,60,54,8,13,0,0,0,4,1,0,4,8,1999,0.241,0.293,0.241,0.534
지시완,1994,324,679,69,166,30,0,19,85,1,0,54,199,2023,0.244,0.3,0.373,0.673
지재옥,1988,54,73,6,9,1,0,2,4,1,0,15,22,2016,0.123,0.273,0.219,0.492
지화동,1967,404,806,104,167,32,2,3,68,36,21,57,132,1994,0.207,0.26,0.263,0.523
지화선,1970,229,546,57,145,29,4,2,42,12,9,41,71,1997,0.266,0.317,0.344,0.661
진갑용,1974,1823,5242,567,1445,234,8,154,753,13,15,473,720,2015,0.276,0.336,0.411,0.747
진상봉,1965,399,813,117,199,30,4,27,105,12,12,129,159,1997,0.245,0.348,0.391,0.739
차동열,1956,433,960,84,207,25,3,9,84,12,7,80,153,1991,0.216,0.276,0.276,0.552
차상욱,1972,87,89,9,15,1,1,0,5,7,3,10,20,1996,0.169,0.253,0.202,0.455
차영화,1957,532,1236,136,290,33,4,2,75,80,41,90,100,1989,0.235,0.287,0.273,0.559
차일목,1981,900,1942,221,454,66,2,25,233,14,17,267,372,2017,0.234,0.326,0.308,0.635
차화준,1986,220,324,46,73,12,3,1,16,9,5,22,81,2013,0.225,0.275,0.29,0.565
채상병,1979,411,942,92,200,35,6,18,100,3,3,44,190,2012,0.212,0.247,0.32,0.567
채종국,1975,659,1343,169,318,54,1,22,128,8,16,88,213,2008,0.237,0.284,0.328,0.611
채종범,1977,681,2108,279,553,94,10,50,246,25,33,191,305,2010,0.262,0.324,0.388,0.711
채태인,1982,1241,3905,481,1162,213,9,127,678,8,9,416,974,2020,0.298,0.365,0.454,0.819
천보성,1953,174,444,56,106,22,1,8,55,10,5,47,41,1984,0.239,0.312,0.347,0.658
초이스,1989,142,525,92,144,27,1,34,103,2,1,50,128,2018,0.274,0.337,0.524,0.861
최경모,1996,193,144,36,32,3,0,0,6,10,3,9,32,2024,0.222,0.268,0.243,0.511
최경철,1980,560,925,95,195,32,3,10,89,8,5,68,252,2017,0.211,0.265,0.284,0.549
최경환,1972,810,2075,266,549,95,12,32,222,59,25,164,333,2009,0.265,0.318,0.368,0.687
최계영,1963,594,1391,187,351,54,15,7,117,57,34,175,118,1993,0.252,0.336,0.328,0.664
최규하,1970,40,35,5,5,1,0,0,1,1,1,2,11,1996,0.143,0.189,0.171,0.361
최기문,1973,1075,2595,307,681,124,17,35,270,46,30,216,322,2009,0.262,0.319,0.364,0.683
최길성,1978,170,388,33,88,20,2,7,44,5,0,45,99,2007,0.227,0.307,0.343,0.65
최달호,1969,27,52,1,10,3,0,1,3,1,1,4,15,1992,0.192,0.25,0.308,0.558
최동수,1971,1293,3332,340,894,160,4,90,502,9,13,297,547,2013,0.268,0.328,0.4,0.728
최동창,1965,372,780,88,194,36,4,19,95,4,5,123,178,1994,0.249,0.351,0.378,0.729
최만호,1974,669,973,140,217,41,6,18,96,30,19,67,268,2009,0.223,0.273,0.333,0.606
최무영,1962,66,98,11,17,3,0,2,7,2,2,9,18,1989,0.173,0.243,0.265,0.508
최민창,1996,27,39,4,9,0,0,0,2,0,1,3,9,2024,0.231,0.286,0.231,0.516
최보성,1998,22,31,2,8,0,0,0,1,0,1,2,7,2023,0.258,0.303,0.258,0.561
최선호,1991,110,74,20,11,2,0,0,4,4,2,3,24,2019,0.149,0.182,0.176,0.357
최순하,1955,38,82,5,17,0,0,0,5,0,0,10,8,1982,0.207,0.293,0.207,0.501
최승준,1988,182,459,54,110,15,0,31,82,0,0,49,163,2020,0.24,0.313,0.475,0.788
최승환,1978,318,559,52,122,22,0,13,64,1,0,51,122,2013,0.218,0.284,0.327,0.611
최영술,1972,37,38,6,5,0,0,0,3,5,3,5,6,1994,0.132,0.233,0.132,0.364
최영조,1963,25,32,1,5,0,0,0,1,1,0,5,11,1982,0.156,0.27,0.156,0.427
최영진,1988,370,730,85,186,34,5,14,77,12,10,54,146,2022,0.255,0.306,0.373,0.679
최영환,1959,135,255,22,50,7,3,4,25,0,2,18,47,1989,0.196,0.249,0.294,0.543
최용규,1985,162,293,39,62,5,3,3,24,18,13,21,80,2015,0.212,0.264,0.28,0.544
최용제,1991,112,157,16,44,3,1,0,25,0,0,16,31,2022,0.28,0.347,0.312,0.659
