name,birth_year,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,retire_year,AVG,OBP,SLG,OPS
최윤석,1987,324,529,70,109,11,1,2,33,17,12,92,129,2019,0.206,0.324,0.242,0.566
최익성,1972,621,1686,309,450,83,6,60,216,85,23,200,304,2005,0.267,0.345,0.43,0.775
최재룡,1964,29,38,5,11,3,0,1,6,0,2,0,5,1991,0.289,0.289,0.447,0.737
최재원,1990,271,360,76,87,17,1,7,44,22,10,46,103,2020,0.242,0.328,0.353,0.68
최정기,1956,29,32,4,9,3,0,1,8,0,1,2,8,1983,0.281,0.324,0.469,0.792
최정민,1989,230,290,67,85,7,1,2,23,12,10,21,85,2021,0.293,0.341,0.345,0.686
최정우,1955,108,141,21,24,2,1,0,7,6,2,13,29,1984,0.17,0.24,0.199,0.439
최준석,1983,1564,4613,543,1270,177,5,201,881,10,8,677,1079,2018,0.275,0.368,0.447,0.815
최준호,1966,30,61,3,11,2,0,0,3,2,0,5,11,1993,0.18,0.242,0.213,0.456
최진행,1985,1104,3356,428,886,169,1,152,551,17,20,416,952,2020,0.264,0.345,0.451,0.796
최철민,1972,48,102,19,28,5,1,1,13,0,1,5,25,1997,0.275,0.308,0.373,0.681
최태원,1970,1284,4231,565,1133,176,14,24,344,130,72,398,468,2003,0.268,0.331,0.333,0.664
최해명,1964,240,542,58,141,32,2,3,55,8,5,57,61,1993,0.26,0.331,0.343,0.674
최해식,1968,681,1729,154,375,61,2,17,165,3,17,145,301,2000,0.217,0.277,0.284,0.561
최현종,1985,18,32,2,4,1,0,0,1,0,1,4,9,2008,0.125,0.222,0.156,0.378
최형현,1972,47,42,2,7,0,0,0,3,1,2,3,7,1997,0.167,0.222,0.167,0.389
최홍석,1960,312,611,42,146,22,0,8,62,2,0,40,97,1991,0.239,0.286,0.314,0.6
최훈락,1982,141,172,25,35,6,0,2,13,4,4,7,56,2013,0.203,0.235,0.273,0.508
최훈재,1967,1056,2606,327,677,148,19,62,368,23,22,285,329,2001,0.26,0.333,0.403,0.735
최희섭,1979,634,2131,327,598,115,4,100,393,16,14,365,515,2015,0.281,0.386,0.479,0.865
최희창,1975,36,47,2,8,1,0,1,3,0,0,4,19,1998,0.17,0.235,0.255,0.491
추성건,1970,392,594,96,147,18,4,17,74,22,6,89,165,2001,0.247,0.346,0.377,0.723
추승우,1979,503,1151,160,278,37,8,5,91,60,17,114,252,2014,0.242,0.31,0.301,0.61
추신수,1982,439,1505,266,396,70,5,54,205,51,19,276,370,2024,0.263,0.377,0.424,0.801
치멜리스,1967,118,409,48,114,22,0,17,63,1,3,29,58,1998,0.279,0.326,0.457,0.784
카날리,1965,17,38,2,7,0,0,1,3,0,0,2,4,1999,0.184,0.225,0.263,0.488
카펜터,1968,39,142,23,40,7,0,5,32,5,2,13,32,2000,0.282,0.342,0.437,0.779
칸투,1982,111,376,56,116,25,1,18,72,1,0,34,85,2014,0.309,0.366,0.524,0.89
캐세레스,1964,175,576,61,144,21,3,5,53,20,9,34,66,1999,0.25,0.292,0.323,0.615
쿡슨,1969,43,151,20,33,2,1,8,25,2,1,19,44,2003,0.219,0.306,0.404,0.71
쿨바,1966,115,410,68,130,27,1,26,97,2,3,51,102,1998,0.317,0.393,0.578,0.971
쿨바,1972,44,149,15,32,6,0,10,24,0,0,12,46,2003,0.215,0.273,0.456,0.73
퀸란,1968,269,922,140,215,36,3,65,157,2,5,88,343,2002,0.233,0.3,0.49,0.79
크레익,1994,61,222,25,55,12,0,6,30,0,1,20,43,2021,0.248,0.31,0.383,0.693
크론,1993,67,243,21,54,13,1,11,35,0,0,9,68,2022,0.222,0.25,0.42,0.67
크루즈,1973,164,574,89,178,38,0,24,106,2,0,89,98,2008,0.31,0.403,0.502,0.904
클락,1976,342,1305,239,349,65,9,58,219,60,20,171,235,2010,0.267,0.352,0.464,0.817
클리어,1973,203,686,101,199,37,4,22,86,25,9,69,145,2006,0.29,0.355,0.452,0.807
타바레스,1971,120,482,63,144,21,3,4,58,41,15,37,58,2001,0.299,0.349,0.38,0.728
터커,1990,364,1367,192,388,97,1,50,222,0,2,175,177,2021,0.284,0.365,0.466,0.831
터크먼,1990,144,575,88,166,37,4,12,43,19,11,64,104,2022,0.289,0.36,0.43,0.79
테이텀,1967,20,72,12,21,4,1,4,10,0,0,10,12,2000,0.292,0.378,0.542,0.92
테임즈,1986,390,1351,343,472,102,14,124,382,64,14,235,293,2016,0.349,0.446,0.721,1.167
파레디스,1988,21,65,7,9,2,1,1,4,1,0,4,17,2018,0.138,0.188,0.246,0.435
팔카,1991,51,196,17,41,7,0,8,23,2,0,18,58,2020,0.209,0.276,0.367,0.643
페게로,1987,52,199,24,57,10,0,9,44,2,1,12,63,2019,0.286,0.327,0.472,0.799
페라자,1998,122,455,75,125,24,0,24,70,7,5,63,129,2024,0.275,0.363,0.486,0.849
페레즈,1969,222,860,113,263,39,0,35,144,10,10,44,100,2007,0.306,0.34,0.473,0.813
페레즈,1991,59,224,26,60,15,1,5,33,4,5,17,52,2021,0.268,0.32,0.411,0.73
페르난데스,1974,132,499,81,140,24,0,45,107,4,4,49,114,2002,0.281,0.345,0.599,0.944
페르난데스,1988,568,2206,316,723,115,0,57,351,1,5,219,176,2022,0.328,0.388,0.457,0.846
페타지니,1971,183,604,91,204,33,1,33,135,3,0,137,96,2009,0.338,0.46,0.56,1.02
펠로우,1973,109,398,56,113,15,1,23,69,3,4,30,84,2005,0.284,0.334,0.5,0.834
펠릭스,1967,130,459,69,121,24,1,19,79,1,1,52,123,1999,0.264,0.339,0.444,0.783
펨버튼,1969,75,271,28,69,13,1,11,48,2,1,23,56,2002,0.255,0.313,0.432,0.745
포조,1973,39,122,11,26,3,0,1,8,1,0,6,17,2000,0.213,0.25,0.262,0.512
폭스,1982,38,108,16,30,4,0,7,25,0,0,8,27,2015,0.278,0.328,0.509,0.837
폴,1969,113,397,48,111,18,2,18,64,3,2,35,115,2002,0.28,0.338,0.471,0.809
풀리엄,1967,91,288,46,77,13,1,16,55,2,2,27,55,2000,0.267,0.33,0.486,0.816
프랑코,1961,132,477,79,156,19,1,22,110,12,5,63,86,2000,0.327,0.406,0.509,0.915
프랭클린,1972,87,288,54,72,13,1,24,58,10,4,59,109,2003,0.25,0.378,0.552,0.93
프레이타스,1989,43,139,13,36,10,0,2,14,0,0,7,29,2021,0.259,0.295,0.374,0.669
피렐라,1989,420,1671,270,509,86,7,73,286,30,15,154,239,2023,0.305,0.363,0.496,0.859
피어슨,1974,129,502,67,145,12,0,31,108,0,1,47,85,1999,0.289,0.35,0.498,0.848
피에,1985,119,445,61,145,33,2,17,92,9,11,41,60,2014,0.326,0.383,0.524,0.906
피커링,1976,60,212,23,59,11,0,9,34,2,0,31,62,2006,0.278,0.37,0.458,0.828
피터스,1995,85,316,32,72,16,0,13,48,7,4,26,77,2022,0.228,0.287,0.402,0.688
필,1984,367,1397,216,442,99,2,61,253,34,14,98,209,2016,0.316,0.361,0.521,0.882
필립스,1970,66,230,37,60,10,0,15,46,1,0,25,62,2001,0.261,0.333,0.5,0.833
하득인,1966,326,679,59,161,35,2,11,95,8,5,60,88,1997,0.237,0.299,0.343,0.642
하준호,1989,326,726,111,169,32,1,14,72,32,13,70,236,2023,0.233,0.3,0.337,0.638
하춘동,1977,60,80,15,15,1,1,0,7,0,2,4,26,2002,0.188,0.226,0.225,0.451
한규식,1976,335,562,73,124,17,2,3,39,2,2,51,128,2007,0.221,0.285,0.274,0.56
한기철,1969,249,188,47,49,10,2,3,20,20,17,14,46,1997,0.261,0.312,0.383,0.695
한나한,1980,32,107,17,35,9,0,4,22,0,0,12,31,2015,0.327,0.395,0.523,0.918
한대화,1960,1335,4264,610,1190,199,21,163,712,79,53,608,567,1997,0.279,0.369,0.45,0.819
한동희,1999,661,2093,226,548,108,1,59,270,2,8,208,438,2024,0.262,0.329,0.399,0.728
한문연,1961,664,1490,119,381,68,4,14,165,8,11,144,123,1992,0.256,0.321,0.335,0.656
한상훈,1980,1043,2539,303,606,100,14,12,216,52,37,296,489,2015,0.239,0.318,0.303,0.621
한성구,1988,17,30,1,11,4,0,0,4,0,0,2,7,2012,0.367,0.406,0.5,0.906
한영준,1962,1009,2838,385,717,126,17,48,314,93,62,400,345,1996,0.253,0.345,0.36,0.705
한윤섭,1985,81,50,14,6,1,1,0,4,6,1,4,9,2012,0.12,0.185,0.18,0.365
한혁수,1970,136,209,16,38,7,0,2,7,0,3,18,39,1995,0.182,0.247,0.244,0.491
함석원,1975,62,64,6,11,3,0,0,5,2,2,2,23,1998,0.172,0.197,0.219,0.416
함학수,1955,483,1330,186,344,59,7,32,185,44,17,83,153,1987,0.259,0.302,0.386,0.688
해즐베이커,1987,11,41,5,6,2,0,2,5,1,1,4,18,2019,0.146,0.222,0.341,0.564
해처,1969,25,68,6,11,1,0,1,5,0,0,2,22,2002,0.162,0.186,0.221,0.406
허관회,1999,54,95,8,18,2,0,0,3,1,0,14,32,2023,0.189,0.294,0.211,0.504
허규옥,1956,842,2506,375,705,97,37,21,225,158,69,221,358,1992,0.281,0.34,0.375,0.714
허도환,1984,885,1515,134,316,75,2,13,142,2,6,126,444,2024,0.209,0.269,0.286,0.556
허문회,1972,523,1018,87,274,37,2,20,129,9,11,76,140,2003,0.269,0.32,0.368,0.688
허승민,1986,120,93,14,14,3,1,0,3,10,4,6,25,2010,0.151,0.202,0.204,0.406
허운,1959,77,192,17,44,4,0,2,12,0,0,7,28,1984,0.229,0.256,0.281,0.538
허웅,1983,50,73,7,18,3,0,0,7,1,0,4,16,2015,0.247,0.286,0.288,0.573
허유신,1973,38,59,3,10,2,0,0,6,2,1,3,14,1998,0.169,0.21,0.203,0.413
허일,1992,142,251,20,58,8,0,2,23,2,1,21,62,2020,0.231,0.29,0.287,0.577
허일상,1979,129,193,16,43,10,1,2,13,0,1,12,31,2009,0.223,0.268,0.316,0.584
허정협,1990,302,702,93,172,24,0,19,95,1,2,81,192,2021,0.245,0.323,0.36,0.684
허준,1970,1001,2151,213,474,71,6,19,188,23,25,144,269,2004,0.22,0.269,0.285,0.555
허준,1981,263,308,22,63,11,1,4,33,0,2,21,100,2014,0.205,0.255,0.286,0.541
헤어,1967,29,68,3,14,3,0,0,3,0,0,4,25,1998,0.206,0.25,0.25,0.5
현남수,1965,112,143,19,30,4,1,0,7,4,4,9,21,1991,0.21,0.257,0.252,0.508
현재윤,1979,461,912,96,211,42,3,11,87,10,11,67,115,2014,0.231,0.284,0.32,0.604
호세,1965,394,1330,247,411,74,5,95,314,22,9,304,286,2007,0.309,0.438,0.586,1.024
호잉,1989,368,1388,203,383,88,5,63,249,55,21,124,269,2021,0.276,0.335,0.483,0.818
혼즈,1970,23,82,8,26,6,1,1,10,0,0,7,14,2000,0.317,0.371,0.451,0.822
홀,1969,116,414,73,101,12,3,4,23,47,11,34,68,1999,0.244,0.301,0.316,0.618
홍명찬,1987,35,42,3,8,1,0,0,2,0,0,2,12,2015,0.19,0.227,0.214,0.442
홍문종,1954,694,2434,338,672,121,23,43,258,161,84,281,225,1990,0.276,0.351,0.398,0.749
홍성갑,1992,66,88,5,19,0,1,0,10,1,0,3,31,2018,0.216,0.242,0.239,0.48
홍성호,1997,48,80,9,21,6,0,0,6,1,1,4,28,2024,0.262,0.298,0.338,0.635
홍성흔,1977,1957,6789,872,2046,323,12,208,1120,85,49,645,1018,2016,0.301,0.362,0.444,0.806
홍세완,1978,817,2853,366,774,134,4,90,431,41,32,288,396,2010,0.271,0.338,0.416,0.754
홍순기,1967,19,36,1,4,1,0,0,3,0,2,6,11,1994,0.111,0.238,0.139,0.377
홍승규,1960,502,1199,173,303,46,5,18,98,39,36,115,167,1990,0.253,0.318,0.344,0.663
홍신차,1959,111,184,14,52,7,0,4,28,1,2,16,19,1985,0.283,0.34,0.386,0.726
홍원기,1973,1043,2308,261,566,98,6,48,284,11,12,248,468,2007,0.245,0.318,0.355,0.674
홍재호,1987,285,398,59,79,15,0,5,35,3,2,41,80,2019,0.198,0.273,0.274,0.547
홍현우,1972,1483,4886,765,1344,267,19,188,762,164,68,752,863,2005,0.275,0.372,0.453,0.825
화이트,1969,74,294,33,89,17,1,11,53,4,3,25,60,2000,0.303,0.357,0.48,0.837
황대연,1967,552,1321,161,299,58,4,41,177,12,10,125,285,1996,0.226,0.293,0.369,0.663
황대인,1996,379,1131,108,280,52,1,39,191,0,0,94,263,2024,0.248,0.305,0.399,0.704
황동채,1983,368,525,88,118,14,2,0,29,11,6,56,135,2015,0.225,0.299,0.259,0.559
황목치승,1985,154,185,45,46,6,2,0,18,8,4,4,34,2017,0.249,0.265,0.303,0.567
황병일,1960,372,676,67,149,26,5,9,64,16,16,64,124,1990,0.22,0.288,0.314,0.601
황선일,1987,72,119,9,21,6,1,0,11,1,0,9,30,2015,0.176,0.234,0.244,0.478
황성관,1974,213,373,57,101,15,2,0,27,18,8,29,57,2001,0.271,0.323,0.322,0.645
황성기,1977,69,79,7,16,1,0,2,7,0,0,2,21,2002,0.203,0.222,0.291,0.513
황우구,1976,377,726,70,173,38,4,7,74,6,6,75,131,2004,0.238,0.31,0.331,0.64
황윤성,1974,258,451,46,102,22,4,11,53,5,5,45,107,2005,0.226,0.296,0.366,0.662
황윤태,1963,57,44,11,4,1,0,0,2,1,1,4,8,1989,0.091,0.167,0.114,0.28
황윤호,1993,249,299,44,69,9,3,1,20,7,4,11,41,2021,0.231,0.258,0.291,0.549
황일권,1969,139,254,19,48,8,0,3,16,4,1,19,72,1997,0.189,0.245,0.256,0.501
황정립,1989,39,92,12,18,2,0,2,13,0,0,20,28,2013,0.196,0.339,0.283,0.622
황진수,1989,132,179,29,40,8,2,2,17,7,1,14,60,2019,0.223,0.28,0.324,0.604
히메네스,1982,80,260,42,82,15,0,14,61,0,2,41,57,2014,0.315,0.409,0.535,0.943
히메네스,1988,256,983,167,298,59,3,44,178,29,16,64,134,2017,0.303,0.346,0.504,0.849
힐리,1992,67,249,27,64,11,1,7,37,2,1,16,58,2021,0.257,0.302,0.394,0.695
