name,birth,AVG,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,SLG,OBP,OPS,FY,LY,AY,URL
유제룡,1956,0.204,77,167,17,34,3,1,0,8,5,5,14,23,0.565,0.597,1.162,1984,1986,3,http://www.statiz.co.kr/player.php?name=%EC%9C%A0%EC%A0%9C%EB%A3%A1
이근식,1959,0.233,253,477,46,111,16,1,1,41,10,4,34,47,1.159,1.396,2.555,1982,1986,5,http://www.statiz.co.kr/player.php?name=%EC%9D%B4%EA%B7%BC%EC%8B%9D
이석규,1957,0.165,72,109,12,18,3,0,2,8,1,0,15,22,0.496,0.533,1.029,1984,1986,3,http://www.statiz.co.kr/player.php?name=%EC%9D%B4%EC%84%9D%EA%B7%9C
이성수,1960,0.188,57,85,12,16,3,1,0,8,6,4,7,12,0.361,0.371,0.732,1983,1986,4,http://www.statiz.co.kr/player.php?name=%EC%9D%B4%EC%84%B1%EC%88%98
이정은,1962,0.171,35,70,6,12,5,1,0,7,0,1,5,14,0.271,0.237,0.508,1986,1986,1,http://www.statiz.co.kr/player.php?name=%EC%9D%B4%EC%A0%95%EC%9D%80
이철성,1957,0.244,108,254,22,62,12,1,0,19,3,6,20,16,0.887,0.94,1.827,1982,1986,5,http://www.statiz.co.kr/player.php?name=%EC%9D%B4%EC%B2%A0%EC%84%B1
정구왕,1954,0.233,294,712,69,166,11,4,4,49,34,24,41,87,1.389,1.425,2.814,1982,1986,5,http://www.statiz.co.kr/player.php?name=%EC%A0%95%EA%B5%AC%EC%99%95
조흥운,1954,0.242,291,774,100,187,33,8,5,71,71,29,59,106,1.186,1.146,2.332,1982,1986,5,http://www.statiz.co.kr/player.php?name=%EC%A1%B0%ED%9D%A5%EC%9A%B4
김무관,1955,0.199,123,326,35,65,12,0,1,20,6,7,26,45,0.6,0.66,1.26,1982,1985,4,http://www.statiz.co.kr/player.php?name=%EA%B9%80%EB%AC%B4%EA%B4%80
김성호,1960,0.19,159,247,28,47,6,1,3,17,12,5,14,42,0.77,0.693,1.463,1983,1985,3,http://www.statiz.co.kr/player.php?name=%EA%B9%80%EC%84%B1%ED%98%B8
김유동,1954,0.235,136,378,41,89,15,1,10,41,4,4,14,45,1.256,1.043,2.299,1982,1985,4,http://www.statiz.co.kr/player.php?name=%EA%B9%80%EC%9C%A0%EB%8F%99
김정수,1960,0.223,181,457,46,102,18,5,7,51,9,6,57,106,0.945,0.914,1.859,1983,1985,3,http://www.statiz.co.kr/player.php?name=%EA%B9%80%EC%A0%95%EC%88%98
김태업,1962,0.149,35,47,6,7,2,0,0,3,2,1,4,12,0.191,0.216,0.407,1985,1985,1,http://www.statiz.co.kr/player.php?name=%EA%B9%80%ED%83%9C%EC%97%85
박전섭,1959,0.211,69,152,12,32,5,1,0,12,0,1,7,22,0.716,0.707,1.423,1982,1985,4,http://www.statiz.co.kr/player.php?name=%EB%B0%95%EC%A0%84%EC%84%AD
박해종,1952,0.214,44,84,2,18,3,0,0,11,0,0,8,10,0.466,0.554,1.02,1984,1985,2,http://www.statiz.co.kr/player.php?name=%EB%B0%95%ED%95%B4%EC%A2%85
손상대,1954,0.194,33,31,1,6,1,0,0,3,1,0,3,11,0.794,0.919,1.713,1982,1985,4,http://www.statiz.co.kr/player.php?name=%EC%86%90%EC%83%81%EB%8C%80
유성룡,1960,0.242,38,66,4,16,1,0,0,12,2,1,1,12,0.492,0.515,1.007,1983,1985,3,http://www.statiz.co.kr/player.php?name=%EC%9C%A0%EC%84%B1%EB%A3%A1
이영구,1954,0.27,277,992,119,268,62,2,13,104,13,14,96,63,1.133,1.026,2.159,1983,1985,3,http://www.statiz.co.kr/player.php?name=%EC%9D%B4%EC%98%81%EA%B5%AC
이홍범,1953,0.249,299,562,85,140,22,2,6,53,16,11,40,60,1.307,1.21,2.517,1982,1985,4,http://www.statiz.co.kr/player.php?name=%EC%9D%B4%ED%99%8D%EB%B2%94
장정기,1958,0.224,150,308,50,69,16,1,4,30,11,3,39,36,0.872,1.088,1.96,1982,1985,4,http://www.statiz.co.kr/player.php?name=%EC%9E%A5%EC%A0%95%EA%B8%B0
정문섭,1960,0.184,76,136,13,25,3,0,4,13,0,2,16,36,0.569,0.717,1.286,1982,1985,4,http://www.statiz.co.kr/player.php?name=%EC%A0%95%EB%AC%B8%EC%84%AD
조호,1957,0.227,77,66,11,15,2,0,0,4,4,2,6,16,0.792,0.891,1.683,1982,1985,4,http://www.statiz.co.kr/player.php?name=%EC%A1%B0%ED%98%B8
홍신차,1959,0.283,111,184,14,52,7,0,4,28,1,2,16,19,0.788,0.681,1.469,1984,1985,2,http://www.statiz.co.kr/player.php?name=%ED%99%8D%EC%8B%A0%EC%B0%A8
김성관,1952,0.248,171,499,56,124,25,5,8,61,25,10,34,45,0.953,0.886,1.839,1982,1984,3,http://www.statiz.co.kr/player.php?name=%EA%B9%80%EC%84%B1%EA%B4%80
박준영,1953,0.219,135,342,34,75,14,0,3,26,0,3,38,63,0.847,0.893,1.74,1982,1984,3,http://www.statiz.co.kr/player.php?name=%EB%B0%95%EC%A4%80%EC%98%81
백인천,1943,0.335,116,403,67,135,31,2,23,91,13,3,56,29,1.646,1.108,2.754,1982,1984,3,http://www.statiz.co.kr/player.php?name=%EB%B0%B1%EC%9D%B8%EC%B2%9C
엄태섭,1959,0.181,46,105,8,19,3,0,0,6,2,0,4,14,0.232,0.232,0.464,1982,1984,3,http://www.statiz.co.kr/player.php?name=%EC%97%84%ED%83%9C%EC%84%AD
조종규,1955,0.062,53,48,2,3,0,0,1,1,1,0,5,16,0.275,0.367,0.642,1983,1984,2,http://www.statiz.co.kr/player.php?name=%EC%A1%B0%EC%A2%85%EA%B7%9C
천보성,1953,0.239,174,444,56,106,22,1,8,55,10,5,47,41,1.035,0.96,1.995,1982,1984,3,http://www.statiz.co.kr/player.php?name=%EC%B2%9C%EB%B3%B4%EC%84%B1
최정우,1955,0.17,108,141,21,24,2,1,0,7,6,2,13,29,0.439,0.593,1.032,1982,1984,3,http://www.statiz.co.kr/player.php?name=%EC%B5%9C%EC%A0%95%EC%9A%B0
허운,1959,0.229,77,192,17,44,4,0,2,12,0,0,7,28,0.792,0.941,1.733,1982,1984,3,http://www.statiz.co.kr/player.php?name=%ED%97%88%EC%9A%B4
정혁진,1960,0.24,97,217,19,52,8,1,3,25,3,2,7,29,0.551,0.482,1.033,1982,1983,2,http://www.statiz.co.kr/player.php?name=%EC%A0%95%ED%98%81%EC%A7%84
김경훈,1957,0.086,30,35,3,3,1,0,0,1,1,0,5,9,0.114,0.2,0.314,1982,1982,1,http://www.statiz.co.kr/player.php?name=%EA%B9%80%EA%B2%BD%ED%9B%88
김구길,1953,0.203,32,64,1,13,1,0,0,2,1,1,3,15,0.219,0.239,0.458,1982,1982,1,http://www.statiz.co.kr/player.php?name=%EA%B9%80%EA%B5%AC%EA%B8%B8
김용만,1958,0.147,56,102,7,15,3,0,0,7,2,1,6,10,0.176,0.202,0.378,1982,1982,1,http://www.statiz.co.kr/player.php?name=%EA%B9%80%EC%9A%A9%EB%A7%8C
김진철,1958,0.13,30,46,3,6,1,1,0,4,0,2,3,12,0.196,0.2,0.396,1982,1982,1,http://www.statiz.co.kr/player.php?name=%EA%B9%80%EC%A7%84%EC%B2%A0
김호인,1954,0.279,64,215,23,60,16,0,6,24,4,2,17,21,0.437,0.335,0.772,1982,1982,1,http://www.statiz.co.kr/player.php?name=%EA%B9%80%ED%98%B8%EC%9D%B8
김휘욱,1957,0.152,36,66,5,10,1,1,1,9,0,0,1,8,0.242,0.164,0.406,1982,1982,1,http://www.statiz.co.kr/player.php?name=%EA%B9%80%ED%9C%98%EC%9A%B1
송경섭,1960,0.197,53,152,9,30,9,1,2,20,2,1,12,41,0.309,0.278,0.587,1982,1982,1,http://www.statiz.co.kr/player.php?name=%EC%86%A1%EA%B2%BD%EC%84%AD
송진호,1957,0.138,41,80,11,11,2,0,1,7,3,2,2,18,0.2,0.159,0.359,1982,1982,1,http://www.statiz.co.kr/player.php?name=%EC%86%A1%EC%A7%84%ED%98%B8
이경수,1959,0.186,32,59,9,11,3,1,0,3,1,0,2,8,0.271,0.226,0.497,1982,1982,1,http://www.statiz.co.kr/player.php?name=%EC%9D%B4%EA%B2%BD%EC%88%98
이성득,1953,0.19,51,116,6,22,1,0,0,2,2,2,12,8,0.198,0.266,0.464,1982,1982,1,http://www.statiz.co.kr/player.php?name=%EC%9D%B4%EC%84%B1%EB%93%9D
최순하,1955,0.207,38,82,5,17,0,0,0,5,0,0,10,8,0.207,0.301,0.508,1982,1982,1,http://www.statiz.co.kr/player.php?name=%EC%B5%9C%EC%88%9C%ED%95%98
