name,birth,AVG,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,SLG,OBP,OPS,FY,LY,AY,URL
최용제,1991,0.28,112,157,16,44,3,1,0,25,0,0,16,31,0.871,1.01,1.881,2016,2022,7,http://www.statiz.co.kr/player.php?name=%EC%B5%9C%EC%9A%A9%EC%A0%9C
크론,1993,0.222,67,243,21,54,13,1,11,35,0,0,9,68,0.42,0.255,0.675,2022,2022,1,http://www.statiz.co.kr/player.php?name=%ED%81%AC%EB%A1%A0
터크먼,1990,0.289,144,575,88,166,37,4,12,43,19,11,64,104,0.43,0.366,0.796,2022,2022,1,http://www.statiz.co.kr/player.php?name=%ED%84%B0%ED%81%AC%EB%A8%BC
페르난데스,1988,0.328,568,2206,316,723,115,0,57,351,1,5,219,176,1.823,1.557,3.38,2019,2022,4,http://www.statiz.co.kr/player.php?name=%ED%8E%98%EB%A5%B4%EB%82%9C%EB%8D%B0%EC%8A%A4
피터스,1995,0.228,85,316,32,72,16,0,13,48,7,4,26,77,0.402,0.299,0.701,2022,2022,1,http://www.statiz.co.kr/player.php?name=%ED%94%BC%ED%84%B0%EC%8A%A4
강경학,1992,0.237,516,1167,185,277,36,12,13,104,14,11,162,304,2.348,2.564,4.912,2011,2021,11,http://www.statiz.co.kr/player.php?name=%EA%B0%95%EA%B2%BD%ED%95%99
권정웅,1992,0.2,75,110,12,22,3,0,6,11,0,0,9,31,1.424,1.778,3.202,2016,2021,6,http://www.statiz.co.kr/player.php?name=%EA%B6%8C%EC%A0%95%EC%9B%85
김민하,1989,0.24,370,668,101,160,35,1,11,75,27,13,60,218,2.418,2.192,4.61,2011,2021,11,http://www.statiz.co.kr/player.php?name=%EA%B9%80%EB%AF%BC%ED%95%98
김용의,1985,0.26,980,1782,322,463,56,17,9,165,106,42,202,400,3.258,3.621,6.879,2008,2021,14,http://www.statiz.co.kr/player.php?name=%EA%B9%80%EC%9A%A9%EC%9D%98
김주현,1993,0.245,36,53,4,13,2,0,0,3,0,0,9,23,0.574,0.713,1.287,2016,2021,6,http://www.statiz.co.kr/player.php?name=%EA%B9%80%EC%A3%BC%ED%98%84
김지수,1996,0.107,31,56,3,6,1,0,1,4,0,0,2,25,0.405,0.312,0.717,2016,2021,6,http://www.statiz.co.kr/player.php?name=%EA%B9%80%EC%A7%80%EC%88%98
김태균,1982,0.32,2015,6900,1024,2209,399,8,311,1358,28,14,1141,1384,9.152,7.46,16.612,2001,2021,21,http://www.statiz.co.kr/player.php?name=%EA%B9%80%ED%83%9C%EA%B7%A0
나균안,1998,0.123,216,366,27,45,7,0,5,24,0,0,21,175,0.37,0.389,0.759,2017,2021,5,http://www.statiz.co.kr/player.php?name=%EB%82%98%EA%B7%A0%EC%95%88
나원탁,1994,0.167,33,48,2,8,1,0,0,1,0,0,0,23,0.386,0.342,0.728,2017,2021,5,http://www.statiz.co.kr/player.php?name=%EB%82%98%EC%9B%90%ED%83%81
나주환,1984,0.262,1506,3886,524,1018,183,12,89,496,83,58,288,792,6.125,5.092,11.217,2003,2021,19,http://www.statiz.co.kr/player.php?name=%EB%82%98%EC%A3%BC%ED%99%98
남태혁,1991,0.224,113,223,16,50,6,0,4,29,1,0,18,73,1.807,1.676,3.483,2016,2021,6,http://www.statiz.co.kr/player.php?name=%EB%82%A8%ED%83%9C%ED%98%81
노태형,1995,0.186,73,145,20,27,5,1,0,7,0,1,13,46,0.415,0.51,0.925,2020,2021,2,http://www.statiz.co.kr/player.php?name=%EB%85%B8%ED%83%9C%ED%98%95
라모스,1994,0.268,168,616,88,165,24,3,46,111,2,0,73,179,1.014,0.679,1.693,2020,2021,2,http://www.statiz.co.kr/player.php?name=%EB%9D%BC%EB%AA%A8%EC%8A%A4
로맥,1985,0.273,626,2231,386,610,109,1,155,409,22,11,345,555,2.63,1.857,4.487,2017,2021,5,http://www.statiz.co.kr/player.php?name=%EB%A1%9C%EB%A7%A5
마차도,1992,0.279,278,952,162,266,52,2,17,125,23,6,112,125,0.783,0.715,1.498,2020,2021,2,http://www.statiz.co.kr/player.php?name=%EB%A7%88%EC%B0%A8%EB%8F%84
모창민,1985,0.282,1042,2740,401,773,141,13,92,439,74,38,229,532,5.076,4.048,9.124,2008,2021,14,http://www.statiz.co.kr/player.php?name=%EB%AA%A8%EC%B0%BD%EB%AF%BC
민병헌,1987,0.295,1438,4285,751,1266,214,24,99,578,187,70,388,720,5.464,4.876,10.34,2006,2021,16,http://www.statiz.co.kr/player.php?name=%EB%AF%BC%EB%B3%91%ED%97%8C
박정음,1989,0.249,411,507,124,126,11,6,7,52,38,21,54,143,1.479,1.603,3.082,2016,2021,6,http://www.statiz.co.kr/player.php?name=%EB%B0%95%EC%A0%95%EC%9D%8C
백동훈,1990,0.16,143,119,30,19,5,0,1,6,4,4,11,42,0.981,1.252,2.233,2013,2021,9,http://www.statiz.co.kr/player.php?name=%EB%B0%B1%EB%8F%99%ED%9B%88
백승민,1990,0.212,44,85,7,18,3,0,0,10,0,0,4,25,0.585,0.798,1.383,2018,2021,4,http://www.statiz.co.kr/player.php?name=%EB%B0%B1%EC%8A%B9%EB%AF%BC
보어,1988,0.17,32,100,7,17,2,0,3,17,0,0,11,30,0.28,0.265,0.545,2021,2021,1,http://www.statiz.co.kr/player.php?name=%EB%B3%B4%EC%96%B4
송우현,1996,0.282,83,262,37,74,17,2,3,42,1,1,30,53,0.416,0.57,0.986,2020,2021,2,http://www.statiz.co.kr/player.php?name=%EC%86%A1%EC%9A%B0%ED%98%84
알몬테,1989,0.271,60,225,18,61,9,0,7,36,1,0,22,50,0.404,0.336,0.74,2021,2021,1,http://www.statiz.co.kr/player.php?name=%EC%95%8C%EB%AA%AC%ED%85%8C
알테어,1991,0.275,279,974,173,268,39,9,63,192,42,8,103,305,1.055,0.71,1.765,2020,2021,2,http://www.statiz.co.kr/player.php?name=%EC%95%8C%ED%85%8C%EC%96%B4
오정환,1999,0.178,39,45,9,8,1,0,0,3,0,2,1,21,0.437,0.421,0.858,2019,2021,3,http://www.statiz.co.kr/player.php?name=%EC%98%A4%EC%A0%95%ED%99%98
유민상,1989,0.263,367,955,116,251,56,2,23,156,3,1,125,203,2.827,2.501,5.328,2015,2021,7,http://www.statiz.co.kr/player.php?name=%EC%9C%A0%EB%AF%BC%EC%83%81
유서준,1995,0.156,59,45,16,7,1,0,1,2,4,2,2,15,0.5,0.434,0.934,2015,2021,7,http://www.statiz.co.kr/player.php?name=%EC%9C%A0%EC%84%9C%EC%A4%80
유한준,1981,0.302,1650,5316,717,1606,284,6,151,883,35,20,594,728,6.361,5.404,11.765,2005,2021,17,http://www.statiz.co.kr/player.php?name=%EC%9C%A0%ED%95%9C%EC%A4%80
이병규,1983,0.278,835,2232,344,621,117,11,75,366,30,24,398,615,5.566,5.29,10.856,2006,2021,16,http://www.statiz.co.kr/player.php?name=%EC%9D%B4%EB%B3%91%EA%B7%9C
이성열,1984,0.253,1506,4134,588,1047,187,17,190,698,63,40,369,1359,7.149,5.635,12.784,2004,2021,18,http://www.statiz.co.kr/player.php?name=%EC%9D%B4%EC%84%B1%EC%97%B4
이성우,1981,0.222,620,821,62,182,27,0,7,75,4,0,46,137,3.456,3.451,6.907,2008,2021,14,http://www.statiz.co.kr/player.php?name=%EC%9D%B4%EC%84%B1%EC%9A%B0
이원재,1989,0.264,277,595,61,157,28,2,17,79,3,4,42,118,1.56,1.221,2.781,2017,2021,5,http://www.statiz.co.kr/player.php?name=%EC%9D%B4%EC%9B%90%EC%9E%AC
이재율,1993,0.196,165,102,47,20,4,1,0,6,25,5,3,26,1.454,1.423,2.877,2016,2021,6,http://www.statiz.co.kr/player.php?name=%EC%9D%B4%EC%9E%AC%EC%9C%A8
이홍구,1990,0.215,408,792,81,170,32,4,37,124,1,1,49,271,2.205,1.506,3.711,2013,2021,9,http://www.statiz.co.kr/player.php?name=%EC%9D%B4%ED%99%8D%EA%B5%AC
정상호,1982,0.245,1154,2453,285,600,126,3,73,346,3,14,184,697,6.098,4.868,10.966,2001,2021,21,http://www.statiz.co.kr/player.php?name=%EC%A0%95%EC%83%81%ED%98%B8
정의윤,1986,0.278,1369,4060,457,1127,185,13,119,563,29,21,268,641,5.915,4.852,10.767,2005,2021,17,http://www.statiz.co.kr/player.php?name=%EC%A0%95%EC%9D%98%EC%9C%A4
정진호,1988,0.261,635,1278,215,334,54,8,14,134,45,20,121,216,2.931,2.916,5.847,2011,2021,11,http://www.statiz.co.kr/player.php?name=%EC%A0%95%EC%A7%84%ED%98%B8
정현,1994,0.245,386,758,95,186,37,4,11,66,8,6,61,179,1.785,1.671,3.456,2013,2021,9,http://www.statiz.co.kr/player.php?name=%EC%A0%95%ED%98%84
조한민,2000,0.203,77,177,22,36,10,2,5,20,3,2,13,79,0.694,0.528,1.222,2020,2021,2,http://www.statiz.co.kr/player.php?name=%EC%A1%B0%ED%95%9C%EB%AF%BC
지석훈,1984,0.224,1207,2538,283,569,121,10,47,285,12,14,210,633,7.34,5.177,12.517,2004,2021,18,http://www.statiz.co.kr/player.php?name=%EC%A7%80%EC%84%9D%ED%9B%88
최정민,1989,0.293,230,290,67,85,7,1,2,23,12,10,21,85,1.913,2.142,4.055,2012,2021,10,http://www.statiz.co.kr/player.php?name=%EC%B5%9C%EC%A0%95%EB%AF%BC
크레익,1994,0.248,61,222,25,55,12,0,6,30,0,1,20,43,0.383,0.32,0.703,2021,2021,1,http://www.statiz.co.kr/player.php?name=%ED%81%AC%EB%A0%88%EC%9D%B5
터커,1990,0.284,364,1367,192,388,97,1,50,222,0,2,175,177,1.386,1.113,2.499,2019,2021,3,http://www.statiz.co.kr/player.php?name=%ED%84%B0%EC%BB%A4
페레즈,1991,0.268,59,224,26,60,15,1,5,33,4,5,17,52,0.411,0.321,0.732,2021,2021,1,http://www.statiz.co.kr/player.php?name=%ED%8E%98%EB%A0%88%EC%A6%88
프레이타스,1989,0.259,43,139,13,36,10,0,2,14,0,0,7,29,0.374,0.297,0.671,2021,2021,1,http://www.statiz.co.kr/player.php?name=%ED%94%84%EB%A0%88%EC%9D%B4%ED%83%80%EC%8A%A4
허정협,1990,0.245,302,702,93,172,24,0,19,95,1,2,81,192,2.044,2.157,4.201,2015,2021,7,http://www.statiz.co.kr/player.php?name=%ED%97%88%EC%A0%95%ED%98%91
호잉,1989,0.276,368,1388,203,383,88,5,63,249,55,21,124,269,1.773,1.276,3.049,2018,2021,4,http://www.statiz.co.kr/player.php?name=%ED%98%B8%EC%9E%89
황경태,1996,0.214,30,14,9,3,2,0,0,0,0,1,0,4,0.385,0.231,0.616,2017,2021,5,http://www.statiz.co.kr/player.php?name=%ED%99%A9%EA%B2%BD%ED%83%9C
황윤호,1993,0.231,249,299,44,69,9,3,1,20,7,4,11,41,1.385,1.548,2.933,2015,2021,7,http://www.statiz.co.kr/player.php?name=%ED%99%A9%EC%9C%A4%ED%98%B8
힐리,1992,0.257,67,249,27,64,11,1,7,37,2,1,16,58,0.394,0.306,0.7,2021,2021,1,http://www.statiz.co.kr/player.php?name=%ED%9E%90%EB%A6%AC
고장혁,1990,0.188,291,239,61,45,10,1,1,15,12,8,12,64,1.602,1.478,3.08,2013,2020,8,http://www.statiz.co.kr/player.php?name=%EA%B3%A0%EC%9E%A5%ED%98%81
김경호,1995,0.267,88,131,21,35,4,1,0,11,1,4,3,23,0.564,0.495,1.059,2019,2020,2,http://www.statiz.co.kr/player.php?name=%EA%B9%80%EA%B2%BD%ED%98%B8
김규민,1993,0.263,266,642,98,169,19,5,7,72,11,8,55,187,1.312,1.239,2.551,2017,2020,4,http://www.statiz.co.kr/player.php?name=%EA%B9%80%EA%B7%9C%EB%AF%BC
김대우,1984,0.212,147,325,34,69,18,3,7,42,8,4,41,131,1.255,1.592,2.847,2012,2020,9,http://www.statiz.co.kr/player.php?name=%EA%B9%80%EB%8C%80%EC%9A%B0
김동한,1988,0.244,374,542,90,132,37,1,6,48,32,11,42,89,2.68,2.241,4.921,2012,2020,9,http://www.statiz.co.kr/player.php?name=%EA%B9%80%EB%8F%99%ED%95%9C
김문호,1987,0.282,703,1946,251,548,98,8,20,208,46,34,205,387,4.66,4.478,9.138,2006,2020,15,http://www.statiz.co.kr/player.php?name=%EA%B9%80%EB%AC%B8%ED%98%B8
김민준,1994,0.048,46,21,11,1,0,0,0,0,1,2,3,9,0.083,0.854,0.937,2015,2020,6,http://www.statiz.co.kr/player.php?name=%EA%B9%80%EB%AF%BC%EC%A4%80
김영환,1993,0.149,80,94,8,14,0,0,1,7,2,1,3,23,0.53,0.604,1.134,2015,2020,6,http://www.statiz.co.kr/player.php?name=%EA%B9%80%EC%98%81%ED%99%98
김재현,1987,0.263,486,464,142,122,15,9,2,42,72,25,28,118,2.42,2.213,4.633,2007,2020,14,http://www.statiz.co.kr/player.php?name=%EA%B9%80%EC%9E%AC%ED%98%84
김주찬,1981,0.3,1778,6297,1025,1887,361,54,138,782,388,132,401,963,8.278,6.502,14.78,2000,2020,21,http://www.statiz.co.kr/player.php?name=%EA%B9%80%EC%A3%BC%EC%B0%AC
김하성,1995,0.294,891,3195,606,940,191,23,133,575,134,38,381,502,3.363,2.538,5.901,2014,2020,7,http://www.statiz.co.kr/player.php?name=%EA%B9%80%ED%95%98%EC%84%B1
김회성,1985,0.212,423,796,110,169,37,3,35,117,5,5,97,238,3.153,2.914,6.067,2009,2020,12,http://www.statiz.co.kr/player.php?name=%EA%B9%80%ED%9A%8C%EC%84%B1
문선재,1990,0.244,358,718,115,175,33,5,21,93,27,15,68,210,2.581,2.182,4.763,2010,2020,11,http://www.statiz.co.kr/player.php?name=%EB%AC%B8%EC%84%A0%EC%9E%AC
박지규,1991,0.192,142,229,30,44,10,1,1,18,7,3,17,73,0.631,0.887,1.518,2015,2020,6,http://www.statiz.co.kr/player.php?name=%EB%B0%95%EC%A7%80%EA%B7%9C
박찬도,1989,0.234,282,299,84,70,12,2,1,28,27,13,33,87,1.688,2.265,3.953,2013,2020,8,http://www.statiz.co.kr/player.php?name=%EB%B0%95%EC%B0%AC%EB%8F%84
반즈,1986,0.265,74,283,38,75,17,1,9,42,2,1,27,81,0.428,0.342,0.77,2020,2020,1,http://www.statiz.co.kr/player.php?name=%EB%B0%98%EC%A6%88
살라디노,1989,0.28,44,132,26,37,8,0,6,27,6,1,23,41,0.477,0.411,0.888,2020,2020,1,http://www.statiz.co.kr/player.php?name=%EC%82%B4%EB%9D%BC%EB%94%94%EB%85%B8
송광민,1983,0.286,1060,3601,489,1029,181,5,111,530,30,17,192,812,5.482,4.112,9.594,2006,2020,15,http://www.statiz.co.kr/player.php?name=%EC%86%A1%EA%B4%91%EB%AF%BC
양성우,1989,0.253,406,1168,150,295,53,5,9,115,17,8,123,209,1.721,1.814,3.535,2012,2020,9,http://www.statiz.co.kr/player.php?name=%EC%96%91%EC%84%B1%EC%9A%B0
윤석민,1985,0.285,941,2821,372,805,137,4,103,466,13,10,226,462,4.723,3.629,8.352,2004,2020,17,http://www.statiz.co.kr/player.php?name=%EC%9C%A4%EC%84%9D%EB%AF%BC
윤수강,1990,0.191,67,89,8,17,7,0,1,8,0,0,5,30,1.148,0.911,2.059,2012,2020,9,http://www.statiz.co.kr/player.php?name=%EC%9C%A4%EC%88%98%EA%B0%95
이택근,1980,0.302,1651,5361,851,1621,299,12,136,773,175,73,591,726,7.177,6.295,13.472,2003,2020,18,http://www.statiz.co.kr/player.php?name=%EC%9D%B4%ED%83%9D%EA%B7%BC
장영석,1990,0.23,434,1080,127,248,54,1,33,160,1,1,99,291,2.792,2.67,5.462,2009,2020,12,http://www.statiz.co.kr/player.php?name=%EC%9E%A5%EC%98%81%EC%84%9D
정근우,1982,0.302,1747,6219,1072,1877,319,34,121,722,371,133,665,731,6.49,5.868,12.358,2005,2020,16,http://www.statiz.co.kr/player.php?name=%EC%A0%95%EA%B7%BC%EC%9A%B0
채태인,1982,0.298,1241,3905,481,1162,213,9,127,678,8,9,416,974,6.074,5.012,11.086,2007,2020,14,http://www.statiz.co.kr/player.php?name=%EC%B1%84%ED%83%9C%EC%9D%B8
최승준,1988,0.24,182,459,54,110,15,0,31,82,0,0,49,163,2.651,2.262,4.913,2006,2020,15,http://www.statiz.co.kr/player.php?name=%EC%B5%9C%EC%8A%B9%EC%A4%80
최재원,1990,0.242,271,360,76,87,17,1,7,44,22,10,46,103,1.405,1.895,3.3,2013,2020,8,http://www.statiz.co.kr/player.php?name=%EC%B5%9C%EC%9E%AC%EC%9B%90
최진행,1985,0.264,1104,3356,428,886,169,1,152,551,17,20,416,952,5.656,4.509,10.165,2004,2020,17,http://www.statiz.co.kr/player.php?name=%EC%B5%9C%EC%A7%84%ED%96%89
팔카,1991,0.209,51,196,17,41,7,0,8,23,2,0,18,58,0.367,0.272,0.639,2020,2020,1,http://www.statiz.co.kr/player.php?name=%ED%8C%94%EC%B9%B4
허일,1992,0.231,142,251,20,58,8,0,2,23,2,1,21,62,0.921,0.973,1.894,2011,2020,10,http://www.statiz.co.kr/player.php?name=%ED%97%88%EC%9D%BC
김사훈,1987,0.212,173,226,15,48,9,0,0,22,1,0,14,65,1.655,1.722,3.377,2012,2019,8,http://www.statiz.co.kr/player.php?name=%EA%B9%80%EC%82%AC%ED%9B%88
김성훈,1993,0.259,222,413,65,107,14,6,1,47,20,11,35,50,0.955,0.941,1.896,2017,2019,3,http://www.statiz.co.kr/player.php?name=%EA%B9%80%EC%84%B1%ED%9B%88
김재율,1989,0.253,149,289,31,73,14,0,7,40,0,1,21,61,1.37,1.301,2.671,2011,2019,9,http://www.statiz.co.kr/player.php?name=%EA%B9%80%EC%9E%AC%EC%9C%A8
김종민,1986,0.225,142,258,23,58,3,0,1,23,0,1,25,45,0.966,1.023,1.989,2015,2019,5,http://www.statiz.co.kr/player.php?name=%EA%B9%80%EC%A2%85%EB%AF%BC
김지수,1986,0.232,453,401,67,93,16,0,4,36,6,5,40,85,1.952,2.239,4.191,2009,2019,11,http://www.statiz.co.kr/player.php?name=%EA%B9%80%EC%A7%80%EC%88%98
김진곤,1987,0.224,146,183,29,41,5,0,2,20,6,5,5,43,1.334,1.176,2.51,2015,2019,5,http://www.statiz.co.kr/player.php?name=%EA%B9%80%EC%A7%84%EA%B3%A4
김진형,1990,0.197,53,76,10,15,4,0,1,9,0,0,6,18,0.907,0.715,1.622,2014,2019,6,http://www.statiz.co.kr/player.php?name=%EA%B9%80%EC%A7%84%ED%98%95
나경민,1991,0.244,264,275,83,67,9,4,1,22,37,10,28,88,1.214,1.295,2.509,2016,2019,4,http://www.statiz.co.kr/player.php?name=%EB%82%98%EA%B2%BD%EB%AF%BC
러프,1986,0.313,404,1493,267,467,105,6,86,350,13,8,205,301,1.689,1.211,2.9,2017,2019,3,http://www.statiz.co.kr/player.php?name=%EB%9F%AC%ED%94%84
문규현,1983,0.251,1025,2425,276,608,112,7,26,269,25,15,168,402,3.978,3.499,7.477,2002,2019,18,http://www.statiz.co.kr/player.php?name=%EB%AC%B8%EA%B7%9C%ED%98%84
박정권,1981,0.273,1308,4150,611,1134,209,17,178,679,56,36,450,942,5.86,4.531,10.391,2004,2019,16,http://www.statiz.co.kr/player.php?name=%EB%B0%95%EC%A0%95%EA%B6%8C
박한이,1979,0.294,2127,7392,1211,2174,368,32,146,906,149,102,1028,1130,7.838,7.201,15.039,2001,2019,19,http://www.statiz.co.kr/player.php?name=%EB%B0%95%ED%95%9C%EC%9D%B4
배영섭,1986,0.275,633,1944,300,534,83,7,16,169,94,32,225,324,3.11,3.26,6.37,2010,2019,10,http://www.statiz.co.kr/player.php?name=%EB%B0%B0%EC%98%81%EC%84%AD
백진우,1988,0.251,259,478,70,120,36,2,9,55,5,5,46,110,2.847,2.557,5.404,2010,2019,10,http://www.statiz.co.kr/player.php?name=%EB%B0%B1%EC%A7%84%EC%9A%B0
베탄코트,1991,0.246,53,203,23,50,8,0,8,29,1,1,18,51,0.404,0.308,0.712,2019,2019,1,http://www.statiz.co.kr/player.php?name=%EB%B2%A0%ED%83%84%EC%BD%94%ED%8A%B8
샌즈,1987,0.306,164,611,117,187,40,2,40,150,1,3,83,128,1.31,0.751,2.061,2018,2019,2,http://www.statiz.co.kr/player.php?name=%EC%83%8C%EC%A6%88
서상우,1989,0.283,194,382,63,108,14,0,13,51,7,2,52,107,1.879,1.8,3.679,2012,2019,8,http://www.statiz.co.kr/player.php?name=%EC%84%9C%EC%83%81%EC%9A%B0
손시헌,1980,0.272,1559,4657,546,1265,224,25,70,550,31,24,430,693,5.462,5.056,10.518,2003,2019,17,http://www.statiz.co.kr/player.php?name=%EC%86%90%EC%8B%9C%ED%97%8C
손주인,1983,0.269,1007,2362,286,635,99,8,21,232,29,23,184,344,4.034,3.923,7.957,2002,2019,18,http://www.statiz.co.kr/player.php?name=%EC%86%90%EC%A3%BC%EC%9D%B8
스몰린스키,1989,0.229,55,205,32,47,14,1,9,42,3,1,16,31,0.439,0.298,0.737,2019,2019,1,http://www.statiz.co.kr/player.php?name=%EC%8A%A4%EB%AA%B0%EB%A6%B0%EC%8A%A4%ED%82%A4
아수아헤,1991,0.252,49,163,34,41,5,4,2,21,4,2,26,24,0.368,0.356,0.724,2019,2019,1,http://www.statiz.co.kr/player.php?name=%EC%95%84%EC%88%98%EC%95%84%ED%97%A4
양종민,1990,0.184,150,147,24,27,5,1,1,17,1,4,11,53,1.669,1.475,3.144,2009,2019,11,http://www.statiz.co.kr/player.php?name=%EC%96%91%EC%A2%85%EB%AF%BC
윌리엄슨,1990,0.273,40,154,19,42,7,1,4,15,0,1,13,50,0.409,0.327,0.736,2019,2019,1,http://www.statiz.co.kr/player.php?name=%EC%9C%8C%EB%A6%AC%EC%97%84%EC%8A%A8
윌슨,1990,0.251,68,231,21,58,15,0,9,37,1,2,31,60,0.433,0.351,0.784,2019,2019,1,http://www.statiz.co.kr/player.php?name=%EC%9C%8C%EC%8A%A8
유재신,1987,0.258,516,395,146,102,11,5,1,40,62,26,36,99,2.62,2.671,5.291,2008,2019,12,http://www.statiz.co.kr/player.php?name=%EC%9C%A0%EC%9E%AC%EC%8B%A0
윤진호,1986,0.154,403,260,42,40,10,0,1,15,6,4,11,70,1.844,1.782,3.626,2009,2019,11,http://www.statiz.co.kr/player.php?name=%EC%9C%A4%EC%A7%84%ED%98%B8
윤해진,1989,0.21,184,214,37,45,4,0,2,14,8,5,11,52,2.009,1.921,3.93,2012,2019,8,http://www.statiz.co.kr/player.php?name=%EC%9C%A4%ED%95%B4%EC%A7%84
이대형,1983,0.278,1603,5083,807,1414,132,38,9,361,505,177,437,848,4.776,4.958,9.734,2003,2019,17,http://www.statiz.co.kr/player.php?name=%EC%9D%B4%EB%8C%80%ED%98%95
이범호,1981,0.271,2001,6370,954,1727,334,12,329,1127,49,29,863,1158,8.717,6.726,15.443,2000,2019,20,http://www.statiz.co.kr/player.php?name=%EC%9D%B4%EB%B2%94%ED%98%B8
이인행,1991,0.18,36,50,2,9,1,0,0,2,0,0,4,16,0.45,0.566,1.016,2015,2019,5,http://www.statiz.co.kr/player.php?name=%EC%9D%B4%EC%9D%B8%ED%96%89
이준수,1988,0.189,130,148,10,28,5,0,0,12,0,0,17,49,0.897,1.2,2.097,2012,2019,8,http://www.statiz.co.kr/player.php?name=%EC%9D%B4%EC%A4%80%EC%88%98
이창열,1991,0.189,41,37,9,7,3,1,0,5,1,0,4,11,1.535,1.087,2.622,2014,2019,6,http://www.statiz.co.kr/player.php?name=%EC%9D%B4%EC%B0%BD%EC%97%B4
정병곤,1988,0.198,165,197,36,39,2,1,2,20,1,0,9,52,1.116,1.086,2.202,2011,2019,9,http://www.statiz.co.kr/player.php?name=%EC%A0%95%EB%B3%91%EA%B3%A4
조셉,1991,0.274,55,197,17,54,3,0,9,36,0,1,14,46,0.426,0.332,0.758,2019,2019,1,http://www.statiz.co.kr/player.php?name=%EC%A1%B0%EC%85%89
조홍석,1990,0.194,116,191,27,37,9,2,0,10,3,5,18,53,0.8,0.851,1.651,2013,2019,7,http://www.statiz.co.kr/player.php?name=%EC%A1%B0%ED%99%8D%EC%84%9D
최선호,1991,0.149,110,74,20,11,2,0,0,4,4,2,3,24,0.511,0.69,1.201,2015,2019,5,http://www.statiz.co.kr/player.php?name=%EC%B5%9C%EC%84%A0%ED%98%B8
최윤석,1987,0.206,324,529,70,109,11,1,2,33,17,12,92,129,1.52,2.076,3.596,2010,2019,10,http://www.statiz.co.kr/player.php?name=%EC%B5%9C%EC%9C%A4%EC%84%9D
페게로,1987,0.286,52,199,24,57,10,0,9,44,2,1,12,63,0.472,0.332,0.804,2019,2019,1,http://www.statiz.co.kr/player.php?name=%ED%8E%98%EA%B2%8C%EB%A1%9C
홍재호,1987,0.198,285,398,59,79,15,0,5,35,3,2,41,80,1.698,1.778,3.476,2010,2019,10,http://www.statiz.co.kr/player.php?name=%ED%99%8D%EC%9E%AC%ED%98%B8
황진수,1989,0.223,132,179,29,40,8,2,2,17,7,1,14,60,0.902,0.998,1.9,2012,2019,8,http://www.statiz.co.kr/player.php?name=%ED%99%A9%EC%A7%84%EC%88%98
가르시아,1985,0.339,50,183,27,62,9,0,8,34,5,0,9,25,0.519,0.383,0.902,2018,2018,1,http://www.statiz.co.kr/player.php?name=%EA%B0%80%EB%A5%B4%EC%8B%9C%EC%95%84
강지광,1990,0.205,56,88,13,18,2,0,1,9,1,3,13,35,0.551,0.697,1.248,2014,2018,5,http://www.statiz.co.kr/player.php?name=%EA%B0%95%EC%A7%80%EA%B4%91
김동욱,1988,0.248,142,311,42,77,12,0,7,32,2,1,24,78,1.612,2.065,3.677,2007,2018,12,http://www.statiz.co.kr/player.php?name=%EA%B9%80%EB%8F%99%EC%9A%B1
김주형,1985,0.224,750,1809,175,405,77,1,61,222,4,8,135,389,4.308,3.419,7.727,2004,2018,15,http://www.statiz.co.kr/player.php?name=%EA%B9%80%EC%A3%BC%ED%98%95
김지성,1985,0.176,81,91,10,16,3,1,3,9,2,0,3,30,1.289,0.837,2.126,2012,2018,7,http://www.statiz.co.kr/player.php?name=%EA%B9%80%EC%A7%80%EC%84%B1
김지열,1988,0.242,165,380,53,92,14,1,8,39,19,8,26,109,1.265,1.105,2.37,2015,2018,4,http://www.statiz.co.kr/player.php?name=%EA%B9%80%EC%A7%80%EC%97%B4
김태완,1984,0.263,720,1898,256,500,82,3,80,295,9,10,293,491,4.653,4.105,8.758,2006,2018,13,http://www.statiz.co.kr/player.php?name=%EA%B9%80%ED%83%9C%EC%99%84
박기혁,1981,0.244,1444,3657,394,891,134,12,22,337,79,46,344,712,4.948,5.104,10.052,2000,2018,19,http://www.statiz.co.kr/player.php?name=%EB%B0%95%EA%B8%B0%ED%98%81
박헌도,1987,0.233,302,576,75,134,28,0,19,81,3,2,84,155,2.199,2.243,4.442,2011,2018,8,http://www.statiz.co.kr/player.php?name=%EB%B0%95%ED%97%8C%EB%8F%84
백상원,1988,0.27,252,600,83,162,25,3,3,63,8,3,72,106,2.238,2.294,4.532,2013,2018,6,http://www.statiz.co.kr/player.php?name=%EB%B0%B1%EC%83%81%EC%9B%90
버나디나,1984,0.315,270,1070,224,337,51,11,47,181,64,20,104,215,1.027,0.767,1.794,2017,2018,2,http://www.statiz.co.kr/player.php?name=%EB%B2%84%EB%82%98%EB%94%94%EB%82%98
번즈,1990,0.285,249,885,151,252,72,5,38,121,15,9,62,233,1.012,0.69,1.702,2017,2018,2,http://www.statiz.co.kr/player.php?name=%EB%B2%88%EC%A6%88
서동욱,1984,0.253,849,1974,273,500,98,10,47,233,26,13,235,592,4.09,3.898,7.988,2003,2018,16,http://www.statiz.co.kr/player.php?name=%EC%84%9C%EB%8F%99%EC%9A%B1
