name,birth,G,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HBP,SO,GDP,active_year,pic_url,first_year,last_year,AVG,OBP,SLG,OPS
박재홍,1973,1797,6097,1012,1732,316,26,300,3000,1081,267,145,875,65,1147,151,17,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/96362.jpg,1996,2012,0.284,0.374,0.492,0.866
박전섭,1959,69,152,12,32,5,1,0,39,12,0,1,7,2,22,5,4,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/80044.jpg,1982,1985,0.211,0.245,0.257,0.502
박정권,1981,1308,4150,611,1134,209,17,178,1911,679,56,36,450,35,942,70,14,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/74846.jpg,2004,2019,0.273,0.344,0.46,0.805
박정음,1989,411,507,124,126,11,6,7,170,52,38,21,54,20,143,7,6,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62353.jpg,2016,2021,0.249,0.321,0.335,0.656
박정준,1984,411,799,100,185,38,3,10,259,71,16,13,81,10,185,15,11,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/73543.jpg,2003,2015,0.232,0.302,0.324,0.626
박정태,1969,1167,3857,531,1141,228,23,85,1670,639,22,27,475,35,416,123,13,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/91514.jpg,1991,2004,0.296,0.373,0.433,0.806
박정현,2001,197,478,51,107,17,1,6,144,41,7,1,27,3,141,7,4,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/50709.jpg,2020,2023,0.224,0.265,0.301,0.567
박정환,1957,387,736,76,172,26,1,22,266,106,4,7,35,13,154,13,9,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82432.jpg,1982,1992,0.234,0.268,0.361,0.63
박정환,1977,598,1219,168,293,59,6,21,427,141,9,7,123,12,286,45,12,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/70408.jpg,2000,2011,0.24,0.31,0.35,0.66
박종윤,1982,837,2404,264,644,125,18,42,931,332,20,16,103,29,372,67,12,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71562.jpg,2002,2016,0.268,0.298,0.387,0.685
박종일,1972,447,453,64,96,15,2,4,127,45,20,10,43,5,102,10,6,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/95557.jpg,1995,2001,0.212,0.28,0.28,0.561
박종호,1973,1541,4955,761,1336,227,35,71,1846,584,103,49,525,161,612,83,17,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/92906.jpg,1992,2009,0.27,0.34,0.373,0.712
박종훈,1959,682,2209,281,640,94,17,32,864,231,71,40,213,21,145,28,7,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/40007.jpg,1983,1989,0.29,0.352,0.391,0.743
박준서,1981,731,994,119,228,45,10,8,317,98,20,6,77,13,238,13,15,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71815.jpg,2001,2015,0.229,0.285,0.319,0.604
박준영,1953,135,342,34,75,14,0,3,98,26,0,3,38,1,63,1,3,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82046.jpg,1982,1984,0.219,0.297,0.287,0.584
박준태,1967,724,1618,263,395,94,10,23,578,163,84,41,171,21,262,26,10,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/89331.jpg,1989,1998,0.244,0.316,0.357,0.674
박준태,1991,427,749,156,164,30,3,11,233,78,11,5,125,43,266,7,8,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/64657.jpg,2014,2023,0.219,0.331,0.311,0.642
박지규,1991,142,229,30,44,10,1,1,59,18,7,3,17,5,73,3,4,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/65136.jpg,2015,2020,0.192,0.248,0.258,0.506
박지상,1975,229,578,71,156,30,3,2,198,52,14,12,77,7,79,11,3,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94745.jpg,1994,1996,0.27,0.356,0.343,0.698
박지환,1969,133,229,21,48,10,1,1,63,14,2,3,21,3,55,6,6,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/92512.jpg,1992,1997,0.21,0.276,0.275,0.551
박진만,1976,1993,6039,763,1574,317,15,153,2380,781,94,76,671,106,1003,130,20,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/96307.jpg,1996,2015,0.261,0.335,0.394,0.729
박진환,1981,66,118,11,21,7,0,1,31,8,3,2,4,1,37,2,4,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/74565.jpg,2004,2011,0.178,0.205,0.263,0.468
박찬,1955,122,275,35,69,14,0,2,89,24,5,3,23,2,52,7,5,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/80046.jpg,1982,1986,0.251,0.309,0.324,0.632
박찬도,1989,282,299,84,70,12,2,1,89,28,27,13,33,6,87,3,6,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62409.jpg,2013,2020,0.234,0.31,0.298,0.608
박찬혁,2003,100,315,26,65,12,0,7,98,25,0,1,19,8,108,2,2,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/52348.jpg,2022,2023,0.206,0.251,0.311,0.563
박창언,1958,47,139,10,34,6,1,0,42,11,4,2,2,0,35,3,1,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/85449.jpg,1986,1986,0.245,0.255,0.302,0.557
박철영,1960,200,379,39,80,19,3,5,120,36,3,4,34,3,97,6,6,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2023/96172.jpg,1983,1988,0.211,0.276,0.317,0.593
박철우,1964,961,2519,247,701,121,5,59,1009,373,7,9,269,48,356,69,12,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/87630.jpg,1987,1998,0.278,0.348,0.401,0.748
박태호,1963,205,385,34,99,10,0,5,124,40,10,1,17,1,57,13,6,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/87531.jpg,1987,1992,0.257,0.289,0.322,0.611
박한결,1994,22,31,5,5,0,0,0,5,1,0,1,2,0,12,3,2,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/63703.jpg,2019,2020,0.161,0.212,0.161,0.373
박한이,1979,2127,7392,1211,2174,368,32,146,3044,906,149,102,1028,70,1130,156,19,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71432.jpg,2001,2019,0.294,0.38,0.412,0.792
박해종,1952,44,84,2,18,3,0,0,21,11,0,0,8,1,10,3,2,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/80047.jpg,1984,1985,0.214,0.283,0.25,0.533
박헌도,1987,302,576,75,134,28,0,19,219,81,3,2,84,17,155,12,8,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/79356.jpg,2011,2018,0.233,0.33,0.38,0.711
박헌욱,1993,18,31,1,7,3,0,1,13,4,1,0,1,0,10,2,3,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62921.jpg,2013,2019,0.226,0.25,0.419,0.669
박현수,1972,39,46,4,9,2,1,0,13,2,0,0,4,1,18,2,3,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/90643.jpg,1990,1992,0.196,0.26,0.283,0.543
박현승,1972,1167,3634,503,962,167,18,62,1351,399,98,43,414,64,644,87,13,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/95518.jpg,1995,2008,0.265,0.34,0.372,0.712
박현영,1968,524,1060,100,248,38,7,22,366,121,8,4,49,21,210,34,11,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/87230.jpg,1987,1998,0.234,0.268,0.345,0.613
박흥식,1962,660,2024,252,519,65,25,12,670,189,73,45,261,46,218,36,9,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2024/85130.jpg,1985,1993,0.256,0.341,0.331,0.672
반슬라이크,1986,12,39,1,5,1,0,1,9,4,0,0,4,0,6,2,1,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/68245.jpg,2018,2018,0.128,0.209,0.231,0.44
반즈,1986,74,283,38,75,17,1,9,121,42,2,1,27,7,81,4,1,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/50730.jpg,2020,2020,0.265,0.329,0.428,0.757
발데스,1973,116,435,50,123,15,0,13,177,72,4,1,70,2,49,14,1,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/77157.jpg,2007,2007,0.283,0.382,0.407,0.789
발데스,1978,47,156,17,34,9,1,1,48,16,13,4,9,1,19,2,1,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/78649.jpg,2008,2008,0.218,0.261,0.308,0.568
발디리스,1983,44,154,24,41,6,0,8,71,33,0,0,31,2,17,9,1,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/66452.jpg,2016,2016,0.266,0.389,0.461,0.85
방진호,1977,39,37,5,4,0,0,0,4,0,0,0,2,0,10,1,2,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/70766.jpg,2001,2002,0.108,0.154,0.108,0.262
배대웅,1954,356,822,85,213,32,3,11,284,83,24,7,72,4,52,16,5,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/95486.jpg,1982,1986,0.259,0.319,0.345,0.664
배성근,1995,140,183,28,33,6,0,1,42,11,2,1,20,0,63,4,4,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/64501.jpg,2019,2022,0.18,0.261,0.23,0.491
배스,1974,15,59,13,16,4,0,3,29,13,3,1,9,0,22,3,1,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/70643.jpg,2000,2000,0.271,0.368,0.492,0.859
배영섭,1986,633,1944,300,534,83,7,16,679,169,94,32,225,51,324,42,9,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/79465.jpg,2010,2019,0.275,0.35,0.349,0.699
배정훈,1973,93,162,11,34,5,0,2,45,10,1,1,7,0,38,5,3,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/96542.jpg,1996,1998,0.21,0.243,0.278,0.52
백동훈,1990,143,119,30,19,5,0,1,27,6,4,4,11,5,42,1,7,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/63559.jpg,2013,2021,0.16,0.231,0.227,0.458
백상원,1988,252,600,83,162,25,3,3,202,63,8,3,72,5,106,17,6,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/60456.jpg,2013,2018,0.27,0.348,0.337,0.685
백성진,1968,127,239,21,59,8,1,1,72,23,10,9,17,10,58,5,4,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/91351.jpg,1991,1997,0.247,0.297,0.301,0.598
백승룡,1982,159,207,28,34,7,0,0,41,9,6,3,28,11,64,3,7,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/75705.jpg,2005,2013,0.164,0.264,0.198,0.462
백승민,1990,44,85,7,18,3,0,0,21,10,0,0,4,2,25,3,4,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/64410.jpg,2018,2021,0.212,0.247,0.247,0.494
백승현,1995,59,90,9,19,3,0,0,22,4,1,1,9,2,27,1,6,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/65109.jpg,2017,2024,0.211,0.283,0.244,0.527
백용환,1989,390,752,81,153,28,0,29,268,83,5,3,90,6,231,26,10,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/78643.jpg,2013,2022,0.203,0.289,0.356,0.645
백인수,1963,953,2853,329,743,111,15,40,1004,270,82,43,287,46,311,73,12,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/87670.jpg,1987,1999,0.26,0.328,0.352,0.68
백인천,1943,116,403,67,135,31,2,23,239,91,13,3,56,4,29,11,3,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/96480.jpg,1982,1984,0.335,0.416,0.593,1.009
백재호,1974,1007,2571,278,631,130,6,68,977,306,19,13,272,36,481,65,11,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/97709.jpg,1997,2007,0.245,0.318,0.38,0.698
백진우,1988,259,478,70,120,36,2,9,187,55,5,5,46,11,110,14,8,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/60100.jpg,2010,2019,0.251,0.317,0.391,0.708
버나디나,1984,270,1070,224,337,51,11,47,551,181,64,20,104,21,215,18,2,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/67650.jpg,2017,2018,0.315,0.376,0.515,0.891
번즈,1990,249,885,151,252,72,5,38,448,121,15,9,62,20,233,26,2,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/67598.jpg,2017,2018,0.285,0.332,0.506,0.838
베로아,1965,11,31,1,3,1,0,1,7,3,0,0,3,0,15,0,1,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/72543.jpg,2002,2002,0.097,0.176,0.226,0.402
베탄코트,1991,53,203,23,50,8,0,8,82,29,1,1,18,1,51,1,1,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/69950.jpg,2019,2019,0.246,0.308,0.404,0.712
보어,1988,32,100,7,17,2,0,3,28,17,0,0,11,3,30,2,1,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/51144.jpg,2021,2021,0.17,0.252,0.28,0.532
부시,1968,76,240,20,51,11,1,10,94,28,0,0,16,1,81,11,1,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/98731.jpg,1998,1998,0.212,0.262,0.392,0.653
브라운,1984,137,464,82,121,21,2,28,230,76,5,2,66,7,127,12,1,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/65823.jpg,2015,2015,0.261,0.353,0.496,0.849
브래디,1969,70,155,18,40,6,4,3,63,6,4,1,6,2,30,3,1,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/98506.jpg,1998,1998,0.258,0.286,0.406,0.692
브룸바,1974,553,1971,320,590,94,3,116,1038,390,16,18,385,11,382,62,5,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/73324.jpg,2003,2009,0.299,0.414,0.527,0.94
브리또,1972,635,2343,347,683,131,5,112,1160,391,13,12,199,89,352,54,6,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/70834.jpg,2000,2005,0.292,0.347,0.495,0.842
브릭스,1971,115,361,48,102,14,6,23,197,74,6,3,13,3,85,7,1,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/99640.jpg,1999,1999,0.283,0.307,0.546,0.853
브링클리,1968,27,91,9,19,1,0,3,29,14,2,0,6,0,25,4,1,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/70335.jpg,2000,2000,0.209,0.258,0.319,0.576
산토스,1966,130,484,74,150,19,0,26,247,107,1,0,46,1,66,17,1,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/71643.jpg,2001,2001,0.31,0.37,0.51,0.88
살라디노,1989,44,132,26,37,8,0,6,63,27,6,1,23,7,41,3,1,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/50468.jpg,2020,2020,0.28,0.387,0.477,0.864
샌더스,1969,125,409,86,101,14,0,40,235,94,3,0,105,7,133,5,1,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/99643.jpg,1999,1999,0.247,0.401,0.575,0.975
샌즈,1987,164,611,117,187,40,2,40,351,150,1,3,83,6,128,19,2,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/68345.jpg,2018,2019,0.306,0.389,0.574,0.964
서동욱,1984,849,1974,273,500,98,10,47,759,233,26,13,235,37,592,35,14,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/73606.jpg,2003,2018,0.253,0.333,0.384,0.717
서동욱,2000,46,43,4,5,2,0,0,7,0,0,0,3,1,13,2,2,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/53569.jpg,2023,2024,0.116,0.174,0.163,0.337
서브넥,1976,40,143,14,32,3,1,4,49,15,2,1,6,1,17,2,1,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/76632.jpg,2006,2006,0.224,0.255,0.343,0.598
서상우,1989,194,382,63,108,14,0,13,161,51,7,2,52,6,107,6,6,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62164.jpg,2012,2019,0.283,0.369,0.421,0.79
서성민,1976,36,46,3,5,0,0,1,8,1,1,0,2,1,16,1,1,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/99327.jpg,2002,2002,0.109,0.146,0.174,0.32
서예일,1993,169,123,18,24,5,0,0,29,7,0,0,9,0,34,3,8,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/66203.jpg,2016,2024,0.195,0.25,0.236,0.486
서용빈,1971,828,2625,307,760,139,22,22,1009,350,31,19,238,32,353,61,9,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2024/94162.jpg,1994,2006,0.29,0.349,0.384,0.733
서일권,1961,75,88,12,18,4,0,0,22,6,3,1,9,0,24,1,4,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/88272.jpg,1988,1991,0.205,0.278,0.25,0.528
서정민,1969,63,112,16,26,1,1,2,35,9,3,2,6,1,34,1,3,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/92309.jpg,1992,1995,0.232,0.271,0.312,0.584
서정호,1981,24,44,6,8,0,0,2,14,4,2,0,4,0,15,1,4,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/74564.jpg,2004,2009,0.182,0.25,0.318,0.568
서정환,1955,716,2277,285,609,75,9,22,768,199,136,71,213,33,265,38,8,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/80053.jpg,1982,1989,0.267,0.33,0.337,0.667
서창기,1965,203,373,37,76,19,4,2,109,40,2,5,51,4,97,14,4,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/88670.jpg,1988,1992,0.204,0.3,0.292,0.592
서튼,1970,246,861,140,241,43,3,56,458,173,0,2,166,7,198,12,3,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/75333.jpg,2005,2007,0.28,0.396,0.532,0.928
서한규,1973,457,632,93,142,15,6,4,181,48,21,4,62,9,121,12,10,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/98504.jpg,1998,2007,0.225,0.294,0.286,0.58
서효인,1962,306,488,38,101,13,2,10,148,56,4,4,61,19,101,12,10,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/86171.jpg,1986,1995,0.207,0.295,0.303,0.598
석수철,1973,114,289,32,77,16,1,3,104,32,4,2,17,8,45,7,1,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/96806.jpg,1996,1996,0.266,0.307,0.36,0.667
성군철,1968,156,144,42,29,4,1,1,38,15,15,9,8,3,31,1,4,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/89775.jpg,1989,1992,0.201,0.243,0.264,0.507
성의준,1989,53,43,5,7,2,0,1,12,6,0,1,4,1,13,1,4,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/62406.jpg,2012,2017,0.163,0.234,0.279,0.513
소상영,1973,91,176,14,30,7,1,2,45,12,1,1,18,3,40,3,5,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/92209.jpg,1993,1997,0.17,0.247,0.256,0.503
소크라테스,1992,409,1613,266,487,90,13,63,792,270,40,18,127,7,252,31,3,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2024/52630.jpg,2022,2024,0.302,0.353,0.491,0.844
손길호,1967,109,164,11,24,3,1,1,32,16,3,6,15,4,18,6,2,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/90571.jpg,1990,1991,0.146,0.218,0.195,0.413
손동일,1971,203,461,58,92,18,1,10,142,40,12,6,33,1,130,8,6,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/94558.jpg,1994,1999,0.2,0.253,0.308,0.561
손상대,1954,33,31,1,6,1,0,0,7,3,1,0,3,1,11,1,4,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/30003.jpg,1982,1985,0.194,0.265,0.226,0.491
손상득,1956,236,381,51,89,6,4,2,109,35,14,5,20,1,57,7,5,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/96786.jpg,1982,1988,0.234,0.272,0.286,0.558
손시헌,1980,1559,4657,546,1265,224,25,70,1749,550,31,24,430,111,693,123,15,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/73213.jpg,2003,2019,0.272,0.333,0.376,0.709
손용석,1987,235,363,32,95,16,1,0,113,41,1,1,22,6,76,12,8,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/76536.jpg,2006,2016,0.262,0.304,0.311,0.615
손인호,1975,908,2257,235,593,122,13,24,813,242,17,16,226,23,409,28,13,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/98538.jpg,1998,2012,0.263,0.33,0.36,0.69
손주인,1983,1007,2362,286,635,99,8,21,813,232,29,23,184,42,344,67,15,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/72456.jpg,2002,2019,0.269,0.322,0.344,0.666
손지환,1978,908,2044,230,493,82,4,47,724,217,16,19,112,52,246,48,14,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/97103.jpg,1997,2010,0.241,0.281,0.354,0.635
손차훈,1970,486,1104,108,246,50,2,10,330,84,10,14,62,13,158,20,9,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/93309.jpg,1993,2001,0.223,0.264,0.299,0.563
송경섭,1960,53,152,9,30,9,1,2,47,20,2,1,12,5,41,4,1,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/80052.jpg,1982,1982,0.197,0.256,0.309,0.565
송광민,1983,1060,3601,489,1029,181,5,111,1553,530,30,17,192,32,812,125,13,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/76753.jpg,2006,2020,0.286,0.322,0.431,0.753
송구홍,1968,712,2287,314,622,105,10,42,873,235,97,39,148,72,253,67,9,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/91006.jpg,1991,2000,0.272,0.316,0.382,0.698
송산,1982,247,423,37,95,12,0,7,128,55,5,5,29,5,97,16,5,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/75612.jpg,2005,2012,0.225,0.274,0.303,0.577
송영운,1952,354,817,80,214,30,4,2,258,83,20,19,103,4,87,13,7,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/80056.jpg,1982,1988,0.262,0.345,0.316,0.66
송우현,1996,83,262,37,74,17,2,3,104,42,1,1,30,3,53,4,2,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/65362.jpg,2020,2021,0.282,0.356,0.397,0.753
송원국,1979,81,146,19,39,7,0,6,64,28,4,0,8,0,28,4,2,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/98264.jpg,2001,2002,0.267,0.305,0.438,0.744
송인호,1968,430,986,87,200,32,1,14,276,77,50,33,92,18,221,19,7,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/91809.jpg,1991,1997,0.203,0.271,0.28,0.551
송일섭,1959,621,1512,183,389,73,4,39,587,163,15,14,170,40,227,31,8,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/83670.jpg,1983,1990,0.257,0.332,0.388,0.721
송일수,1950,160,351,38,78,13,2,4,107,40,2,7,22,5,40,9,3,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/80057.jpg,1984,1986,0.222,0.268,0.305,0.573
송재박,1956,248,654,73,177,32,5,16,267,95,5,3,86,11,100,7,4,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/88274.jpg,1988,1991,0.271,0.355,0.408,0.764
송재익,1974,486,490,77,89,17,4,6,132,53,26,10,56,16,157,9,7,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/97404.jpg,1997,2004,0.182,0.266,0.269,0.535
송주호,1988,199,240,31,40,6,0,1,49,12,7,5,16,1,63,2,4,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/60404.jpg,2013,2016,0.167,0.219,0.204,0.423
송준석,1994,105,189,20,44,10,0,4,66,17,0,0,8,4,39,9,6,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2023/64469.jpg,2018,2023,0.233,0.264,0.349,0.613
송지만,1973,1938,6620,1019,1870,327,28,311,3186,1030,165,102,691,145,1451,144,18,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/96761.jpg,1996,2013,0.282,0.35,0.481,0.832
송진호,1957,41,80,11,11,2,0,1,16,7,3,2,2,0,18,0,1,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/95853.jpg,1982,1982,0.138,0.159,0.2,0.359
송태일,1970,215,541,49,122,26,1,15,195,69,7,2,26,2,82,14,4,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/93523.jpg,1993,1996,0.226,0.261,0.36,0.621
스나이더,1982,150,531,105,142,33,1,30,267,88,4,4,46,14,166,2,2,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/64158.jpg,2014,2015,0.267,0.326,0.503,0.829
스몰린스키,1989,55,205,32,47,14,1,9,90,42,3,1,16,5,31,7,1,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/69901.jpg,2019,2019,0.229,0.285,0.439,0.724
스미스,1969,241,831,141,239,47,2,75,515,198,1,2,78,4,220,25,2,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/99433.jpg,1999,2000,0.288,0.349,0.62,0.968
스미스,1970,30,100,11,22,3,0,6,43,19,0,0,7,1,25,3,1,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/75734.jpg,2005,2005,0.22,0.271,0.43,0.701
