full_name,birth_year,retire_year,G,AB,H,2B,3B,HR,BB,SO,RBI,R,SB,CS,AVG,OBP,SLG,OPS
Bobby Cox,1945,1969,220,628,141,22,2,9,75,126,58,50,3,3,0.224522293,0.307254623,0.308917197,0.61617182
Bobby Crosby,1980,2010,747,2559,605,146,8,62,241,516,276,329,34,13,0.236420477,0.302142857,0.372411098,0.674553955
Bobby Dalbec,1997,2024,331,946,210,37,7,47,79,384,142,115,9,0,0.221987315,0.28195122,0.424947146,0.706898365
Bobby Darwin,1948,1977,639,2223,559,76,16,83,160,576,328,249,15,9,0.251461988,0.30172052,0.41205578,0.713776301
Bobby Del Greco,1934,1965,731,1982,454,95,11,42,271,372,169,271,16,15,0.229061554,0.321793165,0.351664985,0.67345815
Bobby Doerr,1915,1951,1865,7093,2042,381,89,223,809,608,1247,1094,54,64,0.287889468,0.360794736,0.461017905,0.82181264
Bobby Estalella,1964,2004,990,3100,815,155,38,92,480,536,455,405,19,19,0.262903226,0.361731844,0.426451613,0.788183456
Bobby Etheridge,1945,1969,96,246,60,16,2,2,26,38,25,26,0,0,0.243902439,0.316176471,0.349593496,0.665769967
Bobby Fenwick,1949,1973,41,56,10,3,0,0,3,15,5,7,0,1,0.178571429,0.220338983,0.232142857,0.45248184
Bobby Floyd,1945,1974,214,425,93,18,1,0,28,99,26,40,2,2,0.218823529,0.267108168,0.265882353,0.532990521
Bobby Gene Smith,1936,1965,476,962,234,35,5,13,55,154,96,101,5,9,0.243243243,0.284169125,0.330561331,0.614730455
Bobby Grich,1947,1986,2008,6890,1833,320,47,224,1087,1278,864,1033,104,83,0.266037736,0.366052401,0.423657475,0.789709875
Bobby Higginson,1972,2005,1362,4910,1336,270,33,187,649,796,709,736,91,53,0.27209776,0.357078611,0.454786151,0.811864762
Bobby Hill,1979,2005,249,523,137,20,4,6,48,100,58,67,6,4,0.261950287,0.323992995,0.349904398,0.673897392
Bobby Hofman,1928,1957,341,670,166,22,6,32,70,94,101,81,1,5,0.247761194,0.318918919,0.441791045,0.760709964
Bobby Hughes,1975,1999,133,319,76,9,2,12,21,82,37,38,1,2,0.238244514,0.285294118,0.39184953,0.677143647
Bobby Kielty,1978,2007,599,1792,456,105,6,53,246,372,253,257,21,6,0.254464286,0.344455348,0.408482143,0.752937491
Bobby Klaus,1941,1965,215,590,123,25,4,6,74,92,29,65,5,10,0.208474576,0.296686747,0.294915254,0.591602001
Bobby Kline,1932,1955,77,140,31,5,0,0,11,27,9,12,0,0,0.221428571,0.278145695,0.257142857,0.535288553
Bobby Knoop,1941,1972,1153,3622,856,129,29,56,305,833,331,337,16,17,0.236333517,0.295645531,0.334345665,0.629991196
Bobby Lowe,1867,1907,1821,7065,1929,230,85,71,473,626,984,1131,302,41,0.273036093,0.318652162,0.35980184,0.678454002
Bobby Malkmus,1934,1962,268,572,123,15,5,8,38,90,46,69,3,5,0.215034965,0.263934426,0.300699301,0.564633727
Bobby Mattick,1915,1942,206,690,161,31,1,0,33,60,64,54,7,11,0.233333333,0.268326418,0.28115942,0.549485838
Bobby Meacham,1960,1988,457,1371,324,58,8,8,140,276,114,202,58,24,0.236323851,0.307081403,0.307804522,0.614885925
Bobby Messenger,1888,1914,56,157,27,1,3,0,20,112,4,29,10,9,0.171974522,0.265536723,0.21656051,0.482097233
Bobby Mitchell,1951,1983,476,1230,293,44,14,24,140,283,165,161,29,27,0.238211382,0.316058394,0.355284553,0.671342947
Bobby Morgan,1928,1958,671,2088,487,96,11,53,327,381,217,286,18,13,0.233237548,0.337060041,0.365900383,0.702960425
Bobby Murcer,1944,1983,1908,6730,1862,285,45,252,862,841,1043,972,127,75,0.27667162,0.358798736,0.444725111,0.803523847
Bobby Murray,1900,1923,10,37,7,1,0,0,1,4,2,2,1,0,0.189189189,0.210526316,0.216216216,0.426742532
Bobby Pfeil,1947,1971,106,281,68,12,0,2,13,36,19,25,1,2,0.241992883,0.275510204,0.306049822,0.581560026
Bobby Ramos,1956,1984,103,232,44,7,1,4,22,38,17,20,0,0,0.189655172,0.25984252,0.280172414,0.540014933
Bobby Reeves,1903,1931,502,1598,402,55,22,8,175,218,135,203,21,21,0.251564456,0.325437112,0.32853567,0.653972782
Bobby Reis,1912,1937,52,107,27,5,0,0,15,13,8,13,2,7,0.252336449,0.344262295,0.299065421,0.643327716
Bobby Rhawn,1924,1949,91,198,47,9,2,2,35,17,18,38,4,6,0.237373737,0.35193133,0.333333333,0.685264664
Bobby Richardson,1932,1966,1412,5386,1432,196,37,34,262,243,390,643,73,48,0.265874489,0.299929178,0.334942443,0.634871622
Bobby Robinson,1906,1940,523,1861,459,56,21,9,177,266,190,278,40,25,0.246641591,0.312070658,0.31380978,0.625880437
Bobby Rose,1966,1992,73,200,49,11,3,5,15,33,23,24,1,1,0.245,0.297674419,0.405,0.702674419
Bobby Scales,1986,2010,61,137,34,8,2,3,18,37,17,19,1,0,0.248175182,0.335483871,0.401459854,0.736943725
Bobby Schang,1902,1927,82,186,35,7,4,0,18,47,6,14,3,7,0.188172043,0.259803922,0.268817204,0.528621126
Bobby Smith,1975,2002,258,826,192,29,4,21,70,268,107,88,11,9,0.232445521,0.292410714,0.353510896,0.64592161
Bobby Stevens,1908,1931,12,35,12,0,0,0,2,2,4,3,0,2,0.342857143,0.378378378,0.342857143,0.721235521
Bobby Sturgeon,1920,1948,420,1220,313,48,12,1,34,79,80,107,7,14,0.256557377,0.276714514,0.318032787,0.5947473
Bobby Thompson,1955,1978,64,120,27,3,3,2,9,26,12,23,7,2,0.225,0.279069767,0.35,0.629069767
Bobby Thomson,1923,1960,1779,6305,1705,267,74,264,559,804,1026,903,38,31,0.270420301,0.32983683,0.46185567,0.7916925
Bobby Tolan,1944,1979,1282,4238,1121,173,34,86,258,587,497,572,193,100,0.264511562,0.306717082,0.382255781,0.688972863
Bobby Trevino,1945,1968,17,40,9,1,0,0,2,9,1,1,0,1,0.225,0.261904762,0.25,0.511904762
Bobby Valentine,1947,1979,639,1698,441,59,9,12,140,134,157,176,27,20,0.259717314,0.316104461,0.326266196,0.642370657
Bobby Vaughn,1891,1915,149,535,148,19,9,0,59,75,32,70,25,5,0.276635514,0.348484848,0.345794393,0.694279241
Bobby Veach,1889,1925,1823,6656,2063,393,147,64,571,404,1166,952,195,95,0.309945913,0.364466584,0.442007212,0.806473795
Bobby Wallace,1873,1918,2347,8507,2286,388,140,34,768,659,1110,1041,201,50,0.268719878,0.329272237,0.359233572,0.68850581
Bobby Wheelock,1866,1891,236,854,201,25,4,3,118,107,70,138,106,7,0.235362998,0.3281893,0.284543326,0.612732626
Bobby Wilkins,1921,1945,86,179,46,6,0,0,11,21,7,29,2,4,0.25698324,0.3,0.290502793,0.590502793
Bobby Williams,1902,1934,493,1713,386,52,18,3,133,238,204,248,64,22,0.225335668,0.281148429,0.281961471,0.5631099
Bobby Wilson,1987,2019,386,932,189,40,0,18,70,227,102,83,0,3,0.2027897,0.258483034,0.303648069,0.562131103
Bobby Wine,1938,1972,1164,3172,682,104,16,30,214,538,268,249,7,7,0.215006305,0.264619019,0.286254729,0.550873748
Bobby Winston,1897,1921,47,145,36,9,1,0,25,0,12,20,3,5,0.248275862,0.358823529,0.324137931,0.68296146
Bobby Witt,1999,2024,469,1868,538,104,28,82,127,362,285,304,110,34,0.288008565,0.333333333,0.505353319,0.838686652
Bobby Young,1928,1958,687,2447,609,68,28,15,208,212,137,244,18,21,0.248876175,0.307721281,0.317940335,0.625661616
Bobo Leonard,1900,1927,161,512,135,23,4,6,52,152,56,72,7,11,0.263671875,0.331560284,0.359375,0.690935284
Bobo Osborne,1935,1963,359,763,157,30,2,17,104,171,86,93,2,0,0.20576671,0.301038062,0.317169069,0.618207132
Bombo Rivera,1954,1982,335,831,220,39,11,10,71,144,83,109,11,8,0.264741276,0.322616408,0.374247894,0.696864302
Bones Ely,1867,1902,1331,5127,1326,149,68,24,255,370,650,650,169,30,0.258630778,0.293756968,0.328262142,0.622019109
Bonnie Serrell,1918,1945,155,566,175,36,15,9,42,77,79,98,13,8,0.309187279,0.356907895,0.473498233,0.830406128
Boob Fowler,1900,1926,78,175,57,7,2,1,6,19,18,30,3,2,0.325714286,0.348066298,0.405714286,0.753780584
Boog Powell,1977,2018,2101,6822,1813,276,12,342,1017,1262,1199,916,21,23,0.265757842,0.361015436,0.460128994,0.82114443
Boots Day,1946,1974,471,1151,295,28,6,8,95,141,98,146,15,15,0.256298871,0.313001605,0.311902693,0.624904298
Boots McClain,1898,1926,125,446,99,12,7,4,35,193,50,56,10,14,0.221973094,0.278586279,0.307174888,0.585761166
Boss Schmidt,1883,1911,479,1480,360,41,22,3,36,224,124,137,23,14,0.243243243,0.26121372,0.306756757,0.567970477
Boyd Perry,1918,1941,36,83,15,5,0,0,10,9,11,9,1,0,0.180722892,0.268817204,0.240963855,0.50978106
Boze Berger,1911,1939,343,1144,270,51,8,13,94,226,97,146,12,7,0.236013986,0.294022617,0.328671329,0.622693946
Bozo Jackson,1919,1945,16,61,18,1,1,0,2,150,1,8,0,9,0.295081967,0.317460317,0.344262295,0.661722613
Brad Ausmus,1970,2010,1971,6279,1579,270,34,80,634,1034,607,718,102,53,0.251473165,0.32012151,0.343526039,0.663647549
Brad Davis,1987,2010,33,109,23,7,1,3,9,37,16,8,2,0,0.211009174,0.271186441,0.376146789,0.64733323
Brad Eldred,1986,2012,90,276,56,12,1,15,17,109,34,31,1,1,0.202898551,0.249146758,0.416666667,0.665813424
Brad Emaus,1988,2011,14,37,6,0,0,0,4,9,1,2,0,0,0.162162162,0.243902439,0.162162162,0.406064601
Brad Fullmer,1974,2004,807,2789,778,203,16,114,216,373,442,395,32,21,0.27895303,0.33078203,0.485837218,0.816619248
Brad Gulden,1957,1986,182,435,87,14,2,5,45,61,43,45,2,3,0.2,0.275,0.275862069,0.550862069
Brad Hawpe,1982,2013,910,2934,806,176,23,124,430,810,492,400,13,16,0.274710293,0.367419738,0.477164281,0.844584019
Brad Kocher,1891,1916,69,139,25,5,2,0,4,48,12,9,0,7,0.179856115,0.202797203,0.244604317,0.447401519
Brad Komminsk,1961,1991,376,986,215,37,5,23,114,258,105,140,39,20,0.218052738,0.299090909,0.335699797,0.634790706
Brad Miller,1990,2023,1055,3132,740,133,30,123,350,873,405,397,43,18,0.236270754,0.313038484,0.415708812,0.728747296
Brad Mills,1957,1983,106,168,43,5,0,1,14,21,12,11,0,1,0.255952381,0.313186813,0.303571429,0.616758242
Brad Snyder,1989,2014,30,66,11,2,0,2,5,28,8,5,0,0,0.166666667,0.225352113,0.287878788,0.513230901
Brad Wellman,1959,1989,441,927,214,30,2,6,59,176,77,97,26,15,0.230852211,0.276876268,0.286947141,0.563823409
Brad Wilkerson,1978,2008,972,3187,788,193,28,122,492,947,399,500,53,43,0.247254471,0.347920631,0.440225918,0.788146548
Braden Bishop,1996,2021,47,90,12,2,0,0,5,33,8,6,1,0,0.133333333,0.178947368,0.155555556,0.334502924
Braden Shewmake,2000,2024,31,68,8,2,0,1,1,11,4,4,5,1,0.117647059,0.130434783,0.191176471,0.321611253
Bradford Bennett,1917,1942,68,204,49,7,1,6,16,41,29,21,2,5,0.240196078,0.295454545,0.37254902,0.668003565
Bradley Zimmer,1994,2022,372,859,183,34,3,21,76,331,91,121,42,8,0.213038417,0.277005348,0.332945285,0.609950633
Brady Anderson,1965,2002,1834,6499,1661,338,67,210,960,1190,761,1062,315,100,0.255577781,0.351387585,0.42514233,0.776529915
Brady Clark,1977,2008,785,2015,559,97,7,36,208,252,210,264,48,33,0.277419355,0.34502924,0.386104218,0.731133458
Braggo Roth,1891,1921,811,2831,804,138,73,30,335,389,422,427,189,48,0.283998587,0.359759949,0.416107383,0.775867332
Branch Rickey,1888,1914,120,343,82,8,6,3,27,113,39,38,8,9,0.239067055,0.294594595,0.32361516,0.618209755
Branch Russell,1899,1932,766,2880,889,134,73,57,368,265,491,632,71,25,0.308680556,0.387007389,0.465277778,0.852285167
Brandon Allen,1986,2012,116,344,70,19,2,12,42,137,41,44,3,0,0.203488372,0.29015544,0.375,0.66515544
Brandon Barnes,1990,2018,484,1172,284,56,9,20,67,358,102,133,22,20,0.242320819,0.283292978,0.35665529,0.639948268
Brandon Belt,1988,2023,1413,4729,1232,290,36,194,678,1346,627,681,47,21,0.260520195,0.353245792,0.460139564,0.813385357
Brandon Berger,1978,2004,81,217,46,8,2,8,15,45,24,28,2,1,0.211981567,0.262931034,0.377880184,0.640811219
Brandon Boggs,1985,2011,130,326,68,18,4,10,49,113,43,34,4,2,0.208588957,0.312,0.380368098,0.692368098
Brandon Crawford,1988,2024,1684,5646,1404,295,44,147,544,1294,748,674,47,34,0.248671626,0.314701131,0.394615657,0.709316788
Brandon Dixon,1996,2023,235,615,138,32,4,22,29,219,74,66,6,1,0.224390244,0.25931677,0.396747967,0.656064738
Brandon Drury,1992,2024,867,2915,713,170,9,109,188,718,375,337,5,8,0.244596913,0.290364164,0.421269297,0.71163346
Brandon Fahey,1983,2008,189,411,92,18,5,2,28,82,36,54,5,4,0.223844282,0.273348519,0.306569343,0.579917862
Brandon Guyer,1989,2018,518,1291,323,72,5,32,91,269,137,184,22,8,0.250193648,0.299565847,0.388071263,0.687637109
Brandon Harper,1983,2006,18,41,12,3,0,2,4,4,6,6,0,0,0.292682927,0.355555556,0.512195122,0.867750678
Brandon Hicks,1988,2014,126,294,45,11,1,11,40,119,30,43,1,1,0.153061224,0.254491018,0.30952381,0.564014827
Brandon Inge,1978,2013,1532,5014,1166,228,38,152,443,1306,648,563,45,40,0.232548863,0.294850651,0.384124452,0.678975102
Brandon Jones,1984,2009,51,148,38,11,1,1,11,39,22,18,1,0,0.256756757,0.308176101,0.364864865,0.673040965
Brandon Laird,1988,2013,53,127,25,4,0,6,8,38,16,12,0,0,0.196850394,0.244444444,0.37007874,0.614523185
Brandon Larson,1978,2004,109,291,52,11,0,8,35,86,37,29,4,2,0.178694158,0.266871166,0.298969072,0.565840238
Brandon Lowe,1995,2024,611,2150,527,107,12,126,244,668,363,336,30,3,0.245116279,0.322055138,0.481860465,0.803915603
Brandon Marsh,1998,2024,472,1482,380,72,16,41,157,547,191,189,45,10,0.256410256,0.327638804,0.409581646,0.737220451
Brandon Moss,1984,2017,1016,3133,742,159,17,160,328,968,473,419,11,11,0.236833706,0.309159203,0.451643792,0.760802994
Brandon Nimmo,1993,2024,911,3136,820,161,32,110,474,833,371,512,41,17,0.261479592,0.358448753,0.438456633,0.796905386
Brandon Phillips,1979,2018,1902,7378,2029,368,35,211,420,1092,951,1005,209,84,0.275006777,0.314054886,0.420168067,0.734222953
Brandon Snyder,1990,2018,122,200,48,14,1,9,7,67,29,27,0,1,0.24,0.265700483,0.455,0.720700483
Brandon Watson,1982,2007,40,86,17,2,1,1,6,12,7,10,2,4,0.197674419,0.25,0.279069767,0.529069767
Brandon Wood,1984,2011,272,700,130,18,0,18,32,218,64,65,5,0,0.185714286,0.221311475,0.288571429,0.509882904
Brandy Davis,1929,1953,67,134,25,3,1,0,11,31,3,19,9,4,0.186567164,0.248275862,0.223880597,0.472156459
Brant Alyea,1944,1972,371,866,214,33,2,38,100,210,148,100,5,7,0.247113164,0.32505176,0.42147806,0.74652982
Brant Brown,1973,2000,424,1056,261,52,11,45,74,316,146,142,15,14,0.247159091,0.296460177,0.445075758,0.741535935
Braulio Castillo,1968,1992,56,128,24,6,1,2,5,30,9,15,2,1,0.1875,0.218045113,0.296875,0.514920113
Brayan Pe챰a,1982,2016,638,1807,468,93,2,23,105,214,164,136,6,7,0.258992806,0.299686192,0.350857775,0.650543968
Brayan Rocchio,2000,2024,166,464,99,24,0,8,48,117,44,59,10,6,0.213362069,0.287109375,0.316810345,0.60391972
Brendan Donovan,1999,2024,374,1305,366,65,5,30,140,204,152,177,12,9,0.28045977,0.35017301,0.406896552,0.757069562
Brendan Harris,1983,2013,529,1694,434,99,7,33,132,343,167,208,5,5,0.256198347,0.309967141,0.381345927,0.691313068
Brendan Rodgers,1996,2024,452,1690,449,92,8,45,111,391,197,218,1,0,0.265680473,0.310938368,0.409467456,0.720405823
Brendan Ryan,1984,2016,896,2591,604,116,18,19,198,490,203,304,67,25,0.233114628,0.287558265,0.313778464,0.601336729
Brennan Boesch,1987,2015,481,1577,394,79,7,48,109,344,195,192,22,7,0.249841471,0.298339265,0.400126823,0.698466088
Brent Abernathy,1979,2005,232,868,212,36,5,8,60,93,80,97,21,7,0.244239631,0.293103448,0.324884793,0.617988241
Brent Bowers,1973,1996,21,39,12,2,0,0,0,7,3,6,0,0,0.307692308,0.307692308,0.358974359,0.666666667
Brent Brede,1973,1998,169,422,106,20,5,5,46,86,40,50,8,2,0.251184834,0.324786325,0.357819905,0.68260623
Brent Butler,1978,2003,203,553,137,28,6,11,24,60,60,85,4,7,0.247739602,0.279029463,0.379746835,0.658776298
Brent Clevlen,1984,2010,59,77,18,2,2,3,5,31,7,17,0,0,0.233766234,0.280487805,0.428571429,0.709059233
Brent Cookson,1975,1999,25,40,6,1,0,0,2,8,5,2,1,0,0.15,0.19047619,0.175,0.36547619
Brent Gates,1970,1999,685,2329,616,119,11,25,225,349,279,268,18,13,0.264491198,0.329287392,0.357234865,0.686522257
Brent Lillibridge,1985,2013,358,708,145,25,4,19,49,235,71,102,37,14,0.20480226,0.256274769,0.331920904,0.588195673
Brent Mayne,1967,2004,1279,3614,951,178,8,38,370,580,403,359,18,27,0.263143331,0.331576305,0.34836746,0.679943765
Brent Morel,1987,2015,220,662,150,26,1,13,40,132,59,72,12,6,0.226586103,0.270655271,0.327794562,0.598449833
Brent Rooker,1997,2024,363,1249,322,59,3,79,126,435,204,173,15,3,0.257806245,0.325818182,0.49959968,0.825417862
Brenton Doyle,2000,2024,275,941,222,40,9,33,68,304,120,130,52,10,0.235919235,0.28741328,0.402763018,0.690176299
Bret Barberie,1968,1996,479,1434,388,73,6,16,164,268,133,163,16,13,0.270571827,0.34543179,0.363319386,0.708751176
Bret Boone,1969,2005,1780,6683,1775,366,28,252,552,1295,1021,927,94,53,0.265599282,0.321630961,0.441867425,0.763498385
Brett Baty,1999,2024,169,544,117,15,0,15,47,159,55,60,2,0,0.215073529,0.27749577,0.325367647,0.602863417
Brett Butler,1958,1997,2213,8180,2375,277,131,54,1129,907,578,1359,558,257,0.290342298,0.376409926,0.37603912,0.752449046
Brett Carroll,1984,2012,180,288,58,13,3,5,21,84,28,48,2,1,0.201388889,0.25566343,0.319444444,0.575107875
Brett Eibner,1993,2017,87,220,42,10,1,8,21,67,28,24,0,2,0.190909091,0.261410788,0.354545455,0.615956243
Brett Gardner,1985,2021,1688,5737,1470,251,73,139,699,1245,578,943,274,64,0.25623148,0.337010566,0.398117483,0.735128049
Brett Harris,2001,2024,36,103,15,3,0,3,17,25,12,15,0,3,0.145631068,0.266666667,0.262135922,0.528802589
Brett Hayes,1986,2015,189,434,89,26,1,13,25,140,37,46,1,0,0.205069124,0.248366013,0.359447005,0.607813018
Brett Jackson,1990,2014,51,124,21,6,1,4,23,60,9,14,0,3,0.169354839,0.299319728,0.330645161,0.629964889
Brett Lawrie,1988,2016,588,2217,578,112,13,71,153,487,253,266,41,19,0.260712675,0.308438819,0.419034732,0.72747355
Brett Nicholas,1993,2017,37,103,26,9,0,4,6,22,15,12,0,0,0.252427184,0.293577982,0.45631068,0.749888661
Brett Phillips,1994,2023,395,854,160,25,9,31,95,376,99,122,39,6,0.18735363,0.268703899,0.346604215,0.615308114
Brett Pill,1988,2013,111,240,56,10,2,9,13,44,32,28,1,1,0.233333333,0.272727273,0.404166667,0.676893939
Brett Sullivan,2000,2024,40,97,20,3,0,2,5,23,8,8,0,0,0.206185567,0.245098039,0.298969072,0.544067111
Brett Wallace,1988,2016,494,1284,305,68,3,40,119,432,138,143,2,2,0.237538941,0.302209551,0.388629283,0.690838834
Brett Wisely,2000,2024,142,372,81,18,1,6,22,105,39,35,4,4,0.217741935,0.26142132,0.319892473,0.581313793
Breyvic Valera,1995,2021,93,208,49,8,2,2,20,32,29,25,2,0,0.235576923,0.302631579,0.322115385,0.624746964
Brian Anderson,1989,2024,985,3026,740,165,12,88,302,821,353,395,27,22,0.244547257,0.313100962,0.394249835,0.707350796
Brian Asselstine,1953,1981,284,574,146,27,4,12,38,74,68,52,5,4,0.254355401,0.300653595,0.37804878,0.678702375
Brian Banks,1975,2003,273,495,122,19,3,13,62,129,64,65,8,3,0.246464646,0.330341113,0.375757576,0.706098689
Brian Barden,1984,2010,119,175,37,4,0,4,11,44,14,21,0,2,0.211428571,0.258064516,0.302857143,0.560921659
Brian Barton,1985,2009,83,153,41,9,2,2,19,39,13,23,3,2,0.267973856,0.348837209,0.392156863,0.740994072
Brian Bixler,1986,2012,183,323,61,14,3,2,22,117,14,41,9,3,0.188854489,0.24057971,0.269349845,0.509929555
Brian Bocock,1986,2010,38,82,11,1,0,0,12,32,2,6,4,2,0.134146341,0.244680851,0.146341463,0.391022314
Brian Bogusevic,1988,2015,321,748,178,36,4,19,72,204,67,93,24,7,0.237967914,0.304878049,0.372994652,0.677872701
Brian Buchanan,1977,2004,346,767,198,37,3,32,73,210,103,105,9,7,0.258148631,0.322619048,0.439374185,0.761993233
Brian Buscher,1984,2009,164,436,116,13,1,8,53,93,69,51,1,2,0.266055046,0.345603272,0.355504587,0.701107859
Brian Dallimore,1981,2005,27,50,13,3,0,1,4,7,7,9,0,1,0.26,0.314814815,0.38,0.694814815
Brian Daubach,1975,2005,661,2025,525,139,10,93,236,541,333,271,5,3,0.259259259,0.336576736,0.475555556,0.812132292
Brian Dayett,1960,1987,218,426,110,26,2,14,37,71,68,45,0,1,0.258215962,0.3174946,0.427230047,0.744724647
Brian Dinkelman,1988,2011,23,73,22,1,0,0,4,14,4,5,2,0,0.301369863,0.337662338,0.315068493,0.652730831
Brian Dorsett,1966,1996,163,411,92,15,0,9,32,73,51,38,0,0,0.223844282,0.279909707,0.326034063,0.60594377
Brian Downing,1950,1992,2344,7853,2099,360,28,275,1197,1127,1073,1188,50,44,0.267286387,0.364198895,0.425315166,0.789514061
Brian Doyle,1955,1981,110,199,32,3,0,1,10,13,13,18,1,5,0.16080402,0.200956938,0.190954774,0.391911712
Brian Dozier,1989,2020,1144,4316,1055,231,21,192,488,973,561,664,105,36,0.244439296,0.321190674,0.441149212,0.762339887
Brian Giles,1966,2009,2134,7236,2059,438,55,297,1253,986,1128,1195,136,58,0.284549475,0.390151961,0.483416252,0.873568213
Brian Goodwin,1993,2021,429,1244,304,79,7,50,129,381,158,177,23,5,0.24437299,0.315367808,0.439710611,0.755078419
Brian Harper,1957,1995,1001,3151,931,186,7,63,133,188,428,339,8,17,0.295461758,0.323995128,0.41891463,0.742909758
Brian Horwitz,1985,2008,21,36,8,0,0,2,5,10,4,5,0,0,0.222222222,0.317073171,0.388888889,0.70596206
Brian Johnson,1971,2001,471,1415,351,60,6,49,80,268,196,132,1,3,0.248056537,0.288294314,0.402826855,0.69112117
Brian Jordan,1969,2006,1456,5160,1454,267,37,184,353,842,821,755,119,48,0.281782946,0.327770724,0.454844961,0.782615685
Brian L. Hunter,1971,2003,1000,3347,882,146,28,25,243,581,241,500,260,61,0.26351957,0.313370474,0.346280251,0.659650725
Brian Lesher,1975,2002,108,263,59,10,2,9,19,65,38,31,5,1,0.224334601,0.276595745,0.380228137,0.656823882
Brian McCann,1982,2019,1755,6067,1590,294,5,282,640,1054,1018,742,25,9,0.262073512,0.332488445,0.451623537,0.784111982
Brian McRae,1967,1999,1354,5114,1336,264,58,103,488,824,532,734,196,86,0.261243645,0.325598001,0.395971842,0.721569843
Brian Myrow,1983,2008,52,51,8,2,0,1,8,17,4,3,0,0,0.156862745,0.271186441,0.254901961,0.526088401
Brian O'Grady,1996,2021,62,98,18,6,1,4,12,35,12,14,1,0,0.183673469,0.272727273,0.387755102,0.660482375
Brian R. Hunter,1969,2000,699,1555,364,90,7,67,141,335,259,187,4,9,0.234083601,0.297759434,0.43022508,0.727984514
Brian Roberts,1978,2014,1417,5531,1527,367,39,97,609,844,542,850,285,73,0.276080275,0.347882736,0.409148436,0.757031172
Brian Schneider,1977,2012,1048,3165,781,167,9,67,331,526,387,284,4,8,0.246761453,0.318077803,0.368720379,0.686798182
Brian Serven,1999,2024,101,273,51,9,1,6,18,76,20,25,0,0,0.186813187,0.237113402,0.293040293,0.530153695
Brian Simmons,1976,2001,119,252,55,8,3,8,17,58,31,26,5,1,0.218253968,0.267657993,0.369047619,0.636705612
Brian Turang,1970,1994,78,252,56,16,2,1,24,45,15,31,9,3,0.222222222,0.289855072,0.313492063,0.603347136
Brice Turang,2000,2024,292,963,230,33,7,13,88,199,91,118,76,10,0.238836968,0.302568982,0.328141225,0.630710207
Bricktop Wright,1920,1943,22,68,12,0,0,0,6,1,4,10,2,2,0.176470588,0.243243243,0.176470588,0.419713831
Bris Lord,1883,1913,745,2767,707,119,49,13,175,284,236,380,74,18,0.255511384,0.299796057,0.348030358,0.647826415
Brock Davis,1944,1972,242,543,141,12,5,1,57,73,43,48,7,10,0.259668508,0.33,0.305709024,0.635709024
Brock Holt,1989,2021,753,2367,621,127,17,25,233,508,234,316,41,15,0.262357414,0.328461538,0.362061681,0.69052322
Brock Stassi,1994,2017,51,78,13,2,1,2,12,22,7,6,0,0,0.166666667,0.277777778,0.294871795,0.572649573
Broderick Perkins,1955,1984,516,1255,340,62,8,8,80,116,157,127,9,11,0.270916335,0.314606742,0.352191235,0.666797977
Brook Fordyce,1972,2004,623,1807,467,103,4,41,119,295,188,172,8,6,0.258439402,0.304257529,0.387935805,0.692193334
Brook Jacoby,1959,1992,1311,4520,1220,204,24,120,439,764,545,535,16,25,0.269911504,0.334543255,0.405309735,0.739852989
Brooks Baldwin,2001,2024,33,114,24,6,0,2,6,31,8,9,4,0,0.210526316,0.25,0.315789474,0.565789474
Brooks Conrad,1986,2014,293,460,92,24,3,19,43,166,73,57,7,1,0.2,0.268389662,0.389130435,0.657520097
Brooks Kieschnick,1977,2004,190,236,55,9,1,9,24,63,34,22,1,0,0.233050847,0.303846154,0.394067797,0.69791395
Brooks Lee,2001,2024,50,172,38,6,1,3,11,27,27,9,3,0,0.220930233,0.267759563,0.319767442,0.587527005
Brooks Robinson,1932,1977,2896,10654,2848,482,68,268,860,990,1357,1232,28,22,0.267317439,0.322042731,0.400788436,0.722831167
Brother Pace,1899,1922,23,65,15,4,1,1,4,2,8,12,0,2,0.230769231,0.275362319,0.369230769,0.644593088
Bruce Aven,1975,2002,259,609,166,33,2,20,57,135,103,85,6,4,0.272577997,0.334834835,0.431855501,0.766690336
Bruce Benedict,1955,1989,982,2878,696,98,6,18,328,251,260,214,12,20,0.241834607,0.319401123,0.298818624,0.618219747
Bruce Bochte,1952,1986,1538,5233,1478,250,21,100,653,662,658,643,43,41,0.282438372,0.362045532,0.395566597,0.757612128
Bruce Bochy,1956,1987,358,802,192,37,2,26,67,177,93,75,1,2,0.239401496,0.298043728,0.387780549,0.685824277
Bruce Boisclair,1952,1979,410,917,241,47,6,10,86,183,77,114,18,14,0.262813522,0.326021934,0.359869138,0.685891073
Bruce Caldwell,1908,1932,25,38,7,1,1,0,4,4,5,4,1,2,0.184210526,0.261904762,0.263157895,0.525062657
Bruce Campbell,1907,1942,1360,4762,1382,295,87,106,548,584,766,759,53,50,0.290214196,0.36346516,0.45548089,0.81894605
Bruce Christensen,1948,1971,29,63,17,1,0,0,6,5,3,4,0,1,0.26984127,0.333333333,0.285714286,0.619047619
Bruce Connatser,1908,1932,35,109,28,6,1,0,6,11,8,13,1,0,0.256880734,0.295652174,0.330275229,0.625927403
Bruce Edwards,1924,1956,591,1675,429,67,20,39,190,179,241,191,9,14,0.256119403,0.331903485,0.389850746,0.721754232
