full_name,birth_year,retire_year,G,AB,H,2B,3B,HR,BB,SO,RBI,R,SB,CS,AVG,OBP,SLG,OPS
Hugh Hill,1880,1904,24,94,21,2,1,3,2,75,4,13,3,5,0.223404255,0.239583333,0.361702128,0.601285461
Hugh McMullen,1903,1929,64,108,19,3,0,0,2,22,6,6,1,5,0.175925926,0.190909091,0.203703704,0.394612795
Hugh Nicol,1858,1890,888,3465,813,91,29,5,337,312,303,631,411,23,0.234632035,0.302472383,0.281962482,0.584434865
Hugh Poland,1921,1948,83,211,39,10,1,0,6,16,19,8,0,11,0.184834123,0.207373272,0.241706161,0.449079433
Hugh Willingham,1907,1933,32,42,10,2,1,1,4,10,3,7,0,7,0.238095238,0.304347826,0.404761905,0.709109731
Hughie Critz,1901,1935,1478,5930,1591,195,95,38,289,257,531,832,97,47,0.268296796,0.302299405,0.352445194,0.654744599
Hughie Hearne,1878,1903,94,293,83,13,2,0,19,112,35,31,5,7,0.283276451,0.326923077,0.341296928,0.668220005
Hughie Jennings,1879,1918,1287,4904,1528,232,88,18,347,491,840,994,341,37,0.311582382,0.357074843,0.405791191,0.762866034
Hughie Miller,1890,1915,140,496,112,21,5,0,27,57,49,51,4,7,0.225806452,0.265774379,0.288306452,0.55408083
Humberto Arteaga,1997,2021,42,125,24,4,0,0,8,28,5,11,1,1,0.192,0.240601504,0.224,0.464601504
Humberto Cota,1978,2007,196,519,121,25,2,12,32,142,61,48,0,0,0.233140655,0.277676951,0.358381503,0.636058454
Humberto Quintero,1980,2014,471,1346,315,61,2,20,47,294,127,95,1,3,0.234026746,0.259870782,0.326894502,0.586765285
Hunter Dozier,1994,2023,595,2093,498,108,27,73,193,621,235,258,19,12,0.237935977,0.302274716,0.419971333,0.722246049
Hunter Goodman,2000,2024,93,281,54,13,3,14,13,88,53,30,2,1,0.192170819,0.227891156,0.409252669,0.637143826
Hunter Hill,1880,1905,325,1200,259,32,5,1,57,112,80,104,26,7,0.215833333,0.251392204,0.253333333,0.504725537
Hunter Pence,1984,2020,1707,6420,1791,324,55,244,520,1335,942,891,120,55,0.278971963,0.332997118,0.4605919,0.793589018
Hunter Renfroe,1993,2024,961,3323,790,180,4,192,281,905,506,449,15,5,0.237736985,0.297169811,0.467649714,0.764819525
Hurley McNair,1905,1937,718,2714,877,125,70,43,301,187,505,545,119,19,0.323139278,0.390713101,0.468312454,0.859025555
Hyun Soo Kim,1993,2017,191,517,141,24,2,7,58,97,36,56,1,3,0.272727273,0.346086957,0.367504836,0.713591792
H챕ctor G처mez,1990,2015,83,153,28,12,2,1,5,51,8,18,0,0,0.183006536,0.208860759,0.307189542,0.516050302
H챕ctor Olivera,1992,2016,30,98,24,5,1,2,6,17,13,6,0,0,0.244897959,0.288461538,0.37755102,0.666012559
H챕ctor Ortiz,1976,2002,93,260,75,13,1,1,18,33,18,29,1,3,0.288461538,0.334532374,0.357692308,0.692224682
H챕ctor S찼nchez,1988,2017,347,783,186,38,0,21,34,207,120,60,0,1,0.237547893,0.269277846,0.366538953,0.635816799
Ian Desmond,1986,2019,1478,5442,1432,277,37,181,387,1402,711,724,181,56,0.263138552,0.312060388,0.427416391,0.739476779
Ian Happ,1994,2024,989,3276,812,185,16,150,453,1024,478,480,64,22,0.247863248,0.339233038,0.451465201,0.79069824
Ian Kinsler,1983,2019,1888,7423,1999,416,41,257,693,1046,909,1243,243,74,0.269298127,0.331690488,0.440253267,0.771943755
Ian Stewart,1985,2014,511,1489,341,68,13,61,170,473,211,202,17,12,0.22901276,0.308016878,0.415043653,0.723060531
Ichiro Suzuki,1978,2019,2653,9934,3089,362,96,117,647,1080,780,1420,509,117,0.310952285,0.35308572,0.402053553,0.755139273
Ike Benners,1861,1884,55,211,39,11,5,1,8,37,31,25,6,2,0.184834123,0.214611872,0.298578199,0.513190071
Ike Boone,1902,1932,356,1160,372,79,11,26,138,67,194,177,3,14,0.320689655,0.392912173,0.475,0.867912173
Ike Brown,1946,1974,280,536,137,15,4,20,90,130,65,85,3,7,0.255597015,0.362619808,0.410447761,0.77306757
Ike Caveney,1899,1925,466,1577,410,61,24,13,97,126,196,173,15,13,0.259987318,0.302867384,0.353836398,0.656703782
Ike Davis,1984,2016,831,2685,639,149,12,81,367,607,356,370,26,24,0.237988827,0.329619921,0.39292365,0.722543571
Ike Eichrodt,1905,1931,171,516,121,34,5,0,21,51,51,51,3,3,0.234496124,0.26443203,0.319767442,0.584199472
Ike Hampton,1951,1979,113,135,28,4,1,4,11,38,18,15,1,0,0.207407407,0.267123288,0.340740741,0.607864028
Ike McAuley,1898,1925,64,179,44,8,2,0,11,28,13,14,1,9,0.245810056,0.289473684,0.312849162,0.602322846
Ike Rockenfield,1882,1906,123,411,91,16,0,0,47,75,24,43,11,5,0.221411192,0.301310044,0.260340633,0.561650676
Ike Samuels,1872,1895,24,74,17,2,0,0,5,7,5,5,5,2,0.22972973,0.278481013,0.256756757,0.535237769
Ike Thomas,1909,1932,28,99,27,3,0,0,6,0,5,14,8,2,0.272727273,0.314285714,0.303030303,0.617316017
Ike Van Zandt,1881,1905,98,333,75,15,1,1,7,75,20,31,7,5,0.225225225,0.241176471,0.285285285,0.526461756
Ildemaro Vargas,1994,2024,422,1104,272,56,6,17,64,132,126,116,16,6,0.246376812,0.287671233,0.354166667,0.6418379
Ira Belden,1874,1897,8,30,8,0,2,0,2,37,4,5,0,2,0.266666667,0.3125,0.4,0.7125
Ira Flagstead,1895,1930,1219,4139,1202,262,50,40,467,288,450,645,71,65,0.290408311,0.362353452,0.406861561,0.769215013
Ira Thomas,1883,1915,487,1352,327,46,17,3,82,270,155,124,20,23,0.241863905,0.285216179,0.307692308,0.592908486
Irish McIlveen,1885,1909,48,172,36,3,3,0,15,75,8,17,6,5,0.209302326,0.272727273,0.261627907,0.53435518
Irish Meusel,1894,1927,1290,4900,1521,250,93,106,269,199,819,701,113,64,0.310408163,0.346295222,0.464285714,0.810580936
Irv Bartling,1915,1938,14,46,8,1,1,0,3,7,5,5,0,0,0.173913043,0.224489796,0.239130435,0.463620231
Irv Hach,1874,1897,16,51,11,2,0,0,5,37,3,5,1,2,0.215686275,0.285714286,0.254901961,0.540616246
Irv Hall,1920,1946,508,1904,496,58,19,0,97,148,168,178,16,23,0.260504202,0.296351824,0.31092437,0.607276194
Irv Jeffries,1909,1934,175,495,116,19,0,8,32,21,46,71,6,4,0.234343434,0.280834915,0.321212121,0.602047036
Irv Noren,1927,1960,1093,3119,857,157,35,65,335,350,453,443,34,24,0.274767554,0.345107122,0.410067329,0.755174451
Irv Ray,1865,1891,226,902,263,30,11,3,86,72,123,154,59,9,0.291574279,0.353238866,0.359201774,0.71244064
Irv Waldron,1878,1901,141,598,186,22,9,0,38,37,52,102,20,2,0.311036789,0.352201258,0.377926421,0.730127679
Irvin Brooks,1900,1927,139,509,158,20,5,16,53,187,98,78,6,11,0.310412574,0.37544484,0.463654224,0.839099064
Irving Falu,1989,2014,47,119,33,6,1,0,8,14,8,14,1,2,0.277310924,0.322834646,0.344537815,0.667372461
Isaac Galloway,1995,2019,62,118,22,4,0,3,9,38,8,13,3,1,0.186440678,0.244094488,0.296610169,0.540704658
Isaac Lane,1897,1922,137,506,138,13,7,4,45,38,50,91,23,5,0.272727273,0.332123412,0.349802372,0.681925784
Isaac Paredes,1997,2024,464,1537,357,72,2,72,196,311,234,197,2,2,0.232270657,0.319099827,0.422251139,0.741350965
Isan D챠az,1997,2023,153,463,82,14,2,9,55,148,42,45,1,4,0.177105832,0.264478764,0.274298056,0.538776821
Isiah Kiner-Falefa,1995,2024,782,2678,702,109,14,34,163,453,246,326,85,26,0.262135922,0.304470257,0.351381628,0.655851885
Isidro Fabre,1911,1939,177,592,147,27,8,9,30,187,79,76,5,14,0.248310811,0.284565916,0.366554054,0.65111997
Ival Goodman,1912,1944,1108,3928,1104,188,85,95,382,380,525,609,49,23,0.281059063,0.344779582,0.444755601,0.789535183
Ivan Calderon,1961,1993,924,3312,901,200,25,104,306,556,444,470,97,49,0.272041063,0.333609729,0.441727053,0.775336782
Ivan Cruz,1976,2002,41,55,15,1,0,2,3,17,8,5,0,0,0.272727273,0.310344828,0.4,0.710344828
Ivan De Jesus,1951,1988,1371,4602,1167,175,48,21,466,664,324,595,194,87,0.253585398,0.322217837,0.326162538,0.648380375
Ivan Howard,1891,1917,306,818,191,27,14,2,104,129,86,91,53,27,0.233496333,0.319956616,0.30806846,0.628025076
Ivan Murrell,1942,1974,564,1306,308,41,15,33,44,342,123,126,20,13,0.235834609,0.260740741,0.366003063,0.626743804
Ivan Ochoa,1985,2008,47,120,24,8,0,0,4,28,3,7,0,1,0.2,0.225806452,0.266666667,0.492473118
Ivan Rodriguez,1968,2011,2543,9592,2844,572,51,311,513,1474,1332,1354,127,64,0.296497081,0.332211776,0.464032527,0.796244303
Ivanon Coffie,1977,2000,23,60,13,4,1,0,5,11,6,6,1,0,0.216666667,0.276923077,0.316666667,0.593589744
Ivey Shiver,1910,1934,21,68,13,1,0,2,3,18,6,8,1,2,0.191176471,0.225352113,0.294117647,0.51946976
Ivey Wingo,1890,1929,1328,4003,1039,147,81,25,264,285,455,362,87,48,0.259555333,0.305366768,0.355483387,0.660850156
Ivy Griffin,1896,1921,187,638,164,21,5,0,25,65,39,65,4,7,0.257053292,0.285067873,0.305642633,0.590710507
Ivy Kirksey,1903,1926,28,73,13,1,2,0,7,37,6,6,0,2,0.178082192,0.25,0.246575342,0.496575342
Ivy Olson,1888,1924,1574,6111,1575,191,69,13,285,297,446,730,156,52,0.257731959,0.290806754,0.317951235,0.60875799
Iv찼n De Jes첬s,1990,2016,228,495,120,23,2,5,41,130,53,43,4,4,0.242424242,0.300373134,0.327272727,0.627645862
Iv찼n Herrera,1999,2024,96,284,82,14,1,5,32,72,32,43,5,0,0.288732394,0.360759494,0.397887324,0.758646818
Izzy Alcantara,1977,2002,51,115,31,3,0,6,6,26,15,15,1,1,0.269565217,0.305785124,0.452173913,0.757959037
Izzy Hoffman,1883,1907,29,116,27,4,1,0,8,75,4,18,2,5,0.232758621,0.282258065,0.284482759,0.566740823
Izzy Molina,1976,2002,69,141,29,5,1,3,4,20,8,8,0,0,0.205673759,0.227586207,0.319148936,0.546735143
J C Hartman,1939,1963,90,238,44,6,0,0,6,29,8,13,2,1,0.18487395,0.204918033,0.210084034,0.415002066
J. Brown,1897,1921,15,44,10,2,1,0,3,38,6,2,0,5,0.227272727,0.276595745,0.318181818,0.594777563
J. C. McHaskell,1904,1929,215,795,177,21,7,3,46,75,70,81,7,7,0.222641509,0.265160523,0.277987421,0.543147945
J. C. Segraves,1914,1937,20,72,17,3,0,0,8,0,5,8,2,2,0.236111111,0.3125,0.277777778,0.590277778
J. H. Hamilton,1901,1927,185,713,197,27,5,6,26,150,82,90,17,9,0.276297335,0.301759134,0.353436185,0.655195319
J.C. Martin,1936,1972,908,2189,487,82,12,32,201,299,230,189,9,8,0.222476016,0.287866109,0.314755596,0.602621705
J.D. Davis,1994,2024,641,1884,485,93,3,72,210,583,221,246,7,2,0.257430998,0.331900669,0.42462845,0.756529119
J.D. Drew,1975,2011,1566,5173,1437,273,48,242,862,1137,795,944,87,37,0.277788517,0.38094449,0.489464527,0.870409018
J.D. Martinez,1988,2024,1642,6152,1741,390,24,331,601,1714,1071,897,26,11,0.282997399,0.346808826,0.515604681,0.862413507
J.J. Davis,1979,2005,67,106,19,1,0,1,9,34,9,6,3,2,0.179245283,0.243478261,0.216981132,0.460459393
J.J. Furmaniak,1983,2007,29,43,8,2,1,0,7,12,2,8,0,0,0.186046512,0.3,0.279069767,0.579069767
J.J. Hardy,1982,2017,1561,5805,1488,291,14,188,411,960,688,718,8,9,0.256330749,0.305501931,0.408440999,0.71394293
J.J. Matijevic,1999,2022,32,67,14,2,0,2,2,25,5,7,1,0,0.208955224,0.231884058,0.328358209,0.560242267
J.P. Arencibia,1987,2015,467,1573,333,67,4,80,85,484,245,169,2,3,0.211697394,0.252110977,0.411951685,0.664062662
J.P. Crawford,1994,2024,773,2799,686,150,15,55,367,602,286,396,27,14,0.245087531,0.332596336,0.368345838,0.700942174
J.P. Mart챠nez,2000,2024,24,50,11,2,0,1,2,20,4,9,1,0,0.22,0.25,0.32,0.57
J.R. House,1981,2008,32,60,10,3,0,3,1,16,4,6,0,0,0.166666667,0.180327869,0.366666667,0.546994536
J.R. Phillips,1970,1999,242,501,94,19,1,23,38,180,67,52,2,1,0.18762475,0.244897959,0.367265469,0.612163428
J.R. Towles,1984,2011,155,428,80,22,0,11,37,95,50,40,0,1,0.186915888,0.251612903,0.315420561,0.567033464
J.T. Bruett,1969,1993,73,96,24,6,0,0,7,16,3,9,6,3,0.25,0.300970874,0.3125,0.613470874
J.T. Realmuto,1991,2024,1239,4548,1237,253,34,168,330,1047,625,639,96,25,0.271987687,0.321238212,0.453386104,0.774624316
J.T. Snow,1970,2008,1716,5641,1509,293,19,189,760,1142,877,798,20,23,0.267505761,0.354475863,0.426697394,0.781173257
JB Shuck,1990,2019,461,1172,285,39,10,8,87,142,86,137,25,15,0.243174061,0.295472597,0.313993174,0.609465771
JD Closser,1981,2006,160,447,107,21,3,10,50,93,48,46,1,1,0.239373602,0.315895372,0.36689038,0.682785753
JJ Bleday,1999,2024,306,1032,223,64,6,35,139,264,103,130,11,5,0.216085271,0.309137489,0.391472868,0.700610358
JT Riddle,1994,2022,252,745,166,31,5,19,39,173,80,72,1,5,0.222818792,0.261479592,0.354362416,0.615842008
JaCoby Jones,1993,2021,352,1093,232,58,10,32,72,389,98,138,29,12,0.212259835,0.260944206,0.371454712,0.632398918
Jabari Blash,1993,2018,123,274,51,9,0,8,44,124,22,35,4,3,0.186131387,0.298742138,0.306569343,0.605311481
Jabbo Andrews,1910,1942,286,1007,302,45,22,24,75,117,163,145,11,16,0.299900695,0.348428835,0.459781529,0.808210365
Jace Jung,2001,2024,34,79,19,5,0,0,15,29,3,14,0,1,0.240506329,0.361702128,0.303797468,0.665499596
Jace Peterson,1991,2024,889,2415,546,100,18,42,310,617,245,276,77,23,0.226086957,0.31412844,0.334575569,0.64870401
Jack Albright,1924,1947,41,99,23,4,0,2,10,11,5,9,1,2,0.232323232,0.302752294,0.333333333,0.636085627
Jack Allen,1856,1879,27,108,16,3,2,0,2,14,7,14,6,2,0.148148148,0.163636364,0.212962963,0.376599327
Jack Barry,1886,1919,1225,4146,1009,142,38,10,396,329,429,532,153,39,0.243367101,0.309335095,0.303183792,0.612518886
Jack Beach,1861,1884,8,31,3,2,0,0,0,37,31,3,6,2,0.096774194,0.096774194,0.161290323,0.258064516
Jack Bliss,1885,1912,254,654,143,15,6,3,85,122,61,70,13,11,0.218654434,0.308525034,0.273700306,0.58222534
Jack Bolling,1920,1944,125,342,107,25,1,4,25,14,38,48,6,5,0.312865497,0.359673025,0.426900585,0.786573609
Jack Boyle,1876,1912,1101,4247,1074,138,54,23,329,426,571,672,125,32,0.252884389,0.30659965,0.327054391,0.633654042
Jack Brennan,1863,1890,183,705,155,15,8,0,39,120,79,87,23,11,0.219858156,0.260752688,0.263829787,0.524582475
Jack Brohamer,1949,1980,805,2500,613,91,12,30,221,178,227,262,9,17,0.2452,0.306504961,0.3272,0.633704961
Jack Bruton,1922,1948,29,88,17,3,0,0,0,113,7,7,0,9,0.193181818,0.193181818,0.227272727,0.420454545
Jack Burdock,1855,1891,960,3873,944,131,40,15,128,305,390,578,87,32,0.243738704,0.267933017,0.309837335,0.577770352
Jack Burns,1905,1936,905,3559,992,199,31,44,378,374,421,546,64,52,0.27872998,0.347980696,0.389154257,0.737134953
Jack Calhoun,1879,1902,20,64,10,2,1,0,8,37,8,3,1,2,0.15625,0.25,0.21875,0.46875
Jack Calvo,1896,1920,38,56,9,0,1,1,3,6,4,10,0,2,0.160714286,0.203389831,0.25,0.453389831
Jack Cameron,1883,1906,18,61,11,0,0,0,2,37,4,3,0,2,0.180327869,0.206349206,0.180327869,0.386677075
Jack Carney,1866,1891,252,946,258,30,13,7,83,59,129,120,40,7,0.272727273,0.331389699,0.354122622,0.68551232
Jack Chapman,1853,1876,17,67,16,1,0,0,1,3,5,4,6,2,0.23880597,0.25,0.253731343,0.503731343
Jack Clark,1952,1992,1994,6847,1826,332,39,340,1262,1442,1180,1118,77,61,0.26668614,0.380811444,0.475536731,0.856348175
Jack Clements,1861,1900,1157,4283,1226,226,60,77,339,449,687,619,66,39,0.286247957,0.33859801,0.420966612,0.759564622
Jack Coffey,1894,1918,110,368,69,5,6,1,22,45,26,33,6,5,0.1875,0.233333333,0.241847826,0.475181159
Jack Conway,1922,1948,128,359,80,10,3,1,28,54,27,35,2,4,0.222841226,0.279069767,0.275766017,0.554835784
Jack Coombs,1885,1908,83,220,56,9,5,1,9,37,23,24,6,2,0.254545455,0.283842795,0.354545455,0.638388249
Jack Corcoran,1861,1884,52,185,39,4,3,0,8,37,31,17,6,2,0.210810811,0.243523316,0.264864865,0.508388181
Jack Crooks,1868,1898,794,2780,668,74,44,21,610,270,313,536,220,18,0.24028777,0.37699115,0.321223022,0.698214172
Jack Crouch,1908,1933,43,72,9,1,0,1,3,13,8,7,1,0,0.125,0.16,0.180555556,0.340555556
Jack Cummings,1903,1929,89,132,45,11,1,4,12,18,28,15,0,9,0.340909091,0.395833333,0.53030303,0.926136364
Jack Cusick,1928,1952,114,242,42,4,2,2,23,38,22,21,2,2,0.173553719,0.245283019,0.231404959,0.476687978
Jack Cust,1979,2011,670,2107,510,96,2,105,444,819,323,311,6,6,0.242050308,0.373970992,0.439012814,0.812983806
Jack Dalton,1890,1916,345,1163,333,39,15,4,129,112,112,167,52,9,0.286328461,0.357585139,0.355975924,0.713561064
Jack Daniels,1929,1952,106,219,41,5,1,2,28,30,14,31,3,3,0.187214612,0.279352227,0.246575342,0.525927569
Jack Daugherty,1965,1993,355,759,194,39,6,10,76,132,87,80,5,2,0.255599473,0.323353293,0.362318841,0.685672134
Jack Dittmer,1929,1957,395,1218,283,43,4,24,77,102,136,117,2,1,0.232348112,0.277992278,0.333333333,0.611325611
Jack Doyle,1866,1905,1565,6039,1806,315,64,25,437,506,967,971,516,39,0.299056135,0.346355775,0.384831926,0.731187701
Jack Dunleavy,1880,1905,233,800,193,18,14,2,84,112,49,98,33,7,0.24125,0.313348416,0.30625,0.619598416
Jack Dunn,1878,1904,342,1143,281,47,8,1,68,150,106,130,46,9,0.245844269,0.288191577,0.303587052,0.591778629
Jack Enzenroth,1891,1915,17,92,16,4,1,0,13,22,8,10,0,3,0.173913043,0.276190476,0.239130435,0.515320911
Jack Farmer,1894,1918,62,175,47,6,4,0,7,27,15,11,3,5,0.268571429,0.296703297,0.348571429,0.645274725
Jack Farrell,1880,1915,1110,4359,1048,181,60,23,274,325,419,669,146,30,0.240422115,0.285344269,0.325303969,0.610648238
Jack Fimple,1961,1987,92,197,45,9,1,2,19,53,28,21,1,0,0.228426396,0.296296296,0.314720812,0.611017108
Jack Fournier,1890,1927,1530,5208,1631,252,113,136,587,445,859,822,145,110,0.313172043,0.382743745,0.483294931,0.866038675
Jack Fox,1885,1908,9,30,6,0,0,0,0,37,0,2,2,2,0.2,0.2,0.2,0.4
Jack Gilbert,1880,1904,28,96,23,0,0,0,13,75,4,13,5,5,0.239583333,0.330275229,0.239583333,0.569858563
Jack Glasscock,1856,1895,1736,7030,2040,313,98,27,439,212,825,1163,411,39,0.290184922,0.331905208,0.374110953,0.706016161
Jack Gleason,1858,1886,343,1425,384,59,14,9,95,152,125,253,36,14,0.269473684,0.315131579,0.349473684,0.664605263
Jack Gorman,1860,1884,42,168,42,5,3,0,5,75,62,28,11,5,0.25,0.271676301,0.31547619,0.587152491
Jack Graham,1925,1949,239,775,179,28,5,38,84,99,126,105,1,3,0.230967742,0.306169965,0.427096774,0.733266739
Jack Graney,1887,1922,1398,4705,1178,219,79,18,712,457,420,706,148,54,0.250371945,0.348901606,0.341976621,0.690878227
Jack Hammond,1898,1922,45,99,22,2,1,0,2,19,4,13,0,1,0.222222222,0.237623762,0.262626263,0.500250025
Jack Hannahan,1984,2014,614,1650,381,93,5,29,193,440,175,167,6,4,0.230909091,0.311448725,0.346060606,0.657509331
Jack Hannifin,1883,1908,160,439,94,13,6,3,45,112,40,50,14,7,0.214123007,0.287190083,0.291571754,0.578761837
Jack Hardy,1884,1910,23,55,10,1,0,0,2,150,5,5,1,9,0.181818182,0.210526316,0.2,0.410526316
Jack Harshman,1926,1950,14,40,6,0,0,2,4,9,5,3,0,5,0.15,0.227272727,0.3,0.527272727
Jack Hayden,1883,1908,147,578,145,14,8,1,36,112,33,60,11,7,0.250865052,0.294788274,0.307958478,0.602746751
Jack Heidemann,1947,1977,426,1093,231,27,4,9,78,203,75,94,5,10,0.211344922,0.263877028,0.268069533,0.531946562
Jack Hendricks,1879,1903,42,145,30,3,4,0,15,75,4,11,5,5,0.206896552,0.28125,0.282758621,0.564008621
Jack Hiatt,1941,1972,483,1142,287,51,5,22,224,295,154,110,0,1,0.251313485,0.374084919,0.362521891,0.736606811
Jack Himes,1882,1906,52,196,48,5,2,0,8,75,14,13,4,5,0.244897959,0.274509804,0.290816327,0.56532613
Jack Hoey,1883,1908,149,500,116,10,5,0,15,112,35,39,13,7,0.232,0.254368932,0.272,0.526368932
Jack Howell,1966,1999,941,2639,632,129,16,108,300,626,337,345,14,15,0.239484653,0.317114665,0.423266389,0.740381054
Jack Johnson,1914,1939,23,78,20,2,1,4,6,75,16,15,6,7,0.256410256,0.30952381,0.461538462,0.771062271
Jack Kubiszyn,1938,1962,50,101,19,2,0,1,7,12,2,7,0,0,0.188118812,0.240740741,0.237623762,0.478364503
Jack Lapp,1885,1916,570,1581,416,59,26,5,177,266,166,168,16,22,0.263124605,0.337315131,0.342820999,0.68013613
Jack Leary,1858,1884,65,263,46,3,6,3,5,76,66,21,22,9,0.174904943,0.190298507,0.266159696,0.456458203
Jack Lelivelt,1886,1914,384,1154,347,43,22,2,89,165,126,114,46,14,0.300693241,0.35076428,0.381282496,0.732046776
Jack Lewis,1890,1915,217,684,169,20,10,1,32,114,80,63,18,7,0.247076023,0.280726257,0.30994152,0.590667777
Jack Lind,1951,1975,26,37,5,2,0,0,5,14,1,5,1,0,0.135135135,0.238095238,0.189189189,0.427284427
Jack Littrell,1931,1957,111,255,52,6,3,2,20,60,17,22,1,0,0.203921569,0.261818182,0.274509804,0.536327986
Jack Lohrke,1924,1953,355,914,221,38,9,22,111,86,96,125,9,9,0.241794311,0.323902439,0.375273523,0.699175962
Jack L처pez,2000,2024,34,80,19,5,0,1,3,31,6,6,0,1,0.2375,0.265060241,0.3375,0.602560241
Jack Maguire,1927,1951,94,192,46,5,2,2,18,36,21,25,1,2,0.239583333,0.304761905,0.317708333,0.622470238
Jack Manning,1855,1886,682,2824,725,147,31,13,176,210,275,430,68,21,0.256728045,0.300333333,0.344546742,0.644880076
Jack Marshall,1912,1944,242,859,230,30,9,5,85,195,106,125,20,16,0.267753201,0.333686441,0.341094296,0.674780736
Jack Martin,1890,1914,187,608,144,13,4,0,70,73,43,66,20,5,0.236842105,0.315634218,0.271381579,0.587015797
Jack Mayfield,1996,2022,157,442,89,22,1,13,23,115,53,51,6,0,0.201357466,0.240860215,0.343891403,0.584751618
Jack McAleese,1886,1909,85,267,57,7,0,0,32,37,12,33,18,2,0.213483146,0.297658863,0.239700375,0.537359237
Jack McCandless,1891,1915,128,437,95,6,8,5,44,99,35,52,9,5,0.217391304,0.288981289,0.302059497,0.591040786
Jack McCarthy,1873,1907,1091,4195,1203,171,66,7,268,387,474,550,145,28,0.286769964,0.329598924,0.364004768,0.693603692
Jack McGeachey,1863,1891,608,2464,604,106,18,9,57,148,276,345,164,14,0.24512987,0.262197541,0.313717532,0.575915073
Jack McLaurin,1924,1948,16,48,11,3,0,0,3,38,4,2,0,2,0.229166667,0.274509804,0.291666667,0.566176471
Jack McMahon,1869,1893,51,177,43,7,8,1,12,9,28,26,3,5,0.242937853,0.291005291,0.389830508,0.680835799
Jack Merson,1928,1953,125,452,116,22,4,6,23,45,52,47,1,1,0.256637168,0.292631579,0.362831858,0.655463437
Jack Morrissey,1879,1903,42,128,33,2,1,0,18,75,12,19,3,5,0.2578125,0.349315068,0.2890625,0.638377568
Jack Neagle,1859,1883,57,221,43,5,1,0,8,9,6,24,11,5,0.194570136,0.222707424,0.226244344,0.448951767
Jack Ness,1892,1916,87,297,75,7,5,1,11,69,36,38,4,5,0.252525253,0.279220779,0.31986532,0.599086099
Jack O'Brien,1870,1903,881,3395,894,145,56,20,257,411,472,537,140,25,0.263328424,0.31516977,0.356701031,0.671870801
Jack O'Connor,1867,1910,1452,5380,1417,201,66,19,301,675,738,713,219,48,0.2633829,0.302411547,0.335873606,0.638285153
Jack O'Neill,1879,1906,304,945,185,24,5,1,52,187,74,74,20,11,0.195767196,0.237713139,0.234920635,0.472633774
Jack Onslow,1893,1917,45,77,13,2,0,0,10,38,4,8,1,5,0.168831169,0.264367816,0.194805195,0.459173011
Jack Peerson,1912,1936,18,53,17,2,1,0,1,4,6,10,0,1,0.320754717,0.333333333,0.396226415,0.729559748
Jack Perconte,1957,1986,433,1441,389,47,16,2,149,123,76,191,78,13,0.269951423,0.33836478,0.328938237,0.667303017
Jack Phillips,1926,1957,343,892,252,42,16,9,85,86,101,111,5,5,0.282511211,0.34493347,0.39573991,0.74067338
Jack Pierce,1950,1975,70,199,42,6,1,8,22,48,22,20,0,0,0.211055276,0.28959276,0.371859296,0.661452057
Jack Radtke,1913,1936,33,31,3,0,0,0,4,9,2,8,3,2,0.096774194,0.2,0.096774194,0.296774194
Jack Redmond,1912,1935,22,34,6,1,0,1,3,1,7,8,0,0,0.176470588,0.243243243,0.294117647,0.53736089
Jack Reed,1938,1963,222,129,30,5,2,1,14,22,6,39,7,2,0.23255814,0.307692308,0.325581395,0.633273703
Jack Reinheimer,1994,2018,23,35,5,0,0,0,5,12,0,4,1,1,0.142857143,0.25,0.142857143,0.392857143
Jack Remsen,1856,1884,341,1339,312,42,21,5,62,114,86,190,33,14,0.233009709,0.266952177,0.306945482,0.573897659
Jack Ridley,1908,1933,78,291,66,7,4,1,9,112,27,30,6,7,0.226804124,0.25,0.288659794,0.538659794
Jack Roche,1892,1917,59,49,14,2,2,0,4,9,9,3,2,7,0.285714286,0.339622642,0.408163265,0.747785907
Jack Rothfuss,1874,1897,35,115,36,3,1,2,5,37,18,20,3,2,0.313043478,0.341666667,0.408695652,0.750362319
Jack Rothrock,1904,1937,1014,3350,924,162,35,28,299,312,327,498,75,38,0.275820896,0.335160318,0.370149254,0.705309572
Jack Rowe,1856,1890,1044,4386,1256,202,88,28,224,177,644,764,98,28,0.286365709,0.321041215,0.391700866,0.712742081
Jack Ryan,1893,1929,618,2195,476,69,29,4,85,342,189,245,32,30,0.216856492,0.246052632,0.280182232,0.526234864
Jack Saltzgaver,1917,1945,278,764,199,26,5,10,105,80,82,131,9,6,0.260471204,0.349827388,0.346858639,0.696686027
Jack Sanford,1921,1946,47,153,32,4,4,0,9,24,11,13,0,0,0.209150327,0.25308642,0.287581699,0.540668119
Jack Sharrott,1869,1893,54,160,39,4,3,1,8,15,22,26,6,5,0.24375,0.279761905,0.325,0.604761905
Jack Shepard,1930,1956,278,751,195,29,6,12,84,97,75,72,2,1,0.259653795,0.334131737,0.362183755,0.696315492
Jack Slattery,1883,1909,103,288,61,5,2,0,6,150,27,14,3,9,0.211805556,0.227891156,0.243055556,0.470946712
Jack Smith,1891,1929,1409,4532,1301,182,71,40,334,385,382,783,228,88,0.287069726,0.336004932,0.385039718,0.72104465
