Best Params,MAE,MSE,R2
"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': None, 'n_estimators': 100, 'subsample': 0.8}",1.895310401916504,6.567267417907715,0.7477043271064758
