,full_name,birth_year,retire_year,G,AB,H,2B,3B,HR,BB,SO,RBI,R,SB,CS,AVG,OBP,SLG,OPS
4838,Jim Asbell,1915,1938,18,33,6,2,0,0,3,9,3,6,0,2,0.181818182,0.25,0.242424242,0.492424242
4839,Jim Ball,1884,1908,16,51,7,2,0,0,3,75,3,4,0,5,0.137254902,0.185185185,0.176470588,0.361655773
4840,Jim Barbieri,1943,1966,39,82,23,5,0,0,9,7,3,9,2,0,0.280487805,0.351648352,0.341463415,0.693111766
4841,Jim Baumer,1937,1961,18,34,7,1,1,0,2,10,2,2,0,0,0.205882353,0.25,0.294117647,0.544117647
4842,Jim Baxes,1936,1959,88,280,69,12,0,17,25,54,39,39,1,1,0.246428571,0.308196721,0.471428571,0.779625293
4843,Jim Beauchamp,1941,1973,393,661,153,18,4,14,54,150,90,79,6,5,0.231467474,0.28951049,0.334341906,0.623852396
4844,Jim Bolger,1930,1959,312,612,140,14,6,6,32,83,48,65,3,6,0.22875817,0.267080745,0.300653595,0.56773434
4845,Jim Bottomley,1899,1937,1991,7471,2313,465,151,219,664,591,1422,1177,58,38,0.309597109,0.3659496,0.500200776,0.866150377
4846,Jim Breazeale,1952,1978,89,179,40,5,0,9,16,25,33,20,0,1,0.223463687,0.287179487,0.402234637,0.689414124
4847,Jim Breton,1890,1915,110,297,59,9,3,0,30,56,27,25,11,9,0.198653199,0.272171254,0.249158249,0.521329503
4848,Jim Brideweser,1928,1957,329,620,156,22,6,1,63,78,50,79,6,2,0.251612903,0.320644217,0.311290323,0.631934539
4849,Jim Brown,1898,1937,702,2301,629,106,36,17,212,320,365,367,71,37,0.273359409,0.334659769,0.372881356,0.707541125
4850,Jim Bucher,1916,1945,554,1792,474,66,19,17,91,113,193,242,19,17,0.264508929,0.300053107,0.351004464,0.651057571
4851,Jim Burns,1866,1891,169,727,222,29,11,5,27,115,111,131,64,7,0.305364512,0.330238727,0.396148556,0.726387282
4852,Jim Busby,1926,1962,1354,4258,1115,162,35,48,310,476,439,542,97,50,0.261860028,0.311952715,0.350164396,0.662117111
4853,Jim Campanis,1945,1973,113,217,32,6,0,4,19,49,9,13,0,0,0.147465438,0.216101695,0.230414747,0.446516441
4854,Jim Campbell,1945,1970,95,257,57,7,0,7,16,66,26,15,0,0,0.221789883,0.267399267,0.3307393,0.598138567
4855,Jim Canada,1917,1945,92,304,65,11,0,0,27,77,24,33,3,9,0.213815789,0.277945619,0.25,0.527945619
4856,Jim Canavan,1870,1897,539,2064,461,63,48,30,230,184,287,322,114,11,0.223352713,0.301220575,0.343992248,0.645212823
4857,Jim Clark,1945,1971,38,49,9,0,2,0,5,14,3,5,2,5,0.183673469,0.259259259,0.265306122,0.524565382
4858,Jim Clinton,1858,1886,368,1490,393,38,19,4,82,163,105,224,31,14,0.263758389,0.30216285,0.322818792,0.624981642
4859,Jim Cockman,1882,1905,13,38,4,0,0,0,4,37,2,5,2,2,0.105263158,0.19047619,0.105263158,0.295739348
4860,Jim Connor,1873,1899,293,1058,247,26,15,3,85,119,129,117,27,9,0.233459357,0.290463692,0.29489603,0.585359722
4861,Jim Cox,1950,1976,110,307,66,11,2,3,27,44,33,33,3,3,0.214983713,0.278443114,0.293159609,0.571602723
4862,Jim Cronin,1906,1929,25,56,13,2,1,0,5,7,4,7,0,0,0.232142857,0.295081967,0.303571429,0.598653396
4863,Jim Cudworth,1861,1884,32,116,17,3,1,0,2,37,31,7,6,2,0.146551724,0.161016949,0.189655172,0.350672122
4864,Jim Curry,1893,1918,10,35,8,1,0,0,1,75,0,5,0,7,0.228571429,0.25,0.257142857,0.507142857
4865,Jim Curtis,1868,1891,56,211,55,6,5,1,22,35,25,28,5,2,0.260663507,0.330472103,0.3507109,0.681183003
4866,Jim Davenport,1935,1970,1502,4427,1142,177,37,77,382,673,456,552,16,25,0.257962503,0.316905802,0.366839846,0.683745648
4867,Jim Dee,1861,1884,12,40,5,0,0,0,1,37,31,0,6,2,0.125,0.146341463,0.125,0.271341463
4868,Jim Delahanty,1880,1915,1186,4091,1159,191,59,19,378,435,489,520,151,30,0.283304815,0.343924815,0.372769494,0.716694309
4869,Jim Delsing,1928,1960,822,2461,627,112,21,40,299,251,286,322,15,23,0.254774482,0.335507246,0.366111337,0.701618583
4870,Jim Donahue,1864,1891,341,1275,298,24,11,2,104,150,133,133,33,11,0.23372549,0.291515591,0.274509804,0.566025395
4871,Jim Donnelly,1865,1898,660,2411,552,57,28,2,170,331,299,324,190,28,0.228950643,0.279736536,0.278307756,0.558044292
4872,Jim Doyle,1887,1911,138,485,135,25,12,5,40,56,63,70,19,5,0.278350515,0.333333333,0.410309278,0.743642612
4873,Jim Driscoll,1948,1972,36,70,10,0,0,1,4,18,2,2,0,0,0.142857143,0.189189189,0.185714286,0.374903475
4874,Jim Duncan,1876,1899,46,152,35,4,3,2,8,37,14,14,1,2,0.230263158,0.26875,0.335526316,0.604276316
4875,Jim Dwyer,1950,1990,1328,2761,719,115,17,77,402,402,349,409,26,15,0.260412894,0.35441037,0.398044187,0.752454557
4876,Jim Dyck,1928,1956,330,983,242,52,5,26,131,140,114,139,4,6,0.246185148,0.334829443,0.388606307,0.723435751
4877,Jim Edmonds,1971,2010,2010,6858,1949,437,25,393,998,1729,1199,1251,67,50,0.284193642,0.375127291,0.52712161,0.902248901
4878,Jim Egan,1859,1882,30,115,23,3,2,0,1,21,10,15,6,2,0.2,0.206896552,0.260869565,0.467766117
4879,Jim Eisenreich,1961,1998,1422,3995,1160,221,39,52,324,435,477,492,105,38,0.290362954,0.343598055,0.404255319,0.747853374
4880,Jim Eppard,1964,1990,82,139,39,3,1,0,14,21,16,9,0,0,0.28057554,0.346405229,0.316546763,0.662951991
4881,Jim Eschen,1892,1915,15,42,10,1,0,0,5,9,2,11,0,1,0.238095238,0.319148936,0.261904762,0.581053698
4882,Jim Essian,1950,1984,710,1855,453,85,3,33,231,171,207,194,9,13,0.244204852,0.327900288,0.346630728,0.674531015
4883,Jim Fairey,1945,1973,399,766,180,28,7,7,47,122,75,86,6,12,0.234986945,0.279212792,0.317232376,0.596445168
4884,Jim Fanning,1931,1957,64,141,24,2,0,0,6,26,5,5,0,0,0.170212766,0.204081633,0.184397163,0.388478796
4885,Jim Field,1871,1898,332,1274,292,38,21,10,77,187,112,180,26,11,0.229199372,0.273131014,0.315541601,0.588672615
4886,Jim Finigan,1931,1959,512,1600,422,74,17,19,190,176,168,195,8,13,0.26375,0.341899441,0.366875,0.708774441
4887,Jim Fogarty,1861,1890,751,2880,709,110,55,20,351,327,320,508,336,16,0.246180556,0.328071804,0.343402778,0.671474582
4888,Jim Fregosi,1938,1978,1902,6523,1726,264,78,151,715,1097,706,844,76,40,0.264602177,0.337247859,0.398436302,0.735684161
4889,Jim French,1942,1971,234,607,119,17,4,5,121,78,51,53,3,6,0.196046129,0.32967033,0.261943987,0.591614316
4890,Jim Fridley,1933,1958,152,424,105,12,5,8,35,83,53,50,3,4,0.247641509,0.305010893,0.356132075,0.661142969
4891,Jim Fuller,1952,1977,107,315,61,17,0,11,19,130,41,24,1,1,0.193650794,0.239520958,0.352380952,0.59190191
4892,Jim Galloway,1889,1912,21,54,10,2,0,0,5,8,4,4,2,2,0.185185185,0.254237288,0.222222222,0.47645951
4893,Jim Gantner,1953,1992,1801,6189,1696,262,38,47,383,501,568,726,137,78,0.274034577,0.316342057,0.351429956,0.667772014
4894,Jim Gentile,1935,1966,936,2922,759,113,6,179,475,663,549,434,3,1,0.259753593,0.363261702,0.486310746,0.849572448
4895,Jim Gilliam,1927,1966,2094,7600,2021,325,80,65,1102,416,625,1255,219,118,0.265921053,0.358883015,0.355394737,0.714277752
4896,Jim Gleeson,1915,1942,392,1277,336,77,19,16,158,147,154,195,20,10,0.26311668,0.344250871,0.390759593,0.735010464
4897,Jim Gosger,1942,1974,706,1815,411,67,16,30,217,316,177,197,25,18,0.226446281,0.309055118,0.330578512,0.639633631
4898,Jim Greengrass,1929,1956,504,1793,482,82,16,69,165,271,282,243,6,9,0.268823201,0.330439224,0.447852761,0.778291984
4899,Jim Hackett,1880,1903,99,351,80,13,8,0,19,37,36,24,2,2,0.227920228,0.267567568,0.310541311,0.578108878
4900,Jim Halpin,1860,1885,63,230,38,5,0,0,3,51,32,27,17,7,0.165217391,0.175965665,0.186956522,0.362922187
4901,Jim Hamby,1903,1927,22,55,10,0,1,0,7,7,5,6,1,5,0.181818182,0.274193548,0.218181818,0.492375367
4902,Jim Hamilton,1923,1946,19,60,12,1,1,0,2,37,6,5,2,2,0.2,0.225806452,0.25,0.475806452
4903,Jim Hegan,1921,1960,1666,4772,1087,187,46,92,456,742,525,550,15,24,0.227787091,0.295141546,0.344090528,0.639232074
4904,Jim Hickman,1934,1974,1674,4701,1160,189,38,167,528,960,630,602,44,30,0.246756009,0.32281507,0.409700064,0.732515134
4905,Jim Hicks,1943,1970,93,141,23,1,3,5,18,48,14,16,0,1,0.163120567,0.257861635,0.319148936,0.577010571
4906,Jim Hitchcock,1915,1938,28,76,13,0,0,0,2,11,7,2,1,2,0.171052632,0.192307692,0.171052632,0.363360324
4907,Jim Holdsworth,1858,1884,113,522,132,8,4,0,5,48,70,50,22,9,0.252873563,0.259962049,0.283524904,0.543486954
4908,Jim Holt,1945,1976,707,1616,428,64,10,19,93,166,177,174,8,6,0.264851485,0.304856641,0.35210396,0.656960602
4909,Jim Howarth,1948,1974,152,226,49,6,1,1,26,29,16,27,3,2,0.216814159,0.297619048,0.265486726,0.563105773
4910,Jim Hutto,1951,1975,61,97,17,2,0,3,5,22,12,7,0,0,0.175257732,0.215686275,0.288659794,0.504346068
4911,Jim Jackson,1880,1906,351,1274,300,47,10,4,107,150,132,159,57,9,0.235478807,0.294713975,0.297488226,0.592202201
4912,Jim Jeffries,1901,1925,61,165,30,4,0,0,22,37,9,17,4,5,0.181818182,0.278074866,0.206060606,0.484135472
4913,Jim Jones,1918,1943,114,408,96,16,4,0,26,112,28,36,11,7,0.235294118,0.281105991,0.294117647,0.575223638
4914,Jim Kane,1885,1908,55,145,35,3,3,0,12,37,22,16,5,2,0.24137931,0.299363057,0.303448276,0.602811333
4915,Jim Keenan,1859,1891,523,1873,452,61,36,22,177,335,270,254,63,23,0.241324079,0.306829268,0.347570742,0.65440001
4916,Jim Kelly,1893,1918,215,714,212,15,22,4,46,58,57,91,42,7,0.296918768,0.339473684,0.396358543,0.735832228
4917,Jim King,1934,1967,1125,2918,699,112,19,117,363,401,401,374,23,8,0.239547635,0.323681804,0.411240576,0.73492238
4918,Jim Landis,1934,1967,1346,4288,1061,169,50,93,588,767,467,625,139,51,0.247434701,0.338187039,0.375233209,0.713420248
4919,Jim Lefebvre,1942,1972,922,3014,756,126,18,74,322,447,404,313,8,15,0.250829463,0.323141487,0.378234904,0.701376391
4920,Jim Lemon,1929,1963,1010,3445,901,121,35,164,363,787,529,446,13,18,0.261538462,0.331932773,0.459796807,0.79172958
4921,Jim Lentine,1955,1980,95,205,54,9,1,1,31,38,20,23,3,2,0.263414634,0.360169492,0.331707317,0.691876809
4922,Jim Levey,1907,1933,440,1632,375,61,14,11,85,201,140,162,23,18,0.229779412,0.267909144,0.304534314,0.572443458
4923,Jim Leyritz,1967,2000,903,2527,667,107,2,90,337,581,387,325,7,7,0.263949347,0.350558659,0.414721013,0.765279672
4924,Jim Lillie,1860,1886,390,1518,332,41,11,6,23,221,134,179,30,9,0.218708827,0.23036989,0.272068511,0.502438401
4925,Jim Lindeman,1963,1994,351,676,165,34,1,21,42,173,89,82,4,3,0.24408284,0.288300836,0.390532544,0.67883338
4926,Jim Long,1869,1893,61,251,54,8,1,2,19,33,29,36,24,5,0.215139442,0.27037037,0.278884462,0.549254833
4927,Jim Lyttle,1946,1976,391,710,176,37,5,9,61,139,70,71,4,15,0.247887324,0.307392996,0.352112676,0.659505672
4928,Jim Mahoney,1939,1965,120,210,48,4,1,4,11,47,15,32,1,2,0.228571429,0.266968326,0.314285714,0.58125404
4929,Jim Maler,1958,1983,102,310,70,10,3,5,19,47,31,24,1,3,0.225806452,0.270516717,0.325806452,0.596323169
4930,Jim Mallory,1921,1945,54,149,40,3,0,0,7,10,14,15,1,2,0.268456376,0.301282051,0.288590604,0.589872655
4931,Jim Mangan,1931,1956,45,59,9,0,0,0,9,18,5,5,0,0,0.152542373,0.264705882,0.152542373,0.417248255
4932,Jim Manning,1862,1889,364,1384,298,39,25,8,107,168,149,188,79,11,0.215317919,0.271629779,0.296965318,0.568595097
4933,Jim Marshall,1935,1962,411,852,206,24,7,29,101,139,106,111,5,4,0.241784038,0.322140609,0.388497653,0.710638261
4934,Jim Mason,1948,1979,634,1584,322,53,12,12,124,316,114,140,2,8,0.203282828,0.261124122,0.274621212,0.535745334
4935,Jim Mattox,1899,1923,51,83,21,2,2,0,1,8,4,15,0,0,0.253012048,0.261904762,0.325301205,0.587205967
4936,Jim McAnany,1935,1962,93,241,61,10,3,0,21,38,27,23,2,1,0.253112033,0.312977099,0.319502075,0.632479174
4937,Jim McCauley,1861,1886,39,122,23,3,1,0,24,90,41,10,13,7,0.18852459,0.321917808,0.229508197,0.551426005
4938,Jim McCurine,1923,1948,43,144,32,5,2,1,12,112,18,13,0,7,0.222222222,0.282051282,0.305555556,0.587606838
4939,Jim McDonald,1861,1885,45,165,24,3,0,0,2,41,31,11,11,5,0.145454545,0.155688623,0.163636364,0.319324986
4940,Jim McDonnell,1920,1945,50,95,20,2,0,0,8,8,12,9,0,0,0.210526316,0.27184466,0.231578947,0.503423608
4941,Jim McGuire,1878,1901,18,69,16,2,0,0,0,37,3,4,0,2,0.231884058,0.231884058,0.260869565,0.492753623
4942,Jim McHale,1885,1908,23,67,15,2,2,0,4,37,7,9,4,2,0.223880597,0.267605634,0.313432836,0.58103847
4943,Jim McKeever,1861,1884,16,66,9,0,0,0,0,37,31,13,6,2,0.136363636,0.136363636,0.136363636,0.272727273
4944,Jim McKnight,1938,1962,63,91,21,0,1,0,2,14,6,6,0,0,0.230769231,0.247311828,0.252747253,0.500059081
4945,Jim McLeod,1908,1933,92,266,54,7,1,0,14,30,16,24,2,3,0.203007519,0.242857143,0.236842105,0.479699248
4946,Jim McNamara,1969,1993,34,81,17,1,0,1,6,26,10,6,0,0,0.209876543,0.264367816,0.259259259,0.523627075
4947,Jim McTamany,1862,1891,813,3102,794,135,58,19,535,345,334,693,261,16,0.255963894,0.365411053,0.355254674,0.720665727
4948,Jim Miller,1878,1901,18,58,8,0,0,0,6,37,3,3,1,2,0.137931034,0.21875,0.137931034,0.356681034
4949,Jim Morrison,1954,1988,1089,3375,876,170,16,112,213,521,435,371,50,37,0.259555556,0.303511706,0.418962963,0.722474669
4950,Jim Mosolf,1907,1933,118,190,56,9,3,2,22,21,28,39,0,9,0.294736842,0.367924528,0.405263158,0.773187686
4951,Jim Murray,1889,1914,83,261,53,9,2,3,13,99,24,21,2,7,0.203065134,0.240875912,0.287356322,0.528232234
4952,Jim Nettles,1953,1981,240,587,129,15,4,16,70,109,57,68,10,10,0.219761499,0.302891933,0.340715503,0.643607436
4953,Jim Norris,1954,1980,489,1282,338,57,17,7,173,128,110,173,59,37,0.263650546,0.351202749,0.351014041,0.70221679
4954,Jim Northrup,1941,1975,1392,4692,1254,218,42,153,449,635,610,603,39,38,0.267263427,0.33125851,0.42945439,0.7607129
4955,Jim O'Neill,1899,1923,109,327,94,18,7,1,14,33,43,33,7,3,0.287461774,0.316715543,0.394495413,0.711210955
4956,Jim O'Rourke,1917,1959,1776,7437,2304,414,132,50,481,385,1010,1446,246,44,0.30980234,0.351730235,0.421137555,0.77286779
4957,Jim Paciorek,1964,1987,48,101,23,5,0,2,12,20,10,16,1,0,0.227722772,0.309734513,0.336633663,0.646368177
4958,Jim Pagliaroni,1936,1969,849,2465,622,98,7,90,330,494,326,269,4,7,0.252332657,0.340608229,0.407302231,0.74791046
4959,Jim Pankovits,1962,1990,318,567,142,25,2,9,44,115,55,62,8,3,0.250440917,0.304418985,0.349206349,0.653625334
4960,Jim Pendleton,1931,1962,457,994,257,32,9,20,46,188,105,129,12,8,0.258551308,0.291346154,0.369215292,0.660561446
4961,Jim Piersall,1928,1967,1734,5890,1604,256,52,104,524,583,591,811,115,57,0.272325976,0.331774244,0.386417657,0.718191901
4962,Jim Pisoni,1933,1960,103,189,40,3,3,6,16,47,20,26,0,0,0.211640212,0.273170732,0.354497354,0.627668086
4963,Jim Poole,1902,1927,284,940,271,54,13,13,59,68,140,118,9,7,0.288297872,0.33033033,0.414893617,0.745223947
4964,Jim Powell,1861,1884,41,151,37,8,4,0,7,37,31,23,6,2,0.245033113,0.278481013,0.350993377,0.62947439
4965,Jim Presley,1961,1991,959,3546,875,181,14,135,210,859,495,413,9,14,0.246756909,0.28887114,0.419909757,0.708780897
4966,Jim Price,1944,1971,261,602,129,22,0,18,62,70,71,58,0,0,0.214285714,0.287650602,0.340531561,0.628182164
4967,Jim Pyburn,1932,1957,158,294,56,5,5,3,34,56,20,36,6,2,0.19047619,0.274390244,0.272108844,0.546499087
4968,Jim Qualls,1947,1972,63,139,31,5,3,0,2,16,10,13,2,1,0.223021583,0.234042553,0.302158273,0.536200827
4969,Jim Ray Hart,1940,1974,1125,3783,1052,148,29,170,380,573,578,518,17,17,0.278086175,0.343982705,0.467353952,0.811336657
4970,Jim Reilly,1862,1885,10,40,7,3,0,0,2,37,3,6,6,2,0.175,0.214285714,0.25,0.464285714
4971,Jim Rice,1951,1989,2089,8225,2452,373,79,382,670,1423,1451,1249,58,34,0.298115502,0.350983699,0.502006079,0.852989778
4972,Jim Rivera,1929,1961,1171,3552,911,155,56,83,365,523,422,503,160,70,0.256475225,0.32575951,0.401745495,0.727505005
4973,Jim Robertson,1931,1955,69,155,29,8,0,0,24,27,8,10,0,0,0.187096774,0.296089385,0.238709677,0.534799063
4974,Jim Rogers,1873,1897,151,594,140,17,12,3,47,60,90,82,20,5,0.235690236,0.291731669,0.31986532,0.611596989
4975,Jim Rushford,1979,2002,23,77,11,2,0,1,6,9,6,8,0,0,0.142857143,0.204819277,0.207792208,0.412611485
4976,Jim Russell,1919,1951,1035,3595,959,175,51,67,503,427,428,556,59,21,0.266759388,0.356759395,0.399721836,0.756481231
4977,Jim Shilling,1916,1939,42,131,37,8,5,0,8,13,16,11,1,0,0.282442748,0.323741007,0.419847328,0.743588335
4978,Jim Small,1932,1958,108,141,38,6,2,0,10,22,10,22,0,2,0.269503546,0.317880795,0.340425532,0.658306327
4979,Jim Smith,1956,1982,47,51,13,3,2,0,6,119,4,6,0,8,0.254901961,0.333333333,0.392156863,0.725490196
4980,Jim Snyder,1939,1964,41,86,12,2,0,1,4,12,10,4,0,1,0.139534884,0.177777778,0.197674419,0.375452196
4981,Jim Spencer,1945,1982,1553,4908,1227,179,27,146,407,583,599,541,11,19,0.25,0.307431797,0.386715566,0.694147363
4982,Jim Starks,1912,1946,179,590,160,30,4,15,62,268,91,94,10,19,0.271186441,0.340490798,0.411864407,0.752355204
4983,Jim Steels,1964,1989,111,133,24,2,1,0,13,33,11,13,5,2,0.180451128,0.253424658,0.210526316,0.463950973
4984,Jim Stephens,1884,1912,429,1252,276,30,21,3,77,224,97,95,14,14,0.220447284,0.265613243,0.28514377,0.550757013
4985,Jim Sundberg,1951,1989,1962,6021,1493,243,36,95,699,963,624,621,20,37,0.247965454,0.326190476,0.347616675,0.673807151
4986,Jim Tabor,1916,1947,1005,3788,1021,191,29,104,286,377,598,473,69,59,0.269535375,0.320814924,0.417634636,0.73844956
4987,Jim Tatum,1971,1998,173,201,39,7,3,3,10,58,29,16,0,0,0.194029851,0.232227488,0.303482587,0.535710075
4988,Jim Thome,1968,2012,2543,8422,2328,451,26,612,1747,2548,1699,1583,19,20,0.276418903,0.400727702,0.554143909,0.954871611
4989,Jim Thorpe,1891,1919,290,698,176,20,18,7,27,122,82,91,29,13,0.252148997,0.28,0.362464183,0.642464183
4990,Jim Toy,1866,1890,153,583,123,23,5,1,28,75,63,67,10,5,0.210977702,0.247135843,0.272727273,0.519863116
4991,Jim Traber,1963,1989,264,819,186,21,0,27,58,118,117,70,5,5,0.227106227,0.278221209,0.351648352,0.62986956
4992,Jim Tracy,1957,1981,87,185,46,5,4,3,25,51,14,18,3,2,0.248648649,0.338095238,0.367567568,0.705662806
4993,Jim Tyack,1920,1943,54,155,40,8,1,0,14,9,23,11,1,1,0.258064516,0.319526627,0.322580645,0.642107272
4994,Jim Tyrone,1951,1977,177,405,92,11,3,8,32,77,32,52,6,3,0.227160494,0.28375286,0.328395062,0.612147922
4995,Jim Vatcher,1967,1992,87,109,27,3,1,1,12,27,11,11,1,0,0.247706422,0.32231405,0.321100917,0.643414967
4996,Jim Viox,1889,1916,505,1703,465,76,24,7,222,112,191,214,39,17,0.273047563,0.356883117,0.358191427,0.715074544
4997,Jim Walewander,1967,1993,162,242,52,9,1,1,24,33,14,50,15,7,0.214876033,0.285714286,0.272727273,0.558441558
4998,Jim Weaver,1964,1989,31,31,5,4,0,0,3,14,2,6,2,2,0.161290323,0.235294118,0.290322581,0.525616698
4999,Jim West,1909,1948,670,2394,697,105,40,32,252,238,386,364,16,25,0.291144528,0.358654573,0.408521303,0.767175876
5000,Jim Wilhelm,1955,1979,49,122,32,6,3,0,2,14,12,10,2,1,0.262295082,0.274193548,0.360655738,0.634849286
5001,Jim Williams,1933,1970,394,1414,439,81,16,9,87,127,236,218,47,17,0.310466761,0.350433045,0.409476662,0.759909707
5002,Jim Wohlford,1949,1986,1220,3049,793,125,33,21,241,376,305,349,89,68,0.260085274,0.314285714,0.343391276,0.65767699
5003,Jim Woods,1936,1961,36,82,17,3,0,3,7,28,12,11,0,0,0.207317073,0.269662921,0.353658537,0.623321458
5004,Jim Zapp,1924,1948,22,68,18,5,1,2,5,38,11,13,0,2,0.264705882,0.315068493,0.455882353,0.770950846
5005,Jimmie Armstead,1922,1946,24,61,12,3,1,0,9,1,4,6,2,2,0.196721311,0.3,0.278688525,0.578688525
5006,Jimmie Coker,1936,1967,233,592,137,15,4,16,55,99,70,44,1,5,0.231418919,0.29675425,0.351351351,0.648105602
5007,Jimmie Crutchfield,1910,1945,495,1862,493,51,28,6,146,115,186,264,45,25,0.264769066,0.318227092,0.331901182,0.650128273
5008,Jimmie Foxx,1903,1945,2317,8134,2646,458,125,534,1452,1311,1922,1751,87,77,0.325301205,0.427498435,0.60929432,1.036792755
5009,Jimmie Hall,1940,1970,963,2848,724,100,24,121,287,529,391,387,38,18,0.254213483,0.322488038,0.43363764,0.756125679
5010,Jimmie Lyons,1904,1932,261,904,273,36,14,15,89,125,132,189,88,20,0.30199115,0.364551863,0.422566372,0.787118235
5011,Jimmie Reese,1907,1932,232,742,206,39,4,8,48,37,70,123,7,6,0.277628032,0.321518987,0.373315364,0.694834351
5012,Jimmie Savage,1890,1915,148,503,139,9,9,1,69,32,26,82,17,7,0.276341948,0.363636364,0.335984095,0.699620459
5013,Jimmie Schaffer,1938,1968,304,574,128,28,3,11,49,127,56,53,3,4,0.222996516,0.284109149,0.339721254,0.623830404
5014,Jimmie Wilson,1900,1940,1525,4778,1358,252,32,32,356,280,621,580,86,43,0.284219339,0.333852746,0.370447886,0.704300633
5015,Jimmy Adair,1908,1931,18,76,21,3,1,0,1,8,3,9,1,2,0.276315789,0.285714286,0.342105263,0.627819549
5016,Jimmy Archer,1884,1918,850,2646,660,106,34,16,124,353,296,246,36,31,0.249433107,0.283032491,0.333333333,0.616365824
5017,Jimmy Austin,1889,1929,1584,5388,1328,174,76,13,592,513,390,661,244,64,0.246473645,0.321070234,0.314216778,0.635287012
5018,Jimmy Bannon,1870,1896,366,1434,460,76,24,19,152,101,253,293,99,9,0.320781032,0.385876419,0.447001395,0.832877813
5019,Jimmy Barrett,1876,1908,868,3306,962,83,47,16,440,374,255,580,143,23,0.290986086,0.374265884,0.359044162,0.733310046
5020,Jimmy Binder,1908,1937,237,881,226,21,14,0,48,153,78,98,10,11,0.256526674,0.294940797,0.312145289,0.607086086
5021,Jimmy Bloodworth,1918,1951,1002,3519,874,160,20,62,202,407,451,347,19,29,0.248366013,0.289169578,0.358056266,0.647225844
5022,Jimmy Brown,1916,1946,890,3512,980,146,42,9,231,110,319,465,39,18,0.27904328,0.32353727,0.352220957,0.675758226
5023,Jimmy Burke,1876,1905,550,1947,475,58,13,1,112,262,187,200,87,16,0.243965074,0.285089849,0.288649204,0.573739053
5024,Jimmy Callahan,1884,1913,677,2509,697,107,31,10,125,226,313,332,155,16,0.27779992,0.312072893,0.357114388,0.669187281
5025,Jimmy Collins,1872,1908,1726,6795,1999,352,116,65,426,481,983,1055,194,32,0.294186902,0.335826063,0.408830022,0.744656085
5026,Jimmy Cooney,1896,1928,772,2877,728,99,30,6,224,106,268,402,107,31,0.253041363,0.306997743,0.314563782,0.621561524
5027,Jimmy Dykes,1895,1939,2283,8046,2256,453,90,108,958,850,1071,1108,70,60,0.28038777,0.356952466,0.399328859,0.756281325
5028,Jimmy Esmond,1889,1915,461,1540,406,52,34,9,136,163,162,204,61,9,0.263636364,0.323389021,0.359090909,0.682479931
5029,Jimmy Ford,1914,1945,172,623,162,20,9,3,46,225,77,83,11,18,0.260032103,0.310911809,0.335473515,0.646385324
