full_name,birth_year,retire_year,G,AB,H,2B,3B,HR,BB,SO,RBI,R,SB,CS,AVG,OBP,SLG,OPS
연경흠,1983,2013,345,774,180,40,3,26,76,183,88,102,2,1,0.233,0.301,0.393,0.694
염경엽,1968,2000,896,1449,283,53,7,5,122,208,110,197,83,34,0.195,0.258,0.252,0.51
예진원,1999,2024,117,190,33,9,1,2,19,49,13,23,0,1,0.174,0.249,0.263,0.512
오그레디,1992,2023,22,80,10,3,0,0,5,40,8,3,1,0,0.125,0.176,0.162,0.339
오대석,1960,1991,723,2055,514,77,7,36,250,264,248,249,41,20,0.25,0.331,0.347,0.678
오덕환,1959,1988,198,344,69,7,0,0,21,34,16,23,4,4,0.201,0.247,0.221,0.468
오리어리,1969,2004,63,211,56,14,2,10,23,37,28,30,0,0,0.265,0.338,0.493,0.83
오윤,1981,2014,350,592,135,22,3,8,80,151,71,61,8,4,0.228,0.32,0.316,0.636
오재원,1985,2022,1571,4321,1152,192,33,64,462,933,521,678,289,89,0.267,0.337,0.371,0.708
오재일,1986,2024,1491,4498,1229,274,7,215,582,1132,873,616,14,7,0.273,0.356,0.481,0.837
오재필,1982,2013,162,233,49,6,1,3,17,95,21,32,15,5,0.21,0.264,0.283,0.547
오정복,1986,2018,425,1070,306,50,4,19,103,138,127,155,7,8,0.286,0.349,0.393,0.742
오정환,1999,2021,39,45,8,1,0,0,1,21,3,9,0,2,0.178,0.196,0.2,0.396
오준혁,1992,2022,280,542,127,21,4,9,35,144,59,67,3,7,0.234,0.281,0.338,0.618
오태근,1978,2009,214,288,54,13,2,1,27,69,11,42,27,17,0.188,0.257,0.257,0.514
오현근,1985,2016,57,54,10,2,0,0,8,13,5,8,3,2,0.185,0.29,0.222,0.513
왓슨,1978,2009,10,38,7,1,0,2,4,5,6,3,0,0,0.184,0.262,0.368,0.63
용덕한,1981,2016,653,988,223,36,1,9,59,203,74,106,7,7,0.226,0.269,0.291,0.561
우경하,1957,1988,323,854,192,26,3,17,39,136,70,77,5,12,0.225,0.259,0.322,0.581
우동균,1989,2017,355,614,135,28,3,9,94,143,83,87,11,8,0.22,0.323,0.319,0.643
우드,1967,2000,35,110,28,9,0,1,11,20,9,10,1,1,0.255,0.322,0.364,0.686
우즈,1969,2002,614,2228,655,90,6,174,358,610,510,412,27,10,0.294,0.392,0.574,0.966
원원근,1967,1995,460,1069,277,48,6,8,125,154,121,105,19,21,0.259,0.337,0.338,0.674
윌리엄스,1964,2000,37,133,33,7,0,12,25,36,26,22,0,0,0.248,0.367,0.571,0.939
윌리엄스,1993,2023,68,258,63,14,0,9,8,63,45,29,1,1,0.244,0.267,0.403,0.67
윌리엄슨,1990,2019,40,154,42,7,1,4,13,50,15,19,0,1,0.273,0.329,0.409,0.738
윌슨,1990,2019,68,231,58,15,0,9,31,60,37,21,1,2,0.251,0.34,0.433,0.773
유고웅,1958,1988,336,1024,251,31,6,11,106,93,91,112,43,21,0.245,0.316,0.319,0.635
유동효,1965,1994,435,885,187,33,4,17,108,220,83,103,10,5,0.211,0.297,0.315,0.612
유두열,1956,1991,738,2224,588,102,14,58,256,220,268,297,56,40,0.264,0.34,0.401,0.741
유로결,2000,2024,182,339,53,9,0,2,25,104,24,40,6,3,0.156,0.214,0.201,0.415
유민상,1989,2021,367,955,251,56,2,23,125,203,156,116,3,1,0.263,0.348,0.398,0.746
유상빈,2000,2023,20,52,15,5,0,0,1,12,4,4,0,1,0.288,0.302,0.385,0.687
유서준,1995,2021,59,45,7,1,0,1,2,15,2,16,4,2,0.156,0.191,0.244,0.436
유선정,1986,2015,160,273,55,7,1,1,37,59,27,23,2,1,0.201,0.297,0.245,0.542
유성룡,1960,1985,38,66,16,1,0,0,1,12,12,4,2,1,0.242,0.254,0.258,0.511
유승안,1956,1991,787,2189,576,85,3,92,264,411,358,238,15,22,0.263,0.342,0.431,0.773
유영원,1969,1993,27,55,10,4,1,2,1,21,6,6,0,0,0.182,0.196,0.4,0.596
유영환,1969,1994,80,198,40,4,1,2,10,41,13,16,2,2,0.202,0.24,0.263,0.503
유재신,1987,2019,516,395,102,11,5,1,36,99,40,146,62,26,0.258,0.32,0.319,0.639
유재웅,1979,2012,392,753,185,42,1,21,72,194,95,84,2,6,0.246,0.312,0.388,0.699
유제룡,1956,1986,77,167,34,3,1,0,14,23,8,17,5,5,0.204,0.265,0.234,0.499
유지홍,1962,1990,265,513,127,17,0,2,32,69,41,40,8,9,0.248,0.292,0.292,0.584
유지훤,1955,1988,630,1807,407,54,15,12,106,141,187,173,38,30,0.225,0.268,0.292,0.56
유충돌,1967,1991,33,53,10,3,0,2,1,20,6,4,0,0,0.189,0.204,0.358,0.562
유필선,1970,2001,179,329,78,16,2,6,34,92,31,54,4,6,0.237,0.309,0.353,0.661
유한준,1981,2021,1650,5316,1606,284,6,151,594,728,883,717,35,20,0.302,0.372,0.443,0.815
유해덕,1962,1988,61,47,7,1,0,0,4,7,1,10,3,3,0.149,0.216,0.17,0.386
윤기수,1971,1996,156,189,40,4,1,0,9,26,6,14,3,5,0.212,0.247,0.243,0.491
윤덕규,1963,1997,1275,4073,1161,192,48,47,368,490,438,480,73,55,0.285,0.344,0.39,0.735
윤동균,1949,1989,594,1963,560,98,21,38,287,194,277,263,41,22,0.285,0.376,0.415,0.791
윤병호,1989,2018,83,106,19,4,0,1,4,27,5,17,3,0,0.179,0.209,0.245,0.454
윤석민,1985,2020,941,2821,805,137,4,103,226,462,466,372,13,10,0.285,0.338,0.446,0.785
윤성훈,1966,1992,151,229,40,8,1,0,18,45,15,21,6,2,0.175,0.235,0.218,0.453
윤수강,1990,2020,67,89,17,7,0,1,5,30,8,8,0,0,0.191,0.234,0.303,0.537
윤승균,1983,2006,120,101,19,2,0,1,5,37,6,34,40,13,0.188,0.226,0.238,0.464
윤요섭,1982,2017,501,905,228,35,1,26,89,199,135,93,10,7,0.252,0.319,0.379,0.698
윤용하,1968,1994,236,404,99,21,2,14,33,79,50,46,2,6,0.245,0.302,0.411,0.713
윤재국,1975,2009,714,1766,453,63,22,19,154,350,170,234,53,29,0.257,0.316,0.349,0.666
윤재호,1967,1996,617,1313,294,42,5,5,146,182,115,139,52,31,0.224,0.302,0.275,0.577
윤정우,1988,2018,126,144,33,8,0,3,8,38,15,34,15,3,0.229,0.27,0.347,0.617
윤진호,1986,2019,403,260,40,10,0,1,11,70,15,42,6,4,0.154,0.188,0.204,0.392
윤찬,1967,1995,137,191,39,5,0,2,22,32,23,24,4,7,0.204,0.286,0.262,0.548
윤해진,1989,2019,184,214,45,4,0,2,11,52,14,37,8,5,0.21,0.249,0.257,0.506
윤혁,1967,1995,199,519,136,25,2,2,59,64,42,57,11,3,0.262,0.337,0.329,0.667
윤현식,1977,2004,88,50,4,0,0,0,3,12,1,9,0,1,0.08,0.132,0.08,0.212
윤형준,1994,2023,179,382,96,14,1,11,14,105,45,32,2,2,0.251,0.278,0.38,0.657
윤홍식,1962,1987,47,57,13,4,1,0,1,15,1,8,2,3,0.228,0.241,0.333,0.575
이강돈,1961,1997,1217,3979,1132,203,38,87,387,657,557,533,88,75,0.284,0.348,0.42,0.768
이건열,1963,1997,897,2401,576,72,4,30,189,383,251,266,55,34,0.24,0.295,0.311,0.606
이경복,1970,1998,372,677,164,31,2,7,40,59,81,56,2,3,0.242,0.285,0.325,0.609
이경수,1959,1982,32,59,11,3,1,0,2,8,3,9,1,0,0.186,0.213,0.271,0.484
이경호,1973,1993,13,33,6,0,0,0,2,10,2,2,1,0,0.182,0.229,0.182,0.41
이계성,1977,2005,408,808,189,44,3,11,79,191,88,85,11,8,0.234,0.302,0.337,0.639
이광근,1962,1992,402,917,239,62,5,12,104,135,103,90,2,12,0.261,0.336,0.378,0.714
이광길,1960,1992,567,1256,288,56,7,7,206,183,120,148,48,36,0.229,0.338,0.302,0.64
이광은,1955,1991,922,3279,929,149,26,90,311,314,473,475,119,60,0.283,0.345,0.427,0.772
이근식,1959,1986,253,477,111,16,1,1,34,47,41,46,10,4,0.233,0.284,0.277,0.56
이근엽,1972,1999,408,787,150,20,1,5,52,163,42,59,20,14,0.191,0.241,0.238,0.478
이대수,1981,2018,1190,2860,736,131,21,35,224,523,299,328,43,29,0.257,0.311,0.355,0.666
이대진,1974,2002,24,37,3,1,1,0,2,18,4,2,0,0,0.081,0.128,0.162,0.29
이대형,1983,2019,1603,5083,1414,132,38,9,437,848,361,807,505,177,0.278,0.335,0.324,0.66
이대호,1982,2022,1971,7118,2199,331,6,374,745,1025,1425,972,11,11,0.309,0.374,0.515,0.889
이도형,1975,2010,1155,3154,815,142,6,130,243,537,519,317,5,5,0.258,0.311,0.431,0.742
이동수,1973,2003,674,1813,487,82,9,89,224,522,328,257,8,5,0.269,0.349,0.471,0.82
이동욱,1974,2003,143,272,60,9,1,5,21,52,26,17,1,3,0.221,0.276,0.316,0.593
이동채,1971,1994,58,80,12,0,0,0,3,22,5,8,1,1,0.15,0.181,0.15,0.331
이만수,1958,1997,1449,4310,1276,193,7,252,554,490,860,624,52,48,0.296,0.376,0.519,0.896
이명기,1987,2024,1037,3624,1104,166,28,28,324,556,327,574,108,60,0.305,0.362,0.389,0.751
이명수,1966,2001,1221,3504,953,140,21,61,426,502,423,383,28,39,0.272,0.351,0.376,0.727
이민재,1988,2015,35,44,9,1,0,0,1,12,4,6,0,1,0.205,0.222,0.227,0.449
이민호,1969,2000,556,1369,330,63,6,51,130,358,167,168,19,15,0.241,0.307,0.408,0.714
이범호,1981,2019,2001,6370,1727,334,12,329,863,1158,1127,954,49,29,0.271,0.358,0.482,0.84
이병규,1974,2016,1741,6571,2043,371,38,161,526,838,972,992,147,66,0.311,0.362,0.452,0.814
이병규,1983,2021,835,2232,621,117,11,75,398,615,366,344,30,24,0.278,0.387,0.441,0.829
이병규,1994,2023,31,55,11,1,1,0,2,15,7,10,1,0,0.2,0.228,0.255,0.483
이병훈,1967,1996,516,1317,352,41,2,38,87,173,169,136,8,8,0.267,0.313,0.388,0.701
이보형,1972,1997,80,115,18,6,1,2,13,39,13,8,3,1,0.157,0.242,0.278,0.52
이복근,1962,1991,267,448,94,20,2,6,41,124,45,37,2,5,0.21,0.276,0.304,0.58
이봉우,1977,1998,158,140,23,5,1,2,3,30,8,18,7,3,0.164,0.182,0.257,0.439
이상대,1967,1994,350,832,198,33,8,5,62,127,64,85,8,8,0.238,0.291,0.315,0.606
이상호,1989,2023,775,1101,291,34,1,1,46,117,80,199,85,28,0.264,0.294,0.3,0.594
이상훈,1987,2016,88,142,24,1,0,2,12,28,4,16,6,1,0.169,0.234,0.218,0.452
이석규,1957,1986,72,109,18,3,0,2,15,22,8,12,1,0,0.165,0.266,0.248,0.514
이선웅,1961,1992,879,2633,666,102,7,23,233,250,282,223,35,25,0.253,0.314,0.323,0.637
이성곤,1992,2023,203,483,117,28,2,6,61,145,47,45,3,4,0.242,0.327,0.346,0.673
이성근,1962,1988,19,40,9,2,0,0,1,9,5,5,0,0,0.225,0.244,0.275,0.519
이성득,1953,1982,51,116,22,1,0,0,12,8,2,6,2,2,0.19,0.266,0.198,0.464
이성수,1960,1986,57,85,16,3,1,0,7,12,8,12,6,4,0.188,0.25,0.247,0.497
이성열,1984,2021,1506,4134,1047,187,17,190,369,1359,698,588,63,40,0.253,0.314,0.445,0.759
이성우,1981,2021,620,821,182,27,0,7,46,137,75,62,4,0,0.222,0.263,0.28,0.543
이순철,1961,1998,1388,4775,1252,217,30,145,544,689,612,768,371,145,0.262,0.338,0.411,0.749
이숭용,1971,2011,2001,6139,1727,330,22,162,767,865,857,783,62,54,0.281,0.361,0.421,0.783
이승엽,1976,2017,1906,7132,2156,464,28,467,953,1344,1498,1355,57,25,0.302,0.385,0.572,0.956
이승재,1983,2014,53,45,7,2,1,0,1,10,5,3,0,0,0.156,0.174,0.244,0.418
이승준,1976,2006,131,233,53,10,0,11,18,89,27,23,2,0,0.227,0.283,0.412,0.695
이승희,1959,1992,558,1311,338,48,22,17,126,233,120,163,35,26,0.258,0.323,0.367,0.69
이시온,1975,2004,94,350,99,19,1,13,35,99,46,46,7,1,0.283,0.348,0.454,0.802
이시원,1996,2023,256,345,69,3,0,1,13,68,13,58,11,6,0.2,0.229,0.217,0.446
이시찬,1985,2015,313,448,99,12,1,1,31,85,36,72,43,10,0.221,0.271,0.259,0.53
이양기,1981,2017,326,689,180,32,1,6,53,126,75,61,7,0,0.261,0.314,0.337,0.651
이여상,1984,2016,478,994,223,39,4,14,76,265,110,103,35,11,0.224,0.279,0.314,0.593
이연수,1963,1999,301,654,153,17,2,11,66,95,63,77,15,18,0.234,0.304,0.317,0.621
이영구,1954,1985,277,992,268,62,2,13,96,63,104,119,13,14,0.27,0.335,0.376,0.711
이영수,1981,2010,61,107,23,6,0,2,16,15,15,10,0,0,0.215,0.317,0.327,0.644
이영우,1973,2010,1312,4346,1275,272,33,135,562,723,533,735,112,81,0.293,0.374,0.464,0.839
이영욱,1985,2018,535,955,232,40,7,12,104,264,104,173,73,23,0.243,0.317,0.337,0.654
이용석,1970,1993,64,124,27,6,0,1,4,27,10,6,0,2,0.218,0.242,0.29,0.533
이용주,1976,2002,96,116,23,2,0,1,12,21,6,14,0,0,0.198,0.273,0.241,0.515
이우민,1982,2017,1003,1854,432,52,12,15,142,463,168,275,56,39,0.233,0.288,0.298,0.586
이우석,1975,2000,49,84,16,2,0,0,8,17,2,13,3,2,0.19,0.261,0.214,0.475
이우수,1972,1996,286,575,127,22,4,4,23,116,44,54,2,5,0.221,0.251,0.294,0.545
이원석,1986,2024,1814,5474,1429,249,16,144,546,1051,791,650,25,26,0.261,0.328,0.391,0.719
이원재,1989,2021,277,595,157,28,2,17,42,118,79,61,3,4,0.264,0.312,0.403,0.716
이윤섭,1958,1982,23,31,6,2,0,1,2,10,5,3,0,0,0.194,0.242,0.355,0.597
이은총,1991,2015,11,35,6,1,0,0,1,7,3,3,0,0,0.171,0.194,0.2,0.394
이인구,1980,2013,347,840,206,33,7,10,79,169,74,114,27,12,0.245,0.31,0.337,0.647
이인행,1991,2019,36,50,9,1,0,0,4,16,2,2,0,0,0.18,0.241,0.2,0.441
이일의,1971,2003,74,124,30,5,0,1,10,29,8,13,0,1,0.242,0.299,0.306,0.605
이재성,1962,1991,112,152,31,4,2,0,19,42,10,23,4,3,0.204,0.292,0.257,0.549
이재원,1999,2023,220,509,113,19,2,22,46,176,78,69,12,4,0.222,0.286,0.397,0.683
이재율,1993,2021,165,102,20,4,1,0,3,26,6,47,25,5,0.196,0.219,0.255,0.474
이재주,1973,2009,981,2200,554,111,4,82,306,541,352,239,4,13,0.252,0.343,0.418,0.761
이전진,1972,1996,30,46,11,2,0,0,3,16,3,2,1,0,0.239,0.286,0.283,0.568
이정범,1998,2023,41,99,23,4,0,3,9,23,14,12,0,0,0.232,0.296,0.364,0.66
이정식,1981,2016,359,441,90,14,0,10,38,109,40,51,6,1,0.204,0.267,0.304,0.571
이정은,1962,1986,35,70,12,5,1,0,5,14,7,6,0,1,0.171,0.227,0.271,0.498
이정후,1998,2023,884,3476,1181,244,43,65,383,304,515,581,69,23,0.34,0.405,0.491,0.896
이정훈,1963,1997,918,3072,918,153,37,66,312,246,353,515,151,55,0.299,0.363,0.437,0.801
이정훈,1994,2024,185,409,111,22,0,3,47,89,52,41,1,1,0.271,0.346,0.347,0.694
이종도,1952,1987,481,1284,344,69,6,28,154,188,176,174,50,15,0.268,0.346,0.396,0.743
이종두,1962,1997,1054,3133,845,132,20,105,319,499,438,498,127,59,0.27,0.337,0.425,0.762
이종민,1972,2002,796,1371,329,40,7,11,89,179,115,167,41,26,0.24,0.286,0.303,0.59
이종범,1970,2011,1706,6060,1797,340,29,194,634,622,730,1100,510,113,0.297,0.363,0.458,0.821
이종열,1973,2009,1657,4748,1175,158,41,52,429,621,448,588,131,69,0.247,0.31,0.331,0.641
이종옥,1965,1992,26,42,10,1,1,0,2,14,0,7,0,1,0.238,0.273,0.31,0.582
이종욱,1980,2018,1446,5081,1478,225,51,41,523,679,543,843,340,92,0.291,0.357,0.379,0.737
이종운,1966,1998,738,2132,580,72,34,9,108,282,213,258,98,34,0.272,0.307,0.35,0.658
이종호,1967,1996,575,844,190,27,5,8,76,172,73,113,21,15,0.225,0.289,0.297,0.587
이종환,1986,2017,263,476,127,30,1,6,38,129,67,47,1,2,0.267,0.321,0.372,0.693
이주찬,1998,2024,20,31,4,1,0,1,1,14,2,7,0,0,0.129,0.156,0.258,0.414
이주형,2002,2022,37,81,13,0,0,2,11,34,11,8,0,0,0.16,0.261,0.235,0.495
이준수,1988,2019,130,148,28,5,0,0,17,49,12,10,0,0,0.189,0.273,0.223,0.496
이준용,1974,1998,25,31,7,0,0,0,4,8,1,5,1,0,0.226,0.314,0.226,0.54
이준호,1987,2013,172,317,71,14,4,0,32,64,25,29,4,4,0.224,0.295,0.293,0.589
이중화,1964,1996,716,1678,437,61,16,7,132,132,147,256,90,41,0.26,0.314,0.328,0.643
이지찬,1991,2015,34,39,9,2,0,0,2,6,4,4,2,0,0.231,0.268,0.282,0.55
이지환,1971,1998,126,248,48,8,0,5,9,59,21,19,0,2,0.194,0.222,0.286,0.508
이진석,1995,2016,47,45,9,1,1,0,2,20,2,7,0,1,0.2,0.234,0.267,0.501
이진영,1980,2018,2160,6976,2125,367,33,169,745,906,979,979,112,77,0.305,0.372,0.439,0.811
이찬선,1962,1982,22,56,3,0,0,0,1,11,3,2,0,0,0.054,0.07,0.054,0.124
이창열,1991,2019,41,37,7,3,1,0,4,11,5,9,1,0,0.189,0.268,0.324,0.593
이창원,1963,1993,223,366,85,18,4,12,20,70,52,53,7,5,0.232,0.272,0.402,0.674
이창진,1991,2024,615,1568,418,79,6,21,224,316,183,245,29,20,0.267,0.358,0.365,0.723
이창훈,1981,2004,25,35,9,2,0,1,5,11,4,6,0,1,0.257,0.35,0.4,0.75
이천웅,1988,2023,622,1953,564,88,9,18,220,300,211,291,58,39,0.289,0.361,0.371,0.732
이철성,1957,1986,108,254,62,12,1,0,20,16,19,22,3,6,0.244,0.299,0.299,0.598
이태원,1986,2014,132,148,20,4,0,0,10,46,8,10,0,0,0.135,0.19,0.162,0.352
이태호,1983,2007,81,52,7,2,0,0,1,20,0,7,0,1,0.135,0.151,0.173,0.324
이태훈,1995,2023,25,32,6,1,0,0,2,14,0,3,0,0,0.188,0.235,0.219,0.454
이택근,1980,2020,1651,5361,1621,299,12,136,591,726,773,851,175,73,0.302,0.372,0.439,0.81
이학주,1990,2024,486,1183,276,48,6,23,105,337,116,154,29,15,0.233,0.296,0.342,0.638
이해승,2000,2023,55,103,24,4,0,0,1,30,5,11,0,0,0.233,0.24,0.272,0.512
이해창,1953,1988,577,1873,508,88,19,32,225,239,182,317,144,81,0.271,0.349,0.39,0.739
이해창,1987,2022,428,883,198,33,0,28,49,220,112,83,2,12,0.224,0.265,0.357,0.622
이현곤,1980,2014,1000,2672,726,140,6,23,221,388,267,289,39,22,0.272,0.327,0.354,0.682
이현석,1992,2022,122,212,44,7,0,7,9,73,29,16,1,0,0.208,0.24,0.34,0.579
이현택,1964,1992,210,484,118,23,0,13,63,80,60,72,17,9,0.244,0.331,0.372,0.703
이호성,1967,2001,1090,3563,968,160,22,102,498,659,526,569,167,55,0.272,0.361,0.415,0.776
이호신,1984,2017,188,165,24,5,1,0,11,55,10,22,8,4,0.145,0.199,0.188,0.387
이호연,1995,2024,208,469,117,16,2,5,29,93,34,51,7,3,0.249,0.293,0.324,0.617
이호준,1976,2017,2053,6663,1880,346,17,337,795,1307,1265,943,59,52,0.282,0.359,0.491,0.85
이홍구,1990,2021,408,792,170,32,4,37,49,271,124,81,1,1,0.215,0.26,0.405,0.666
이홍범,1953,1985,299,562,140,22,2,6,40,60,53,85,16,11,0.249,0.299,0.327,0.626
이홍식,1964,1989,77,111,22,3,1,0,6,28,5,12,0,1,0.198,0.239,0.243,0.483
이흥련,1989,2023,455,747,174,30,2,15,50,188,101,86,3,1,0.233,0.281,0.339,0.62
이희근,1985,2014,289,429,88,8,2,2,27,101,37,44,5,2,0.205,0.252,0.247,0.499
이희성,1966,1997,643,1680,401,58,19,11,144,250,118,198,82,49,0.239,0.299,0.315,0.614
임경택,1963,1992,150,228,55,7,4,0,24,31,27,18,3,0,0.241,0.313,0.307,0.621
임성민,1982,2005,47,56,13,2,0,1,6,14,3,12,0,0,0.232,0.306,0.321,0.628
임성우,1968,1993,54,60,15,3,0,0,5,14,2,4,1,0,0.25,0.308,0.3,0.608
임성주,1965,1996,28,45,10,2,1,0,4,10,6,2,0,0,0.222,0.286,0.311,0.597
임수민,1973,2006,790,2013,485,105,4,54,186,409,258,236,11,18,0.241,0.305,0.378,0.683
임수혁,1969,2000,488,1296,345,53,8,47,157,234,257,148,7,8,0.266,0.345,0.428,0.774
임익준,1988,2017,153,181,39,2,0,0,11,43,9,27,7,6,0.215,0.26,0.227,0.487
임재철,1976,2015,1139,2333,610,97,18,30,283,450,231,358,69,32,0.261,0.341,0.357,0.698
임정면,1958,1988,163,291,66,8,1,2,25,38,15,33,6,5,0.227,0.288,0.282,0.57
임주택,1968,2002,854,1408,350,65,7,54,119,299,204,173,12,14,0.249,0.307,0.42,0.727
임채영,1971,1996,83,130,21,9,1,1,3,18,10,5,0,2,0.162,0.18,0.269,0.45
임형석,1968,1997,627,1928,476,78,14,48,192,397,242,222,26,26,0.247,0.315,0.377,0.692
임훈,1985,2018,670,1680,452,59,14,7,156,299,149,229,36,25,0.269,0.331,0.333,0.664
잉글린,1975,2002,78,248,70,18,0,6,23,47,36,33,0,1,0.282,0.343,0.427,0.771
장광호,1967,2001,650,1387,297,59,1,25,102,243,132,131,5,17,0.214,0.268,0.312,0.58
장교성,1977,2006,139,174,31,3,3,1,8,45,9,16,2,6,0.178,0.214,0.247,0.461
장민석,1982,2017,742,2130,535,72,22,16,174,396,177,324,126,52,0.251,0.308,0.328,0.636
장성국,1974,2002,36,33,4,2,0,0,2,10,2,2,0,0,0.121,0.171,0.182,0.353
장성호,1977,2015,2064,7084,2100,394,18,221,1101,879,1043,1108,99,59,0.296,0.391,0.451,0.842
장시윤,1993,2018,34,41,10,0,0,0,3,11,2,7,0,1,0.244,0.295,0.244,0.539
장영균,1976,2003,56,44,8,4,0,0,5,20,3,7,0,0,0.182,0.265,0.273,0.538
장영석,1990,2020,434,1080,248,54,1,33,99,291,160,127,1,1,0.23,0.294,0.373,0.667
장용대,1974,2001,116,176,36,6,0,5,10,60,21,16,0,0,0.205,0.247,0.324,0.571
장운호,1994,2023,338,727,173,24,1,5,74,172,78,88,9,13,0.238,0.308,0.294,0.603
장원진,1969,2007,1500,4734,1342,193,25,51,387,560,505,612,58,45,0.283,0.338,0.367,0.705
장일현,1976,2005,411,854,222,37,1,12,69,124,90,102,9,5,0.26,0.315,0.348,0.663
장재중,1971,2003,596,1207,264,34,9,14,86,193,104,119,19,10,0.219,0.271,0.297,0.567
장정기,1958,1985,150,308,69,16,1,4,39,36,30,50,11,3,0.224,0.311,0.321,0.633
장정석,1973,2003,580,818,176,32,2,7,70,181,75,105,19,11,0.215,0.277,0.285,0.562
장종훈,1968,2005,1952,6292,1771,331,25,340,866,1355,1145,1043,123,80,0.281,0.368,0.504,0.873
장지승,1998,2023,27,64,11,1,0,1,7,24,5,7,2,0,0.172,0.254,0.234,0.488
장진범,1959,1987,144,214,49,9,0,0,7,25,22,18,4,4,0.229,0.253,0.271,0.524
장채근,1964,1995,734,1979,452,74,0,97,240,368,285,237,6,7,0.228,0.312,0.413,0.725
장태수,1957,1992,1004,2532,692,110,20,48,331,322,291,428,151,72,0.273,0.357,0.389,0.747
장호익,1965,1989,38,68,10,0,0,0,2,6,2,4,0,0,0.147,0.171,0.147,0.318
장효조,1956,1992,964,3050,1008,156,36,54,506,289,437,485,110,60,0.33,0.426,0.458,0.884
전근표,1977,2010,406,759,187,33,1,29,116,210,89,99,1,4,0.246,0.346,0.407,0.753
전대영,1962,1994,585,1292,351,54,6,52,147,231,220,149,12,5,0.272,0.346,0.443,0.79
전민수,1989,2022,335,631,166,37,1,7,59,142,68,74,9,4,0.263,0.326,0.358,0.684
전봉석,1968,1997,78,67,8,2,0,0,4,28,1,2,0,0,0.119,0.169,0.149,0.318
전상렬,1972,2008,1197,2630,640,99,21,23,198,434,221,399,114,42,0.243,0.296,0.323,0.62
전성철,1969,1995,93,122,17,6,0,0,3,20,2,13,3,1,0.139,0.16,0.189,0.349
전의산,2000,2024,167,432,92,21,1,18,44,139,69,50,0,3,0.213,0.286,0.391,0.677
전종화,1965,1997,358,521,117,19,2,12,41,116,60,52,8,4,0.225,0.281,0.338,0.619
전준호,1969,2009,2091,6928,2018,214,100,42,861,844,577,1171,549,217,0.291,0.37,0.369,0.739
전현태,1986,2015,236,304,55,6,1,8,52,114,35,70,33,13,0.181,0.301,0.286,0.587
전형도,1971,2001,388,447,89,15,2,6,39,89,34,101,32,16,0.199,0.263,0.282,0.545
정경배,1974,2009,1322,3991,1062,203,10,100,314,754,522,525,70,57,0.266,0.32,0.397,0.717
정경운,1993,2018,68,121,26,2,1,1,9,31,9,9,2,0,0.215,0.269,0.273,0.542
정경훈,1972,1999,704,1476,360,53,10,10,170,248,135,270,182,52,0.244,0.322,0.314,0.636
정구선,1956,1990,769,2574,644,92,5,84,365,284,316,308,18,20,0.25,0.343,0.388,0.731
정구왕,1954,1986,294,712,166,11,4,4,41,87,49,69,34,24,0.233,0.275,0.277,0.552
정국헌,1964,1990,48,61,10,2,0,1,2,19,4,6,3,0,0.164,0.19,0.246,0.436
정근우,1982,2020,1747,6219,1877,319,34,121,665,731,722,1072,371,133,0.302,0.369,0.422,0.792
정기창,1970,1998,177,370,87,7,4,13,27,96,44,41,11,8,0.235,0.287,0.381,0.668
정기훈,1995,2020,29,31,5,2,0,0,3,15,2,9,0,1,0.161,0.235,0.226,0.461
정대선,2004,2024,22,42,6,1,0,0,2,10,6,5,0,0,0.143,0.182,0.167,0.348
정문섭,1960,1985,76,136,25,3,0,4,16,36,13,13,0,2,0.184,0.27,0.294,0.564
정문언,1962,1992,192,552,158,42,3,13,60,96,57,59,2,11,0.286,0.356,0.444,0.8
정민규,2003,2022,15,39,5,1,0,0,1,17,0,4,0,0,0.128,0.15,0.154,0.304
정범모,1987,2022,485,943,196,47,0,19,80,262,96,85,13,10,0.208,0.27,0.318,0.588
정병곤,1988,2019,165,197,39,2,1,2,9,52,20,36,1,0,0.198,0.233,0.249,0.482
정보명,1980,2013,439,1189,322,66,6,9,94,236,137,112,11,14,0.271,0.324,0.359,0.683
정삼룡,1965,1992,71,138,25,3,0,5,12,25,13,13,0,1,0.181,0.247,0.312,0.558
정상진,1964,1992,165,323,73,13,1,1,17,37,29,22,6,2,0.226,0.265,0.282,0.546
정상호,1982,2021,1154,2453,600,126,3,73,184,697,346,285,3,14,0.245,0.297,0.388,0.685
정성룡,1964,1995,533,1015,231,46,1,27,158,206,125,117,9,5,0.228,0.332,0.355,0.686
정성훈,1980,2018,2223,7359,2159,396,23,174,813,1054,997,1040,130,64,0.293,0.364,0.424,0.788
정수근,1977,2009,1544,5329,1493,230,50,24,621,608,450,866,474,156,0.28,0.355,0.356,0.711
정수성,1978,2013,722,1071,258,34,10,7,73,237,58,212,127,40,0.241,0.289,0.311,0.6
정영규,1970,2001,655,1719,440,84,15,45,173,362,180,214,12,29,0.256,0.324,0.401,0.725
정영기,1956,1990,743,1963,472,57,10,8,144,211,162,172,25,21,0.24,0.292,0.292,0.584
정영진,1965,1993,189,345,72,20,2,0,47,86,16,30,3,3,0.209,0.304,0.278,0.582
정원배,1973,2000,46,73,17,3,0,1,3,17,7,7,1,0,0.233,0.263,0.315,0.578
